Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,Severity_Score,Fatality,extracted_value
0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
0.0,1.0,1.0,290.0,Boeing787,104.45205479452055,Non-Fatal,
0.0,0.0,0.0,106.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,157.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,142.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,71.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,250.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,181.0,Boeing757,100.0,Non-Fatal,
0.0,0.0,0.0,177.0,Boeing757,100.0,Non-Fatal,
0.0,6.0,0.0,166.0,Boeing737,138.37209302325581,Non-Fatal,
0.0,0.0,1.0,112.0,Boeing757,101.76991150442478,Non-Fatal,
0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,176.0,Boeing757,101.12994350282484,Non-Fatal,
0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
1.0,11.0,4.0,31.0,Boeing737,425.531914893617,Fatal-1,
0.0,1.0,0.0,179.0,Boeing737,106.11111111111111,Non-Fatal,
0.0,0.0,0.0,116.0,Boeing747,100.0,Non-Fatal,
0.0,0.0,1.0,121.0,Boeing737,101.63934426229508,Non-Fatal,
0.0,0.0,1.0,142.0,Boeing737,101.3986013986014,Non-Fatal,
0.0,0.0,0.0,207.0,Boeing787,100.0,Non-Fatal,
188.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-188,
0.0,0.0,0.0,150.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,127.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,146.0,Boeing737,101.36054421768708,Non-Fatal,
0.0,2.0,1.0,92.0,Boeing767,125.26315789473684,Non-Fatal,
0.0,0.0,0.0,117.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,119.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,220.0,Boeing787,100.90497737556561,Non-Fatal,
0.0,1.0,1.0,117.0,Boeing737,110.92436974789916,Non-Fatal,
0.0,1.0,0.0,185.0,Boeing737,105.91397849462365,Non-Fatal,
0.0,1.0,1.0,143.0,Boeing737,108.9655172413793,Non-Fatal,
0.0,0.0,0.0,181.0,Boeing737,100.0,Non-Fatal,
0.0,1.0,1.0,217.0,Boeing777,105.93607305936072,Non-Fatal,
157.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-157,
0.0,0.0,0.0,406.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,107.0,Boeing737,101.85185185185186,Non-Fatal,
0.0,0.0,0.0,104.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,1.0,185.0,Boeing737,101.0752688172043,Non-Fatal,
0.0,1.0,0.0,142.0,Boeing737,107.6923076923077,Non-Fatal,
0.0,0.0,1.0,82.0,Boeing737,102.40963855421687,Non-Fatal,
0.0,1.0,1.0,126.0,Boeing737,110.15625,Non-Fatal,
0.0,0.0,0.0,163.0,Boeing787,100.0,Non-Fatal,
0.0,0.0,0.0,113.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,122.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,272.0,Boeing777,100.0,Non-Fatal,
0.0,0.0,0.0,156.0,Boeing737,100.0,Non-Fatal,
0.0,1.0,1.0,216.0,Boeing767,105.96330275229357,Non-Fatal,
0.0,0.0,0.0,99.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,298.0,Boeing787,100.0,Non-Fatal,
0.0,1.0,0.0,158.0,Boeing767,106.91823899371069,Non-Fatal,
0.0,1.0,1.0,223.0,Boeing787,105.77777777777777,Non-Fatal,
0.0,0.0,0.0,159.0,Boeing757,100.0,Non-Fatal,
0.0,0.0,0.0,133.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,102.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,93.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,184.0,Boeing737,101.08108108108107,Non-Fatal,
0.0,0.0,0.0,178.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,178.0,Boeing737,100.0,Non-Fatal,
176.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-176,
0.0,0.0,0.0,121.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,173.0,Boeing737,101.14942528735634,Non-Fatal,
3.0,161.0,19.0,0.0,Boeing737,1127.8688524590164,Fatal-3,
0.0,0.0,0.0,194.0,Boeing757,100.0,Non-Fatal,
0.0,0.0,0.0,100.0,Boeing737,100.0,Non-Fatal,
0.0,2.0,1.0,84.0,Boeing737,127.58620689655173,Non-Fatal,
0.0,0.0,0.0,181.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,127.0,Boeing757,100.0,Non-Fatal,
0.0,0.0,0.0,95.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,116.0,Boeing737,101.7094017094017,Non-Fatal,
0.0,0.0,0.0,66.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,76.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,251.0,Boeing777,100.79365079365078,Non-Fatal,
0.0,0.0,0.0,129.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,160.0,Boeing737,100.0,Non-Fatal,
62.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-62,
0.0,0.0,1.0,63.0,Boeing777,103.125,Non-Fatal,
0.0,0.0,0.0,239.0,Boeing777,100.0,Non-Fatal,
0.0,0.0,0.0,137.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,261.0,Boeing777,100.76335877862594,Non-Fatal,
0.0,0.0,0.0,65.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,455.0,Boeing777,100.0,Non-Fatal,
0.0,0.0,0.0,214.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,166.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,237.0,Boeing767,100.84033613445378,Non-Fatal,
0.0,1.0,2.0,111.0,Boeing737,113.1578947368421,Non-Fatal,
0.0,0.0,0.0,77.0,Boeing737,100.0,Non-Fatal,
0.0,1.0,1.0,184.0,Boeing737,106.98924731182795,Non-Fatal,
0.0,3.0,1.0,130.0,Boeing737,126.11940298507463,Non-Fatal,
0.0,0.0,0.0,172.0,Boeing757,100.0,Non-Fatal,
0.0,0.0,1.0,111.0,Boeing737,101.78571428571428,Non-Fatal,
0.0,0.0,0.0,276.0,Boeing787,100.0,Non-Fatal,
0.0,0.0,0.0,159.0,Boeing787,100.0,Non-Fatal,
0.0,0.0,0.0,206.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,199.0,Boeing787,100.0,Non-Fatal,
0.0,0.0,0.0,51.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,56.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,163.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,115.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,141.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,177.0,Boeing737,100.0,Non-Fatal,
132.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-132,
0.0,0.0,0.0,126.0,Boeing767,100.0,Non-Fatal,
0.0,0.0,0.0,154.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
0.0,1.0,0.0,66.0,Boeing737,116.4179104477612,Non-Fatal,
0.0,6.0,1.0,121.0,Boeing787,153.125,Non-Fatal,
0.0,0.0,0.0,183.0,Boeing777,100.0,Non-Fatal,
0.0,0.0,0.0,174.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,0.0,195.0,Boeing800,100.0,Non-Fatal,
0.0,0.0,0.0,134.0,Boeing800,100.0,Non-Fatal,
0.0,0.0,1.0,141.0,Boeing737,101.40845070422534,Non-Fatal,
0.0,0.0,1.0,132.0,Boeing737,101.50375939849626,Non-Fatal,
0.0,0.0,0.0,175.0,Boeing737,100.0,Non-Fatal,
0.0,0.0,1.0,169.0,Boeing737,101.17647058823529,Non-Fatal,
0.0,0.0,1.0,101.0,Boeing717,101.96078431372548,Non-Fatal,
0.0,0.0,0.0,368.0,Boeing777,100.0,Non-Fatal,
0.0,1.0,0.0,105.0,Boeing737,110.37735849056605,Non-Fatal,
0.0,0.0,1.0,147.0,Boeing737,101.35135135135135,Non-Fatal,
0.0,0.0,0.0,52.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,61.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,43.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,80.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,112.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,63.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
49.0,0.0,0.0,0.0,Bombardier-DHC8-402,2500.0,Fatal-49,Bombardier
0.0,0.0,0.0,66.0,Bombardier-DHC8-202,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,70.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,1.0,52.0,Bombardier-CL600,103.77358490566037,Non-Fatal,Bombardier
0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,41.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,77.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,69.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,40.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,49.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,63.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,1.0,88.0,Bombardier-CL600,102.24719101123596,Non-Fatal,Bombardier
0.0,0.0,0.0,44.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,291.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,52.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,1.0,56.0,Bombardier-CL600,103.50877192982458,Non-Fatal,Bombardier
0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,1.0,0.0,39.0,Bombardier-CL600,127.49999999999999,Non-Fatal,Bombardier
0.0,0.0,0.0,51.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,55.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,2.0,1.0,58.0,Bombardier-DHC8-402,139.34426229508196,Non-Fatal,Bombardier
0.0,0.0,0.0,80.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,41.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,79.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,4.0,1.0,75.0,Bombardier-CL600,157.5,Non-Fatal,Bombardier
0.0,0.0,0.0,73.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,51.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,1.0,52.0,Bombardier-DHC8-311,103.77358490566037,Non-Fatal,Bombardier
0.0,0.0,0.0,48.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,64.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,59.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,9.0,2.0,63.0,Bombardier-CL600,239.18918918918922,Non-Fatal,Bombardier
0.0,0.0,0.0,46.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
0.0,0.0,0.0,276.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,1.0,0.0,130.0,Bombardier-CL600,108.3969465648855,Non-Fatal,Bombardier
0.0,0.0,0.0,114.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,22.0,1.0,51.0,Bombardier-CL600,429.72972972972974,Non-Fatal,Bombardier
0.0,0.0,1.0,60.0,Bombardier-CL600,103.27868852459017,Non-Fatal,Bombardier
0.0,0.0,1.0,65.0,Bombardier-CL600,103.03030303030303,Non-Fatal,Bombardier
0.0,0.0,0.0,51.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
0.0,0.0,1.0,44.0,McdonnellDouglas:DC-9,104.44444444444446,Non-Fatal,
2.0,4.0,24.0,182.0,McdonnellDouglas:DC-10,166.03773584905662,Fatal-2,
0.0,1.0,0.0,154.0,McdonnellDouglas:DC-10,107.0967741935484,Non-Fatal,
0.0,0.0,0.0,68.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,1.0,0.0,56.0,McdonnellDouglas:DC-9,119.29824561403508,Non-Fatal,
0.0,0.0,25.0,113.0,McdonnellDouglas:DC-10,136.23188405797103,Non-Fatal,
0.0,0.0,17.0,129.0,McdonnellDouglas:DC-8,123.28767123287672,Non-Fatal,
0.0,1.0,1.0,109.0,McdonnellDouglas:DC-8,111.7117117117117,Non-Fatal,
0.0,0.0,0.0,84.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,7.0,19.0,142.0,McdonnellDouglas:DC-10,168.45238095238096,Non-Fatal,
0.0,0.0,0.0,393.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
0.0,0.0,0.0,65.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,0.0,136.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
0.0,0.0,0.0,51.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,14.0,203.0,McdonnellDouglas:DC-10,112.90322580645163,Non-Fatal,
0.0,0.0,0.0,289.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
0.0,0.0,0.0,69.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
2.0,2.0,3.0,137.0,McdonnellDouglas:MD-80,152.77777777777777,Fatal-2,
0.0,0.0,0.0,282.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
0.0,0.0,0.0,75.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,253.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
0.0,0.0,0.0,173.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,191.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
0.0,0.0,200.0,117.0,McdonnellDouglas:MD-11,226.18296529968455,Non-Fatal,
18.0,10.0,47.0,261.0,McdonnellDouglas:DC-10,289.2857142857143,Fatal-18,
0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,2.0,5.0,197.0,McdonnellDouglas:DC-10,115.68627450980394,Non-Fatal,
0.0,0.0,0.0,135.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,1.0,0.0,74.0,McdonnellDouglas:DC-9,114.66666666666667,Non-Fatal,
0.0,0.0,0.0,123.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,1.0,7.0,137.0,McdonnellDouglas:DC-9,117.24137931034481,Non-Fatal,
0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,253.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
0.0,0.0,0.0,306.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
0.0,0.0,0.0,99.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,0.0,501.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,143.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,2.0,0.0,112.0,McdonnellDouglas:MD-80,119.29824561403508,Non-Fatal,
0.0,0.0,0.0,148.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
3.0,0.0,40.0,51.0,McdonnellDouglas:DC-9,261.7021276595745,Fatal-3,
0.0,4.0,1.0,157.0,McdonnellDouglas:DC-10,128.39506172839506,Non-Fatal,
0.0,0.0,0.0,51.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,57.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,129.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,162.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
0.0,0.0,0.0,71.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,1.0,136.0,McdonnellDouglas:MD-80,101.45985401459853,Non-Fatal,
0.0,0.0,0.0,324.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,70.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
0.0,0.0,1.0,83.0,McdonnellDouglas:MD-80,102.38095238095238,Non-Fatal,
0.0,0.0,0.0,111.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,1.0,126.0,McdonnellDouglas:MD-80,101.5748031496063,Non-Fatal,
0.0,0.0,0.0,81.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,147.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,0.0,0.0,156.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,144.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,166.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
0.0,0.0,0.0,132.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,7.0,1.0,137.0,McdonnellDouglas:MD-80,154.48275862068965,Non-Fatal,
0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,1.0,0.0,115.0,McdonnellDouglas:MD-80,109.48275862068965,Non-Fatal,
0.0,0.0,1.0,106.0,McdonnellDouglas:MD-80,101.86915887850468,Non-Fatal,
0.0,0.0,0.0,163.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,1.0,142.0,McdonnellDouglas:MD-90,101.3986013986014,Non-Fatal,
0.0,0.0,0.0,61.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,101.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,177.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
0.0,0.0,0.0,131.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
0.0,1.0,1.0,144.0,McdonnellDouglas:MD-80,108.90410958904108,Non-Fatal,
0.0,0.0,1.0,151.0,McdonnellDouglas:MD-80,101.3157894736842,Non-Fatal,
0.0,4.0,0.0,136.0,McdonnellDouglas:MD-80,131.42857142857142,Non-Fatal,
0.0,0.0,0.0,149.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
0.0,0.0,0.0,152.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
0.0,0.0,0.0,588.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
0.0,0.0,0.0,157.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
27.0,9.0,12.0,3.0,Fokker-F28-4000,1611.764705882353,Fatal-27,Fokker
0.0,1.0,9.0,282.0,Lockheed-L-1011,109.93150684931507,Non-Fatal,Lockheed
0.0,0.0,0.0,339.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
0.0,0.0,0.0,339.0,Short Brothers: SD3-60,100.0,Non-Fatal,Short Brothers
97.0,4.0,2.0,0.0,Fokker-F-100,2406.7961165048546,Fatal-97,Fokker
0.0,0.0,0.0,51.0,Fokker-F-100,100.0,Non-Fatal,Fokker
0.0,63.0,3.0,0.0,Fokker-F28-4000,1159.0909090909092,Non-Fatal,Fokker
0.0,0.0,0.0,45.0,Atr: ATR72,100.0,Non-Fatal,Atr
0.0,0.0,0.0,48.0,Atr: ATR72,100.0,Non-Fatal,Atr
0.0,0.0,0.0,40.0,Dehavilland-DHC8,100.0,Non-Fatal,Dehavilland
0.0,0.0,0.0,64.0,Dehavilland-DHC8,100.0,Non-Fatal,Dehavilland
1.0,3.0,1.0,37.0,Saab: 2000,240.47619047619045,Fatal-1,Saab
0.0,0.0,0.0,49.0,Atr: ATR72,100.0,Non-Fatal,Atr
0.0,0.0,0.0,97.0,Bae: RJ85,100.0,Non-Fatal,Bae
0.0,1.0,4.0,222.0,Airbus300,108.37004405286343,Non-Fatal,Airbus
169.0,0.0,10.0,0.0,Airbus310,2377.094972067039,Fatal-169,Airbus
0.0,1.0,7.0,137.0,Airbus319,117.24137931034481,Non-Fatal,Airbus
0.0,0.0,0.0,324.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,324.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,146.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,179.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,216.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,2.0,125.0,Airbus320,103.14960629921259,Non-Fatal,Airbus
0.0,0.0,0.0,138.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,1.0,3.0,291.0,Airbus330,105.76271186440678,Non-Fatal,Airbus
0.0,0.0,0.0,73.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,11.0,0.0,77.0,Airbus319,237.5,Non-Fatal,Airbus
0.0,0.0,0.0,107.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,1.0,0.0,124.0,Airbus320,108.80000000000001,Non-Fatal,Airbus
3.0,5.0,0.0,126.0,Airbus320,194.77611940298507,Fatal-3,Airbus
30.0,0.0,0.0,184.0,Airbus310,436.44859813084116,Fatal-30,Airbus
0.0,0.0,0.0,99.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,22.0,293.0,Airbus330,113.96825396825396,Non-Fatal,Airbus
0.0,0.0,0.0,162.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,5.0,150.0,Airbus320,106.4516129032258,Non-Fatal,Airbus
0.0,4.0,0.0,150.0,Airbus320,128.57142857142858,Non-Fatal,Airbus
0.0,0.0,0.0,176.0,Airbus330,100.0,Non-Fatal,Airbus
228.0,0.0,0.0,0.0,Airbus330,2500.0,Fatal-228,Airbus
0.0,0.0,0.0,217.0,Airbus330,100.0,Non-Fatal,Airbus
152.0,0.0,1.0,0.0,Airbus310,2485.62091503268,Fatal-152,Airbus
0.0,2.0,2.0,149.0,Airbus320,116.99346405228759,Non-Fatal,Airbus
0.0,0.0,0.0,152.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,130.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,3.0,0.0,50.0,Airbus319,162.26415094339623,Non-Fatal,Airbus
0.0,2.0,1.0,114.0,Airbus319,120.51282051282051,Non-Fatal,Airbus
0.0,0.0,0.0,140.0,Airbus320,100.0,Non-Fatal,Airbus
103.0,0.0,1.0,0.0,Airbus330,2478.846153846154,Fatal-103,Airbus
0.0,0.0,0.0,140.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,454.0,Airbus330,100.0,Non-Fatal,Airbus
157.0,0.0,0.0,0.0,Airbus321,2500.0,Fatal-157,Airbus
0.0,7.0,0.0,84.0,Airbus320,184.6153846153846,Non-Fatal,Airbus
0.0,0.0,0.0,190.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,35.0,0.0,95.0,Airbus319,396.1538461538462,Non-Fatal,Airbus
0.0,1.0,1.0,117.0,Airbus320,110.92436974789916,Non-Fatal,Airbus
0.0,0.0,0.0,109.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,576.0,Airbus380,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,275.0,Airbus330,100.72463768115942,Non-Fatal,Airbus
0.0,0.0,1.0,124.0,Airbus319,101.6,Non-Fatal,Airbus
0.0,0.0,0.0,140.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,150.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,188.0,Airbus321,101.05820105820106,Non-Fatal,Airbus
0.0,1.0,2.0,95.0,Airbus319,115.3061224489796,Non-Fatal,Airbus
0.0,0.0,1.0,142.0,Airbus319,101.3986013986014,Non-Fatal,Airbus
0.0,0.0,0.0,91.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,149.0,Airbus320,101.33333333333334,Non-Fatal,Airbus
0.0,0.0,0.0,154.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,100.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,270.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,158.0,Airbus330,101.25786163522012,Non-Fatal,Airbus
0.0,0.0,0.0,257.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,397.0,Airbus340,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,192.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,290.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,119.0,Airbus320,101.66666666666666,Non-Fatal,Airbus
0.0,0.0,0.0,150.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,154.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,264.0,Airbus330,100.75471698113208,Non-Fatal,Airbus
0.0,0.0,0.0,365.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,147.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,136.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,146.0,Airbus320,101.36054421768708,Non-Fatal,Airbus
0.0,0.0,1.0,155.0,Airbus320,101.28205128205127,Non-Fatal,Airbus
0.0,0.0,0.0,124.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,159.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,4.0,2.0,73.0,Airbus319,160.75949367088606,Non-Fatal,Airbus
0.0,0.0,1.0,104.0,Airbus319,101.9047619047619,Non-Fatal,Airbus
0.0,0.0,0.0,115.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,140.0,Airbus320,101.41843971631207,Non-Fatal,Airbus
0.0,0.0,1.0,109.0,Airbus321,101.81818181818181,Non-Fatal,Airbus
0.0,0.0,0.0,129.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,7.0,1.0,121.0,Airbus319,161.24031007751938,Non-Fatal,Airbus
0.0,27.0,0.0,124.0,Airbus320,296.6887417218543,Non-Fatal,Airbus
0.0,0.0,0.0,120.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,120.0,Airbus319,101.65289256198346,Non-Fatal,Airbus
