Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,Severity_Score,Fatality,extracted_value
0.0,0.0,1.0,154.0,Airbus320,101.29032258064517,Non-Fatal,Airbus
0.0,2.0,1.0,139.0,Airbus319,116.90140845070422,Non-Fatal,Airbus
0.0,0.0,0.0,199.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,189.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,156.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,134.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,143.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,189.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,185.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,521.0,Airbus380,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,301.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,294.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,1.0,1.0,100.0,Airbus321,112.74509803921569,Non-Fatal,Airbus
0.0,0.0,0.0,255.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,9.0,0.0,135.0,Airbus330,168.75,Non-Fatal,Airbus
0.0,2.0,1.0,295.0,Airbus330,108.0536912751678,Non-Fatal,Airbus
0.0,0.0,0.0,288.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,1.0,0.0,300.0,Airbus330,103.65448504983388,Non-Fatal,Airbus
0.0,1.0,1.0,132.0,Airbus319,109.70149253731343,Non-Fatal,Airbus
0.0,0.0,0.0,197.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,6.0,0.0,166.0,Airbus320,138.37209302325581,Non-Fatal,Airbus
0.0,0.0,1.0,185.0,Airbus321,101.0752688172043,Non-Fatal,Airbus
0.0,0.0,1.0,162.0,Airbus320,101.22699386503066,Non-Fatal,Airbus
0.0,0.0,0.0,110.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,244.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,121.0,Airbus220,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,232.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,154.0,Airbus320,101.29032258064517,Non-Fatal,Airbus
0.0,0.0,0.0,162.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,107.0,Airbus319,101.85185185185186,Non-Fatal,Airbus
0.0,0.0,0.0,180.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,77.0,Airbus220,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,158.0,Airbus320,101.25786163522012,Non-Fatal,Airbus
0.0,0.0,0.0,112.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,154.0,Airbus220,100.0,Non-Fatal,Airbus
97.0,0.0,2.0,0.0,Airbus320,2455.5555555555557,Fatal-97,Airbus
0.0,0.0,1.0,139.0,Airbus320,101.42857142857142,Non-Fatal,Airbus
0.0,0.0,1.0,95.0,Airbus320,102.08333333333333,Non-Fatal,Airbus
0.0,0.0,0.0,116.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,130.0,Airbus319,100.0,Non-Fatal,Airbus
0.0,8.0,1.0,185.0,Airbus321,146.39175257731958,Non-Fatal,Airbus
0.0,0.0,1.0,180.0,Airbus321,101.10497237569061,Non-Fatal,Airbus
0.0,0.0,1.0,193.0,Airbus321,101.03092783505154,Non-Fatal,Airbus
0.0,0.0,1.0,119.0,Airbus319,101.66666666666666,Non-Fatal,Airbus
0.0,0.0,0.0,134.0,Airbus321,100.0,Non-Fatal,Airbus
0.0,4.0,0.0,108.0,Airbus320,139.28571428571428,Non-Fatal,Airbus
0.0,0.0,1.0,55.0,Airbus320,103.57142857142858,Non-Fatal,Airbus
0.0,0.0,0.0,108.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,132.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,1.0,151.0,Airbus320,101.3157894736842,Non-Fatal,Airbus
0.0,0.0,0.0,178.0,Airbus320,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,290.0,Airbus330,100.0,Non-Fatal,Airbus
0.0,0.0,0.0,40.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,205.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,179.0,Embraer-EMB170,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,52.0,Embraer-EMB145,103.77358490566037,Non-Fatal,Embraer
0.0,0.0,0.0,132.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,76.0,Embraer-ERJ170,102.59740259740259,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,47.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,163.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,83.0,Embraer-ERJ170,102.38095238095238,Non-Fatal,Embraer
0.0,1.0,1.0,85.0,Embraer-EMB170,114.94252873563218,Non-Fatal,Embraer
0.0,0.0,0.0,45.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,41.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,3.0,2.0,40.0,Embraer-EMB145,182.22222222222223,Non-Fatal,Embraer
0.0,0.0,1.0,73.0,Embraer-ERJ170,102.7027027027027,Non-Fatal,Embraer
0.0,0.0,0.0,50.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
42.0,47.0,7.0,0.0,Embraer-ERJ190,1703.125,Fatal-42,Embraer
0.0,0.0,0.0,80.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,48.0,Embraer-EMB145,104.08163265306123,Non-Fatal,Embraer
0.0,0.0,1.0,92.0,Embraer-ERJ190,102.15053763440861,Non-Fatal,Embraer
0.0,0.0,0.0,46.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,51.0,Embraer-EMB145,103.84615384615385,Non-Fatal,Embraer
0.0,0.0,0.0,47.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,52.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,84.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,47.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,5.0,97.0,Embraer-ERJ190,109.80392156862746,Non-Fatal,Embraer
0.0,0.0,0.0,48.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,75.0,Embraer-ERJ170,102.63157894736842,Non-Fatal,Embraer
0.0,0.0,1.0,49.0,Embraer-EMB145,104.0,Non-Fatal,Embraer
0.0,0.0,1.0,53.0,Embraer-EMB145,103.7037037037037,Non-Fatal,Embraer
0.0,0.0,0.0,49.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,44.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,45.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
0.0,1.0,1.0,52.0,Embraer-ERJ170,124.07407407407408,Non-Fatal,Embraer
0.0,0.0,1.0,55.0,Embraer-ERJ170,103.57142857142858,Non-Fatal,Embraer
0.0,0.0,0.0,228.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,272.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
0.0,1.0,0.0,55.0,Embraer-ERJ190,119.64285714285714,Non-Fatal,Embraer
0.0,0.0,0.0,113.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,65.0,Embraer-E175,103.03030303030303,Non-Fatal,Embraer
0.0,0.0,1.0,71.0,Embraer-ERJ170,102.77777777777777,Non-Fatal,Embraer
0.0,0.0,0.0,65.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,52.0,Embraer-ERJ170,103.77358490566037,Non-Fatal,Embraer
0.0,1.0,0.0,54.0,Embraer-ERJ170,120.0,Non-Fatal,Embraer
0.0,3.0,1.0,45.0,Embraer-ERJ170,171.42857142857142,Non-Fatal,Embraer
0.0,0.0,0.0,51.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,56.0,Embraer-ERJ170,103.50877192982458,Non-Fatal,Embraer
0.0,0.0,0.0,101.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,72.0,Embraer-ERJ175,102.73972602739727,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,26.0,16.0,60.0,Embraer-ERJ190,411.7647058823529,Non-Fatal,Embraer
0.0,4.0,1.0,59.0,Embraer-ERJ170,171.875,Non-Fatal,Embraer
0.0,0.0,0.0,41.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,40.0,Embraer-EMB145,104.8780487804878,Non-Fatal,Embraer
0.0,0.0,1.0,47.0,Embraer-ERJ190,104.16666666666667,Non-Fatal,Embraer
0.0,0.0,0.0,102.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,52.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
0.0,0.0,0.0,53.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
0.0,0.0,1.0,62.0,Embraer-ERJ170,103.17460317460319,Non-Fatal,Embraer
