Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20090921X73211,Incident,ENG09IA018,2009-09-18,"Newark, NJ",Non-Fatal,Minor,Airplane,N66051,Boeing,767,2.0,,121,0.0,0.0,0.0,235.0,VMC,,235.0
20090922X51734,Accident,CEN09CA600,2009-09-22,"Omaha, NE",Non-Fatal,Substantial,Airplane,N1048,Cessna,402B,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100408X72608,Accident,DCA09WA079,2009-09-24,"Durban, South Africa",Fatal,Substantial,Airplane,ZS-NRM,Bae,JETSTREAM 41,2.0,Turbo Prop,NUSC,1.0,0.0,2.0,0.0,,,3.0
20100216X24437,Incident,DCA10WA027,2009-09-26,"St. Kitts, Seychelles",,,Airplane,GVIIR,Boeing,777,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20091028X00540,Incident,ENG10WA002,2009-09-29,"Birgi, Trapani, Sicily, Italy, Italy",Non-Fatal,Minor,Airplane,EI-DWD,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,171.0,,,171.0
20091002X22413,Accident,WPR10LA002,2009-10-03,"San Simeon, CA",Non-Fatal,Substantial,Airplane,N31KT,Cessna,421B,2.0,Reciprocating,135,0.0,0.0,0.0,6.0,VMC,,6.0
20100225X04005,Incident,ENG10WA018,2009-10-04,"Wagga Wagga, New South Wales, Australia",Non-Fatal,,Airplane,VH-SBA,Saab,340,2.0,Turbo Prop,129,0.0,0.0,0.0,37.0,,,37.0
20091020X14635,Accident,ERA10CA022,2009-10-05,"Unknown, Argentina",Non-Fatal,,Airplane,N156DL,Boeing,767-3P6,2.0,Turbo Fan,121,0.0,0.0,1.0,231.0,VMC,,232.0
20091019X45931,Accident,WPR10LA022,2009-10-15,"Molokai, HI",Non-Fatal,Substantial,Airplane,N861MA,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,7.0,VMC,,7.0
20091020X05636,Incident,OPS10IA001,2009-10-19,"Atlanta Hartsfield Intl. Apt. (KATL), GA",Non-Fatal,,Airplane,N185DN,Boeing,767,2.0,Turbo Fan,121,0.0,0.0,0.0,194.0,VMC,,194.0
20091028X64340,Incident,DCA10WA003,2009-10-19,"Manchester, United Kingdom",Non-Fatal,,Airplane,G-CELI,Boeing,737,,,NUSC,0.0,0.0,0.0,102.0,,,102.0
20091123X11730,Incident,ENG10WA004,2009-10-19,"Melbourne Airport, Australia",,Minor,Airplane,VH-VUI,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20091028X64921,Accident,DCA10WA004,2009-10-20,Uruguay,Non-Fatal,Substantial,Airplane,N701GC,Mcdonnell Douglas,MD11,3.0,,121,0.0,0.0,0.0,5.0,,,5.0
20091022X00120,Incident,DCA10IA001,2009-10-21,"Minneapolis, MN",Non-Fatal,,Airplane,N374NW,Airbus,A320,2.0,Turbo Fan,121,0.0,0.0,0.0,152.0,,,152.0
20091117X32151,Accident,DCA10RA010,2009-10-21,"Sharjah, Turks And Caicos",Fatal,Destroyed,Airplane,ST-AKW,Boeing,707,,,NUSC,6.0,0.0,0.0,0.0,,,6.0
20091102X24828,Accident,ERA10WA044,2009-10-22,"Kralendijk, Bonaire, Sint Maarten",Fatal,Substantial,Airplane,PJ-SUN,Britten Norman,BN2A,2.0,,NUSC,1.0,9.0,0.0,0.0,VMC,,10.0
20091030X64143,Accident,ERA10LA041,2009-10-26,"Pleasant Grove, NC",Non-Fatal,,Airplane,N935AT,Boeing,717-200,2.0,Turbo Fan,121,0.0,1.0,1.0,120.0,VMC,,122.0
20091029X02444,Accident,ERA10CA036,2009-10-27,"Atlanta, GA",Non-Fatal,,Airplane,N825MH,Boeing,767-432ER,2.0,Turbo Jet,121,0.0,0.0,1.0,11.0,IMC,,12.0
20091102X82140,Accident,WPR10LA044,2009-11-02,"Phoenix, AZ",Non-Fatal,Substantial,Airplane,N909DA,Mcdonnell Douglas,MD-90-30,2.0,Turbo Jet,121,0.0,0.0,0.0,70.0,VMC,,70.0
20091104X23538,Incident,WPR10IA045,2009-11-04,"Show Low, AZ",Non-Fatal,Minor,Airplane,N330AV,Beech,C-99,2.0,Turbo Prop,135,0.0,1.0,0.0,0.0,VMC,,1.0
20091105X93509,Incident,DCA10IA006,2009-11-04,"Dulles International Airport, VA",,Minor,Airplane,G-BNWY,Boeing,767,2.0,,NUSC,0.0,0.0,0.0,0.0,VMC,,0.0
20100218X41458,Accident,DCA10RA031,2009-11-09,"Nairobi, Kenya",,Destroyed,Airplane,5Y-VVQ,Beech,1900 - D,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20091117X55556,Incident,CEN10IA053,2009-11-15,"Kansas City, MO",Non-Fatal,Minor,Airplane,N924FR,Airbus,A319-111,2.0,Turbo Fan,121,0.0,0.0,0.0,130.0,VMC,,130.0
20100112X60236,Accident,WPR10WA108,2009-11-17,"Kojonup, Australia, Australia",Fatal,Substantial,Airplane,VH-ZRR,Cessna,A188,1.0,,NUSC,1.0,0.0,0.0,0.0,VMC,,1.0
20091124X94107,Accident,DCA10FA012,2009-11-19,"New Market, WV",Non-Fatal,,Airplane,N209UA,Boeing,777-200,2.0,Turbo Fan,121,0.0,1.0,1.0,198.0,IMC,,200.0
20091128X72625,Accident,DCA10RA013,2009-11-28,"Shanghai, China",Fatal,Destroyed,Airplane,Z-BAV,Mcdonnell Douglas,MD11,3.0,,NUSC,3.0,0.0,4.0,0.0,,,7.0
20091210X11359,Incident,ERA10IA094,2009-12-03,"Rome, NY",Non-Fatal,,Airplane,N701FX,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100608X41922,Accident,DCA10WA067,2009-12-07,"George, South Africa",Non-Fatal,Substantial,Airplane,ZS-SJW,Embraer,EMB135,2.0,,NUSC,0.0,10.0,0.0,25.0,VMC,,35.0
20091215X64622,Accident,CEN10LA076,2009-12-11,"St. Louis, MO",Non-Fatal,Substantial,Airplane,N411BL,Beech,200,2.0,Turbo Prop,135,0.0,0.0,0.0,7.0,VMC,,7.0
20091214X41802,Incident,DCA10IA015,2009-12-14,"Charlotte, NC",Non-Fatal,Minor,Airplane,N483A,Boeing,MD,2.0,,121,0.0,0.0,0.0,115.0,IMC,,115.0
20100106X21356,Incident,ENG10RA009,2009-12-17,"Changi Airport, Senegal",,Minor,Airplane,JV-JEB,Boeing,747,4.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20091223X50505,Accident,DCA10CA018,2009-12-18,"Dallas, TX",Non-Fatal,Substantial,Airplane,N515AE,Bombardier,CL600 2C10,2.0,Turbo Fan,121,0.0,1.0,0.0,3.0,VMC,,4.0
20100224X04957,Incident,ENG10RA017,2009-12-21,"London, United Kingdom",,Minor,Airplane,G-JEDI,Bombardier,DHC-8,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20091229X00323,Accident,WPR10LA092,2009-12-23,"Moab, UT",Non-Fatal,Substantial,Airplane,N520NE,Cessna,402C,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,IMC,,1.0
20091228X15816,Incident,CEN10IA084,2009-12-26,"Dallas, TX",Non-Fatal,Minor,Airplane,N494AE,Atr,ATR72,2.0,Turbo Prop,121,0.0,0.0,0.0,45.0,VMC,,45.0
20100102X42040,Accident,WPR10RA093,2009-12-30,"Baindoang, PNG, Papua New Guinea",Fatal,Destroyed,Airplane,P2-MJL,Cessna,185,1.0,Reciprocating,NUSC,6.0,0.0,1.0,0.0,VMC,,7.0
20100106X32329,Accident,ERA10LA108,2010-01-01,"Concord, NC",Non-Fatal,Substantial,Airplane,N8985C,Piper,PA-32R-300,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,IMC,,1.0
20100103X60452,Accident,ERA10LA103,2010-01-02,"Somerset, KY",Non-Fatal,Substantial,Airplane,N227ML,Fairchild,SA227,2.0,Turbo Prop,135,0.0,0.0,0.0,3.0,VMC,,3.0
20100714X13546,Incident,CEN10WA393,2010-01-02,"Sept-Iles, Canada",Non-Fatal,Minor,Airplane,C-FSKQ,Hawker Beechcraft Corp.,200,2.0,Turbo Prop,NUSC,0.0,0.0,0.0,6.0,,,6.0
20100112X95305,Incident,DCA10WA020,2010-01-03,"Dortmund, Germany",,,Airplane,D-ABKF,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100127X11900,Incident,ENG10WA012,2010-01-03,"Turin Airport, Italy",,Minor,Airplane,I-SMEB,Mcdonnell Douglas,MD-82,2.0,,129,0.0,0.0,0.0,0.0,,,0.0
20100107X40353,Incident,DCA10WA019,2010-01-04,"Hahn, Germany",Non-Fatal,Minor,Airplane,EI-DAK,Boeing,737,2.0,,NUSC,0.0,5.0,0.0,148.0,,,153.0
20100118X42210,Accident,WPR10WA114,2010-01-04,"Palau International Airport, Palau",Non-Fatal,Substantial,Airplane,T8A182P,Cessna,182,1.0,Reciprocating,NUSC,0.0,0.0,0.0,4.0,VMC,,4.0
20100106X55618,Accident,CEN10LA090,2010-01-06,"Kearney, NE",Non-Fatal,Substantial,Airplane,N206AV,Beech,C-99,2.0,Turbo Prop,135,0.0,0.0,0.0,1.0,IMC,,1.0
20100219X11249,Incident,ENG10IA016,2010-01-07,"Cincinnati (CVG), OH",Non-Fatal,Minor,Airplane,N803DH,Douglas,DC8,4.0,Turbo Fan,121,0.0,0.0,0.0,0.0,,,0.0
20100112X10853,Incident,DCA10IA021,2010-01-10,"Newark, NJ",Non-Fatal,Minor,Airplane,N816UA,Airbus Industrie,A319-131,2.0,Turbo Jet,121,0.0,3.0,0.0,50.0,VMC,,53.0
20100114X11754,Incident,ENG10IA010,2010-01-12,"St. Croix,",Non-Fatal,Minor,Airplane,N434AT,Atr,ATR72,2.0,Turbo Prop,121,0.0,0.0,0.0,48.0,,,48.0
20100115X35851,Accident,ANC10LA012,2010-01-14,"Gulkana, AK",Non-Fatal,Substantial,Airplane,N3233M,Piper,PA-12,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20100119X00231,Accident,ANC10LA013,2010-01-19,"Bethel, AK",Non-Fatal,Substantial,Airplane,N20109,Cessna,172M,1.0,Reciprocating,135,0.0,0.0,0.0,3.0,VMC,,3.0
20100121X82958,Incident,DCA10IA022,2010-01-19,"Charleston, WV",Non-Fatal,Minor,Airplane,N246PS,Bombardier,CL600,2.0,Turbo Fan,121,0.0,0.0,0.0,34.0,VMC,,34.0
20100129X00036,Incident,DCA10WA026,2010-01-19,"Padang, Indonesia",Non-Fatal,Substantial,Airplane,PK-LFM,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,209.0,,,209.0
20100203X01641,Accident,CEN10WA112,2010-01-20,"Schiphol, Netherlands (the)",,Substantial,Airplane,CS-DXR,Cessna,560,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100129X92638,Accident,DCA10WA025,2010-01-21,"Luxembourg, Luxembourg",Non-Fatal,Minor,Airplane,LX-OCV,Boeing,747,4.0,,NUSC,0.0,0.0,0.0,3.0,,,3.0
20100125X41838,Accident,ANC10FA014,2010-01-22,"Sand Point, AK",Fatal,Substantial,Airplane,N112AX,Beech,1900C,2.0,Turbo Prop,135,2.0,0.0,0.0,0.0,VMC,,2.0
20100126X35439,Accident,DCA10RA023,2010-01-25,"Beirut, Lebanon",Fatal,Destroyed,Airplane,ET-ANB,Boeing,737,2.0,,NUSC,90.0,0.0,0.0,0.0,IMC,,90.0
20100202X05446,Accident,ERA10LA128,2010-02-01,"Watertown, NY",Non-Fatal,Substantial,Airplane,N121PB,Cessna,402C,2.0,Reciprocating,135,0.0,0.0,0.0,7.0,VMC,,7.0
20100204X74536,Incident,ENG10RA014,2010-02-03,"Bangkok, Thailand, Thailand",,Minor,Airplane,HS-TGB,Boeing,747,4.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100212X25909,Accident,CEN10LA117,2010-02-04,"Amarillo, TX",Non-Fatal,Substantial,Airplane,N644EM,Mitsubishi,MU-2B-60,2.0,Turbo Prop,135,0.0,0.0,0.0,4.0,IMC,,4.0
20100315X23818,Incident,DCA10WA037,2010-02-08,"Peshawar, Pakistan",,Minor,Airplane,AP-BIK,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100216X20235,Accident,WPR10LA134,2010-02-13,"Santa Clarita, CA",Non-Fatal,,Airplane,N221WN,Boeing,737-7H4,2.0,Turbo Fan,121,0.0,1.0,1.0,83.0,VMC,,85.0
20100305X52436,Incident,DCA10WA035,2010-02-13,"SURABAYA, Indonesia",Non-Fatal,Minor,Airplane,PK-YTR,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,125.0,,,125.0
20100216X34257,Incident,WPR10IA135,2010-02-16,"Los Angeles, CA",Non-Fatal,Minor,Airplane,N226SW,Embraer,EMB-120ER,2.0,Turbo Prop,121,0.0,0.0,0.0,31.0,VMC,,31.0
20100223X45456,Accident,ANC10LA019,2010-02-17,"Kwigillingok, AK",Non-Fatal,Substantial,Airplane,N207DR,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,8.0,VMC,,8.0
20100909X73431,Incident,DCA10WA095,2010-02-17,"Las Palmas, Spain",,,Airplane,G-BYAI,Boeing,757,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100219X33356,Accident,WPR10LA141,2010-02-19,"Sacramento, CA",Non-Fatal,Substantial,Airplane,N892FE,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100222X84927,Accident,DCA10CA032,2010-02-19,"Anchorage, AK",Non-Fatal,Minor,Airplane,N173UA,Boeing,747,4.0,Turbo Fan,121,0.0,25.0,1.0,236.0,Unk,,262.0
20100330X53518,Incident,DCA10WA043,2010-02-21,"Bacelona, Spain",,,Airplane,G-CPET,Boeing,757 - 236,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100224X50823,Accident,CEN10LA127,2010-02-24,"Minneapolis, MN",Non-Fatal,Minor,Airplane,N132BA,Hawker Beechcraft Corp.,65-B80,2.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20100225X64107,Accident,ERA10WA153,2010-02-25,"Nazca, Peru",Fatal,Destroyed,Airplane,OB-1117,Cessna,U206F,1.0,,NUSC,7.0,0.0,0.0,0.0,VMC,,7.0
20111122X95137,Incident,DCA12WA015,2010-03-01,"Brussels, Belgium",Non-Fatal,Minor,Airplane,EIDYI,Boeing,737,,,NUSC,0.0,0.0,0.0,146.0,,,146.0
20100305X54655,Accident,DCA10WA036,2010-03-04,"Taipai, Taiwan (Province of China)",Non-Fatal,Substantial,Airplane,B-18723,Boeing,747,4.0,,129,0.0,0.0,0.0,3.0,,,3.0
20100310X51327,Accident,ANC10LA021,2010-03-05,"Nanwalek, AK",Non-Fatal,Substantial,Airplane,N734JM,Cessna,U206G,1.0,Reciprocating,135,0.0,0.0,0.0,2.0,VMC,,2.0
20100310X51115,Incident,ERA10IA170,2010-03-10,"Farmingdale, NY",Non-Fatal,Minor,Airplane,N155MM,Gulfstream American Corp.,G-1159A,2.0,Turbo Jet,135,0.0,0.0,0.0,5.0,VMC,,5.0
20100312X84023,Accident,ERA10CA174,2010-03-11,"Titusville, FL",Non-Fatal,,Airplane,N319NB,Airbus Industrie,A319-100,2.0,Turbo Fan,121,0.0,2.0,1.0,114.0,VMC,,117.0
20100315X12046,Incident,CEN10IA157,2010-03-13,"Chicago, IL",Non-Fatal,Minor,Airplane,N16561,Embraer,EMB-145LR,2.0,Turbo Fan,121,0.0,0.0,0.0,45.0,VMC,,45.0
20100316X13617,Accident,ANC10LA025,2010-03-15,"Kodiak, AK",Non-Fatal,Substantial,Airplane,N663SA,Britten-Norman,BN-2A-21,2.0,Reciprocating,135,0.0,1.0,2.0,0.0,VMC,,3.0
20100322X81354,Incident,DCA10WA041,2010-03-18,"Paris, France",,Minor,Airplane,HS-TGL,Boeing,747,4.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100317X00948,Incident,OPS10IA015,2010-03-20,"Phoenix, AZ",,,Airplane,N992FE,Cessna,208B,1.0,Turbo Prop,135,0.0,0.0,0.0,0.0,VMC,,0.0
20100323X42745,Incident,DCA10WA042,2010-03-23,", Hungary",Non-Fatal,,Airplane,N612FE,Mcdonnell Douglas,MD-11F,3.0,Turbo Fan,121,0.0,0.0,0.0,3.0,,,3.0
20100331X51222,Accident,ANC10FA029,2010-03-23,"Homer, AK",Non-Fatal,Substantial,Airplane,N522HA,Cessna,206,1.0,Reciprocating,135,0.0,2.0,0.0,1.0,VMC,,3.0
20110513X60749,Incident,DCA11WA056,2010-03-24,"Moncton, Canada",Non-Fatal,,Airplane,C-GCJZ,Boeing,727 - 200F,,,NUSC,0.0,0.0,0.0,3.0,,,3.0
20100330X00627,Incident,OPS10IA020,2010-03-27,"San Francisco, CA",Non-Fatal,,Airplane,N216UA,Boeing,777-222,2.0,Turbo Fan,121,0.0,0.0,0.0,268.0,,,268.0
20100329X53226,Accident,WPR10WA185,2010-03-28,"Northam, Australia, Australia",Fatal,Substantial,Airplane,VH-KDS,Piper,PA30,,,NUSC,2.0,0.0,0.0,0.0,,,2.0
20100405X40816,Accident,CEN10LA189,2010-04-03,"Runnells, IA",Non-Fatal,,Airplane,N869RW,Embraer,ERJ 170-100 SE,2.0,Turbo Fan,121,0.0,0.0,1.0,29.0,VMC,,30.0
20100405X33651,Accident,WPR10LA189,2010-04-04,"Honolulu, HI",Non-Fatal,Substantial,Airplane,N61384,Piper,PA-31-350,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100503X82523,Incident,ENG10IA026,2010-04-05,"Newark, NJ",Non-Fatal,Minor,Airplane,N535JB,Airbus,A320,2.0,Turbo Fan,121,0.0,0.0,0.0,140.0,,,140.0
20100423X01145,Accident,CEN10LA218,2010-04-06,"Bradley, IL",Non-Fatal,,Airplane,N437XJ,Saab-Scania,SAAB 340B,2.0,Turbo Prop,121,0.0,0.0,1.0,30.0,IMC,,31.0
20100412X21857,Accident,DCA10WA049,2010-04-08,"Paris, France",Non-Fatal,Substantial,Airplane,B-HOV,Boeing,747,4.0,,NUSC,0.0,0.0,0.0,326.0,,,326.0
20100410X34740,Accident,WPR10FA199,2010-04-10,"Los Angeles, CA",Non-Fatal,Substantial,Airplane,N624SW,Boeing,737-3H4,2.0,Turbo Fan,121,0.0,0.0,0.0,109.0,VMC,,109.0
20100414X04022,Incident,DCA10WA052,2010-04-13,"Keflavik, Iceland",Non-Fatal,,Airplane,N380AN,Boeing,767-323,2.0,Turbo Fan,121,0.0,5.0,0.0,140.0,,,145.0
20100414X90838,Accident,DCA10WA051,2010-04-13,"Manokwari, Indonesia",,Substantial,Airplane,PK-MDE,Boeing,737,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,IMC,,0.0
20100420X41112,Incident,ENG10RA024,2010-04-13,"Hong Kong, China",,,Airplane,B-HLL,Airbus,A330,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100414X92635,Accident,DCA10RA053,2010-04-14,"Monterrey, Mexico",Fatal,Destroyed,Airplane,XA-TUE,Airbus,A300B4-203,2.0,Turbo Fan,129,5.0,0.0,0.0,0.0,IMC,,5.0
20100423X02633,Accident,CEN10LA220,2010-04-17,"Chicago, IL",Non-Fatal,,Airplane,N461AA,Mcdonnell Douglas,DC-9-82(MD-82),2.0,Turbo Fan,121,0.0,0.0,1.0,83.0,,,84.0
20100423X01836,Incident,CEN10IA219,2010-04-18,"Kansas City, MO",Non-Fatal,,Airplane,N160GJ,Bombardier Inc,CL-600-2C10,2.0,Turbo Fan,121,0.0,0.0,0.0,70.0,VMC,,70.0
20100510X84105,Incident,OPS10IA155,2010-04-22,"Chicago, IL",,,Airplane,N806AE,Embraer,EMB-135KL,2.0,Turbo Jet,121,0.0,0.0,0.0,0.0,VMC,,0.0
20100526X45943,Accident,WPR10WA265,2010-04-25,"Nadi, Fiji",Non-Fatal,Substantial,Airplane,F-OIAN,Beech,200,2.0,,NUSC,0.0,0.0,0.0,4.0,VMC,,4.0
20100427X30038,Accident,ANC10LA032,2010-04-26,"King Cove, AK",Non-Fatal,Substantial,Airplane,N8305H,Piper,PA-32-301,1.0,Reciprocating,135,0.0,0.0,0.0,5.0,VMC,,5.0
20100503X92217,Incident,OPS10IA132,2010-04-28,"Houston, TX",Non-Fatal,,Airplane,N242WN,Boeing,737-7H4,2.0,Turbo Fan,121,0.0,0.0,0.0,140.0,VMC,,140.0
20100512X62223,Incident,OPS10IA163,2010-04-29,"Burbank, CA",,,Airplane,N953SW,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,VMC,,0.0
20100507X94749,Accident,CEN10LA240,2010-04-30,"Fort Dodge, IA",Non-Fatal,,Airplane,N320AA,Boeing,767,2.0,Turbo Fan,121,0.0,5.0,1.0,172.0,,,178.0
20100507X64708,Incident,DCA10WA055,2010-05-04,"Seoul, South Korea",Non-Fatal,Minor,Airplane,N749SA,Boeing,747-300 SERIES,4.0,Turbo Jet,121,0.0,0.0,0.0,3.0,VMC,,3.0
20100511X04841,Incident,DCA10WA058,2010-05-04,"Bogota, Colombia",,Minor,Airplane,HK4488,Fokker,F28,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100511X03836,Accident,DCA10WA057,2010-05-05,"Mitu, Colombia",Non-Fatal,Minor,Airplane,HK4536,Embraer,EMB145,2.0,,NUSC,0.0,0.0,0.0,41.0,,,41.0
20100507X70356,Incident,DCA10WA056,2010-05-07,"Sydney, Australia",Non-Fatal,Minor,Airplane,N128UA,Boeing,747-422,4.0,Turbo Fan,121,0.0,0.0,0.0,246.0,VMC,,246.0
20100514X05953,Incident,DCA10WA060,2010-05-08,"Vienna, Austria",,,Airplane,SE-RHX,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100512X53621,Accident,DCA10RA059,2010-05-12,"Tripoli, Libya",Fatal,Destroyed,Airplane,5A-ONG,Airbus,A330,,Turbo Fan,NUSC,103.0,0.0,1.0,0.0,,,104.0
20100517X92932,Incident,ENG10IA029,2010-05-17,"Chantilly, VA",Non-Fatal,Minor,Airplane,N510UA,Boeing,757,2.0,Turbo Fan,121,0.0,0.0,0.0,112.0,,,112.0
20100520X02527,Accident,DCA10CA061,2010-05-17,"Miami, FL",Non-Fatal,Substantial,Airplane,N498MC,Boeing,747,4.0,Turbo Fan,121,0.0,0.0,0.0,3.0,VMC,,3.0
20100525X02508,Incident,OPS10IA196,2010-05-21,"Anchorage, AK",Non-Fatal,,Airplane,N810AW,Airbus Industrie,A319-132,2.0,Turbo Jet,121,0.0,0.0,0.0,140.0,VMC,,140.0
20100522X50538,Accident,DCA10RA063,2010-05-22,"Manglaore, India",Fatal,Destroyed,Airplane,VT-AXV,Boeing,737,2.0,,NUSC,158.0,0.0,7.0,1.0,,,166.0
20100523X62317,Incident,WPR10IA256,2010-05-23,"Ontario, CA",Non-Fatal,Minor,Airplane,N925SW,Bombardier Inc,CL-600-2B19,2.0,Turbo Fan,121,0.0,0.0,0.0,27.0,VMC,,27.0
20100525X31845,Accident,DCA10FA064,2010-05-25,"Southern Tip of Greenland, Denmark",Non-Fatal,,Airplane,N794UA,Boeing,777,2.0,,121,0.0,0.0,2.0,209.0,VMC,,211.0
20100606X02721,Accident,ERA10LA299,2010-06-05,"Charlotte, NC",Non-Fatal,Minor,Airplane,N277AY,Airbus Industrie,A330-323,2.0,Turbo Fan,121,0.0,0.0,0.0,454.0,VMC,,454.0
20100628X25535,Incident,DCA10WA071,2010-06-06,"Amsterdam Schiphol IAP, Netherlands (the)",Non-Fatal,Minor,Airplane,CN-RMF,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,162.0,,,162.0
20100714X03542,Accident,DCA10WA074,2010-06-07,"Girona, Spain",Non-Fatal,,Airplane,EI-DAX,Boeing,737,,,NUSC,0.0,0.0,1.0,167.0,,,168.0
20100609X51932,Accident,ERA10LA307,2010-06-09,"Tampa, FL",Non-Fatal,Substantial,Airplane,N2263S,Cessna,210L,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100617X11958,Incident,ENG10WA036,2010-06-11,"Tokyo, Japan, Japan",,,Airplane,JA01KZ,Boeing,747-481F,4.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20101022X92907,Incident,ENG10WA059,2010-06-12,"Gatwick Airport, United Kingdom, United Kingdom",,,Airplane,GTCBA,Boeing,757,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100614X12305,Accident,CEN10RA319,2010-06-13,"Felipe Carrillo Puerto, Mexico",Fatal,Substantial,Airplane,XA-TWK,Cessna,208,1.0,Turbo Prop,NUSC,9.0,0.0,0.0,0.0,,,9.0
20100615X95126,Accident,DCA10WA068,2010-06-13,"Johannesburg, South Africa",Non-Fatal,Substantial,Airplane,ZS-ZOC,Swearingen,SA226,,,NUSC,0.0,0.0,0.0,16.0,,,16.0
20100617X91837,Incident,ENG10WA034,2010-06-15,"Boston, MA",,,Airplane,EI-DIP,Airbus,A330,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20100617X93422,Incident,ENG10WA035,2010-06-15,"Amsterdam, Netherlands, Netherlands (the)",Non-Fatal,Minor,Airplane,G-YMMP,Boeing,777,,,129,0.0,0.0,0.0,214.0,,,214.0
20100616X60229,Accident,DCA10RA069,2010-06-16,"Ottawa, Canada",Non-Fatal,Substantial,Airplane,N847HK,Embraer,EMB-145LR,2.0,Turbo Fan,121,0.0,3.0,0.0,33.0,,,36.0
20100617X02311,Incident,ENG10IA038,2010-06-16,"Athens, Greece",Non-Fatal,Minor,Airplane,N196DN,Boeing,767,2.0,,121,0.0,0.0,0.0,2.0,,,2.0
20100714X63624,Accident,DCA10CA075,2010-06-19,"New York, NY",Non-Fatal,Substantial,Airplane,N3730B,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,5.0,VMC,,5.0
20100623X20145,Accident,CEN10RA337,2010-06-23,"Quebec City, Canada",Fatal,Destroyed,Airplane,C-FGIN,Hawker Beechcraft Corp.,A100,2.0,Turbo Prop,NUSC,7.0,0.0,0.0,0.0,VMC,,7.0
20100701X93344,Accident,CEN10LA363,2010-06-28,"Pioneer, LA",Non-Fatal,,Airplane,N601DW,Embraer,EMB-145LR,2.0,Turbo Fan,121,0.0,3.0,2.0,40.0,IMC,,45.0
20100630X12540,Accident,ANC10LA056,2010-06-30,"Iliamna, AK",Non-Fatal,Substantial,Airplane,N4596U,Cessna,U206G,1.0,Reciprocating,135,0.0,1.0,0.0,5.0,VMC,,6.0
20100704X15412,Accident,CEN10MA367,2010-07-04,"Alpine, TX",Fatal,Substantial,Airplane,N31AS,Cessna,421B,2.0,Reciprocating,135,5.0,0.0,0.0,0.0,VMC,,5.0
20100712X73647,Accident,CEN10LA389,2010-07-09,"Houston, TX",Non-Fatal,Substantial,Airplane,N2157S,Cessna,210,1.0,Reciprocating,135,0.0,0.0,0.0,1.0,VMC,,1.0
20100719X80209,Accident,DCA10FA076,2010-07-15,"Pacific Ocean,",Non-Fatal,,Airplane,N184DN,Boeing,767,2.0,,121,0.0,0.0,1.0,201.0,VMC,,202.0
20100722X54018,Incident,DCA10WA078,2010-07-16,"London, United Kingdom",,,Airplane,G-CPES,Boeing,757 - 212,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
