Event.Id,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,Severity_Score,Fatality,extracted_value
20160531X92718,0.0,1.0,0.0,169.0,Boeing737,106.47058823529412,Non-Fatal,
20160614X04330,0.0,0.0,1.0,185.0,Boeing737,101.0752688172043,Non-Fatal,
20160627X21034,0.0,0.0,1.0,177.0,Boeing737,101.12359550561798,Non-Fatal,
20160707X02944,0.0,0.0,0.0,157.0,Boeing757,100.0,Non-Fatal,
20160805X44633,0.0,0.0,0.0,134.0,Boeing737,100.0,Non-Fatal,
20160811X81653,0.0,0.0,0.0,168.0,Boeing737,100.0,Non-Fatal,
20160822X94859,0.0,0.0,1.0,141.0,Boeing737,101.40845070422534,Non-Fatal,
20160827X31134,0.0,0.0,0.0,104.0,Boeing737,100.0,Non-Fatal,
20161011X51744,0.0,0.0,1.0,178.0,Boeing737,101.1173184357542,Non-Fatal,
20161027X90500,0.0,0.0,0.0,108.0,Boeing737,100.0,Non-Fatal,
20161027X20715,0.0,0.0,0.0,48.0,Boeing737,100.0,Non-Fatal,
20161028X72837,0.0,20.0,1.0,149.0,Boeing767,230.58823529411762,Non-Fatal,
20170419X83518,0.0,0.0,1.0,109.0,Boeing717,101.81818181818181,Non-Fatal,
20171012X93230,0.0,0.0,0.0,200.0,Boeing737,100.0,Non-Fatal,
20161208X45131,0.0,0.0,5.0,351.0,Boeing777,102.80898876404494,Non-Fatal,
20161216X60544,0.0,0.0,1.0,102.0,Boeing737,101.94174757281553,Non-Fatal,
20161227X90219,0.0,10.0,0.0,151.0,Boeing737,168.32298136645963,Non-Fatal,
20170111X53648,0.0,0.0,0.0,182.0,Boeing737,100.0,Non-Fatal,
20170222X74447,0.0,0.0,0.0,365.0,Boeing777,100.0,Non-Fatal,
20170224X03359,0.0,0.0,0.0,143.0,Boeing737,100.0,Non-Fatal,
20170301X74824,0.0,0.0,0.0,217.0,Boeing767,100.0,Non-Fatal,
20170328X20623,0.0,0.0,0.0,185.0,Boeing737,100.0,Non-Fatal,
20170424X40402,0.0,0.0,0.0,358.0,Boeing777,100.0,Non-Fatal,
20170523X12020,0.0,0.0,0.0,186.0,Boeing757,100.0,Non-Fatal,
20170530X51257,0.0,0.0,0.0,135.0,Boeing777,100.0,Non-Fatal,
20170608X90705,0.0,0.0,0.0,67.0,Boeing737,100.0,Non-Fatal,
20170607X22245,0.0,0.0,0.0,326.0,Boeing747,100.0,Non-Fatal,
20170615X11123,0.0,0.0,0.0,67.0,Boeing737,100.0,Non-Fatal,
20170720X54038,0.0,0.0,1.0,261.0,Boeing787,100.76335877862594,Non-Fatal,
20170814X24811,0.0,3.0,3.0,213.0,Boeing777,117.8082191780822,Non-Fatal,
20170810X12419,0.0,0.0,0.0,146.0,Boeing737,100.0,Non-Fatal,
20170810X65552,0.0,0.0,0.0,164.0,Boeing737,100.0,Non-Fatal,
20170814X31931,0.0,1.0,0.0,218.0,Boeing767,105.02283105022832,Non-Fatal,
20170816X35104,0.0,0.0,0.0,295.0,Boeing757,100.0,Non-Fatal,
20171012X92606,0.0,3.0,0.0,105.0,Boeing737,130.55555555555557,Non-Fatal,
20170907X71900,0.0,0.0,0.0,184.0,Boeing757,100.0,Non-Fatal,
20170913X72254,0.0,0.0,0.0,140.0,Boeing767,100.0,Non-Fatal,
20170925X90335,0.0,0.0,0.0,132.0,Boeing737,100.0,Non-Fatal,
20170921X31237,0.0,0.0,0.0,189.0,Boeing737,100.0,Non-Fatal,
20170925X95307,0.0,0.0,0.0,321.0,Boeing777,100.0,Non-Fatal,
20171005X44145,0.0,0.0,1.0,172.0,Boeing737,101.15606936416187,Non-Fatal,
20171003X20509,0.0,0.0,0.0,142.0,Boeing737,100.0,Non-Fatal,
20171003X23920,0.0,0.0,0.0,84.0,Boeing737,100.0,Non-Fatal,
20171127X21550,0.0,0.0,0.0,86.0,Boeing737,100.0,Non-Fatal,
20171211X03456,0.0,0.0,0.0,125.0,Boeing737,100.0,Non-Fatal,
20171201X14308,0.0,0.0,0.0,169.0,Boeing737,100.0,Non-Fatal,
20171201X35829,0.0,0.0,1.0,157.0,Boeing757,101.26582278481013,Non-Fatal,
20171219X15432,0.0,0.0,0.0,73.0,Boeing737,100.0,Non-Fatal,
20180205X00724,0.0,0.0,0.0,99.0,Boeing737,100.0,Non-Fatal,
20180213X95634,0.0,0.0,0.0,378.0,Boeing777,100.0,Non-Fatal,
20180416X93719,0.0,0.0,0.0,174.0,Boeing737,100.0,Non-Fatal,
20180412X60328,0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
20180423X34356,0.0,0.0,0.0,48.0,Boeing737,100.0,Non-Fatal,
20180417X23642,1.0,125.0,8.0,6.0,Boeing737,1110.7142857142858,Fatal-1,
20180423X20443,0.0,0.0,0.0,46.0,Boeing737,100.0,Non-Fatal,
20180423X42758,0.0,0.0,0.0,115.0,Boeing737,100.0,Non-Fatal,
20190501X01506,0.0,0.0,0.0,352.0,Boeing777,100.0,Non-Fatal,
20180507X44134,0.0,0.0,0.0,181.0,Boeing767,100.0,Non-Fatal,
20180507X00658,0.0,0.0,0.0,179.0,Boeing737,100.0,Non-Fatal,
20180519X00340,112.0,0.0,1.0,0.0,Boeing737,2480.530973451327,Fatal-112,
20180611X85348,0.0,7.0,1.0,261.0,Boeing777,129.36802973977694,Non-Fatal,
20180618X41609,0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
20180618X30834,0.0,1.0,1.0,290.0,Boeing787,104.45205479452055,Non-Fatal,
20180613X94510,0.0,0.0,0.0,106.0,Boeing737,100.0,Non-Fatal,
20180627X53405,0.0,0.0,0.0,157.0,Boeing737,100.0,Non-Fatal,
20180719X65328,0.0,0.0,0.0,142.0,Boeing737,100.0,Non-Fatal,
20180820X65029,0.0,0.0,0.0,71.0,Boeing737,100.0,Non-Fatal,
20180727X04921,0.0,0.0,0.0,250.0,Boeing767,100.0,Non-Fatal,
20180816X41010,0.0,0.0,0.0,181.0,Boeing757,100.0,Non-Fatal,
20180828X94249,0.0,0.0,0.0,177.0,Boeing757,100.0,Non-Fatal,
20180901X54734,0.0,6.0,0.0,166.0,Boeing737,138.37209302325581,Non-Fatal,
20180907X10419,0.0,0.0,1.0,112.0,Boeing757,101.76991150442478,Non-Fatal,
20181016X81128,0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
20181009X10416,0.0,0.0,1.0,176.0,Boeing757,101.12994350282484,Non-Fatal,
20181016X81715,0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
20180928X51314,1.0,11.0,4.0,31.0,Boeing737,425.531914893617,Fatal-1,
20181016X82658,0.0,1.0,0.0,179.0,Boeing737,106.11111111111111,Non-Fatal,
20190215X54426,0.0,0.0,0.0,116.0,Boeing747,100.0,Non-Fatal,
20181012X11804,0.0,0.0,1.0,121.0,Boeing737,101.63934426229508,Non-Fatal,
20181016X60635,0.0,0.0,1.0,142.0,Boeing737,101.3986013986014,Non-Fatal,
20181026X33829,0.0,0.0,0.0,207.0,Boeing787,100.0,Non-Fatal,
20181029X04746,188.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-188,
20210401102850,0.0,0.0,0.0,150.0,Boeing737,100.0,Non-Fatal,
20181126X95421,0.0,0.0,0.0,127.0,Boeing737,100.0,Non-Fatal,
20181206X53303,0.0,0.0,1.0,146.0,Boeing737,101.36054421768708,Non-Fatal,
20181206X81036,0.0,2.0,1.0,92.0,Boeing767,125.26315789473684,Non-Fatal,
20181206X45642,0.0,0.0,0.0,117.0,Boeing737,100.0,Non-Fatal,
20210310102738,0.0,0.0,0.0,119.0,Boeing737,100.0,Non-Fatal,
20190305X42937,0.0,0.0,1.0,220.0,Boeing787,100.90497737556561,Non-Fatal,
20190205X55712,0.0,1.0,1.0,117.0,Boeing737,110.92436974789916,Non-Fatal,
20190215X60107,0.0,1.0,0.0,185.0,Boeing737,105.91397849462365,Non-Fatal,
20190306X80709,0.0,1.0,1.0,143.0,Boeing737,108.9655172413793,Non-Fatal,
20190222X84313,0.0,0.0,0.0,181.0,Boeing737,100.0,Non-Fatal,
20190301X50148,0.0,1.0,1.0,217.0,Boeing777,105.93607305936072,Non-Fatal,
20190310X63916,157.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-157,
20190311X61805,0.0,0.0,0.0,406.0,Boeing737,100.0,Non-Fatal,
20190412X45210,0.0,0.0,1.0,107.0,Boeing737,101.85185185185186,Non-Fatal,
20190503X04736,0.0,0.0,0.0,104.0,Boeing767,100.0,Non-Fatal,
20200519X93321,0.0,0.0,1.0,185.0,Boeing737,101.0752688172043,Non-Fatal,
20190504X04947,0.0,1.0,0.0,142.0,Boeing737,107.6923076923077,Non-Fatal,
20190624X73537,0.0,0.0,1.0,82.0,Boeing737,102.40963855421687,Non-Fatal,
20190528X32306,0.0,1.0,1.0,126.0,Boeing737,110.15625,Non-Fatal,
20190605X85919,0.0,0.0,0.0,163.0,Boeing787,100.0,Non-Fatal,
20190627X10605,0.0,0.0,0.0,113.0,Boeing737,100.0,Non-Fatal,
20190625X53513,0.0,0.0,0.0,122.0,Boeing737,100.0,Non-Fatal,
20190806X82223,0.0,0.0,0.0,272.0,Boeing777,100.0,Non-Fatal,
20190718X15108,0.0,0.0,0.0,156.0,Boeing737,100.0,Non-Fatal,
20190805X55405,0.0,1.0,1.0,216.0,Boeing767,105.96330275229357,Non-Fatal,
20190813X51350,0.0,0.0,0.0,99.0,Boeing737,100.0,Non-Fatal,
20190814X63051,0.0,0.0,0.0,298.0,Boeing787,100.0,Non-Fatal,
20190819X55827,0.0,1.0,0.0,158.0,Boeing767,106.91823899371069,Non-Fatal,
20190822X91454,0.0,1.0,1.0,223.0,Boeing787,105.77777777777777,Non-Fatal,
20190819X52614,0.0,0.0,0.0,159.0,Boeing757,100.0,Non-Fatal,
20190917X82433,0.0,0.0,0.0,133.0,Boeing737,100.0,Non-Fatal,
20191010X33637,0.0,0.0,0.0,102.0,Boeing767,100.0,Non-Fatal,
20191125X34226,0.0,0.0,0.0,93.0,Boeing737,100.0,Non-Fatal,
20191227X84547,0.0,0.0,1.0,184.0,Boeing737,101.08108108108107,Non-Fatal,
20200107X35017,0.0,0.0,0.0,178.0,Boeing737,100.0,Non-Fatal,
20200121X51136,0.0,0.0,0.0,178.0,Boeing737,100.0,Non-Fatal,
20200108X01007,176.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-176,
20200109X21704,0.0,0.0,0.0,121.0,Boeing737,100.0,Non-Fatal,
20200114X40358,0.0,0.0,1.0,173.0,Boeing737,101.14942528735634,Non-Fatal,
20200205X32547,3.0,161.0,19.0,0.0,Boeing737,1127.8688524590164,Fatal-3,
20200210X02215,0.0,0.0,0.0,194.0,Boeing757,100.0,Non-Fatal,
20200210X83657,0.0,0.0,0.0,100.0,Boeing737,100.0,Non-Fatal,
20200225X23418,0.0,2.0,1.0,84.0,Boeing737,127.58620689655173,Non-Fatal,
20200312X91006,0.0,0.0,0.0,181.0,Boeing767,100.0,Non-Fatal,
20200321X14202,0.0,0.0,0.0,127.0,Boeing757,100.0,Non-Fatal,
20200521X63755,0.0,0.0,0.0,95.0,Boeing737,100.0,Non-Fatal,
20200728X34409,0.0,0.0,1.0,116.0,Boeing737,101.7094017094017,Non-Fatal,
20200828X12131,0.0,0.0,0.0,66.0,Boeing767,100.0,Non-Fatal,
20200831X31013,0.0,0.0,0.0,76.0,Boeing737,100.0,Non-Fatal,
20201109102250,0.0,0.0,1.0,251.0,Boeing777,100.79365079365078,Non-Fatal,
20201231102479,0.0,0.0,0.0,129.0,Boeing737,100.0,Non-Fatal,
20210203102591,0.0,0.0,0.0,160.0,Boeing737,100.0,Non-Fatal,
20210109102507,62.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-62,
20210125102548,0.0,0.0,1.0,63.0,Boeing777,103.125,Non-Fatal,
20210220102652,0.0,0.0,0.0,239.0,Boeing777,100.0,Non-Fatal,
20210222102654,0.0,0.0,0.0,137.0,Boeing737,100.0,Non-Fatal,
20210316102768,0.0,0.0,1.0,261.0,Boeing777,100.76335877862594,Non-Fatal,
20210601103174,0.0,0.0,0.0,65.0,Boeing737,100.0,Non-Fatal,
20210528103161,0.0,0.0,0.0,455.0,Boeing777,100.0,Non-Fatal,
20210524103134,0.0,0.0,0.0,214.0,Boeing737,100.0,Non-Fatal,
20210529103164,0.0,0.0,0.0,166.0,Boeing737,100.0,Non-Fatal,
20210603103206,0.0,0.0,1.0,237.0,Boeing767,100.84033613445378,Non-Fatal,
20210614103256,0.0,1.0,2.0,111.0,Boeing737,113.1578947368421,Non-Fatal,
20210616103275,0.0,0.0,0.0,77.0,Boeing737,100.0,Non-Fatal,
20210730103590,0.0,1.0,1.0,184.0,Boeing737,106.98924731182795,Non-Fatal,
20210825103753,0.0,3.0,1.0,130.0,Boeing737,126.11940298507463,Non-Fatal,
20211001104015,0.0,0.0,0.0,172.0,Boeing757,100.0,Non-Fatal,
20211025104153,0.0,0.0,1.0,111.0,Boeing737,101.78571428571428,Non-Fatal,
20211109104223,0.0,0.0,0.0,276.0,Boeing787,100.0,Non-Fatal,
20211108104217,0.0,0.0,0.0,159.0,Boeing787,100.0,Non-Fatal,
20211129104327,0.0,0.0,0.0,206.0,Boeing767,100.0,Non-Fatal,
20220113104525,0.0,0.0,0.0,199.0,Boeing787,100.0,Non-Fatal,
20220127104561,0.0,0.0,0.0,51.0,Boeing737,100.0,Non-Fatal,
20220204104596,0.0,0.0,0.0,56.0,Boeing737,100.0,Non-Fatal,
20220217104662,0.0,0.0,0.0,163.0,Boeing737,100.0,Non-Fatal,
20220309104748,0.0,0.0,0.0,115.0,Boeing737,100.0,Non-Fatal,
20220314104779,0.0,0.0,0.0,141.0,Boeing737,100.0,Non-Fatal,
20220310104758,0.0,0.0,0.0,177.0,Boeing737,100.0,Non-Fatal,
20220321104807,132.0,0.0,0.0,0.0,Boeing737,2500.0,Fatal-132,
20220408104914,0.0,0.0,0.0,126.0,Boeing767,100.0,Non-Fatal,
20220511105061,0.0,0.0,0.0,154.0,Boeing737,100.0,Non-Fatal,
20220515105077,0.0,0.0,0.0,173.0,Boeing737,100.0,Non-Fatal,
20220623105307,0.0,1.0,0.0,66.0,Boeing737,116.4179104477612,Non-Fatal,
20220830105828,0.0,6.0,1.0,121.0,Boeing787,153.125,Non-Fatal,
20220623105316,0.0,0.0,0.0,183.0,Boeing777,100.0,Non-Fatal,
20220622105303,0.0,0.0,0.0,174.0,Boeing737,100.0,Non-Fatal,
20220627105355,0.0,0.0,0.0,195.0,Boeing800,100.0,Non-Fatal,
20220627105356,0.0,0.0,0.0,134.0,Boeing800,100.0,Non-Fatal,
20220718105497,0.0,0.0,1.0,141.0,Boeing737,101.40845070422534,Non-Fatal,
20220719105521,0.0,0.0,1.0,132.0,Boeing737,101.50375939849626,Non-Fatal,
20220731105625,0.0,0.0,0.0,175.0,Boeing737,100.0,Non-Fatal,
20220825105801,0.0,0.0,1.0,169.0,Boeing737,101.17647058823529,Non-Fatal,
20220901105843,0.0,0.0,1.0,101.0,Boeing717,101.96078431372548,Non-Fatal,
20221003106034,0.0,0.0,0.0,368.0,Boeing777,100.0,Non-Fatal,
20221011106104,0.0,1.0,0.0,105.0,Boeing737,110.37735849056605,Non-Fatal,
20221114106279,0.0,0.0,1.0,147.0,Boeing737,101.35135135135135,Non-Fatal,
20070501X00494,0.0,0.0,0.0,52.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20070627X00819,0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20080118X00073,0.0,0.0,0.0,61.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20080222X00229,0.0,0.0,0.0,43.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20080506X00598,0.0,0.0,0.0,80.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20080720X01081,0.0,0.0,0.0,112.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20080922X01509,0.0,0.0,0.0,63.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20090213X13613,49.0,0.0,0.0,0.0,Bombardier-DHC8-402,2500.0,Fatal-49,Bombardier
20090806X31035,0.0,0.0,0.0,66.0,Bombardier-DHC8-202,100.0,Non-Fatal,Bombardier
20100423X01836,0.0,0.0,0.0,70.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20101006X00507,0.0,0.0,1.0,52.0,Bombardier-CL600,103.77358490566037,Non-Fatal,Bombardier
20101019X33258,0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20101103X34855,0.0,0.0,0.0,41.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20101108X84714,0.0,0.0,0.0,77.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
20101124X20432,0.0,0.0,0.0,69.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20110317X14552,0.0,0.0,0.0,40.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
20110407X95823,0.0,0.0,0.0,49.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20110518X94643,0.0,0.0,0.0,63.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20110607X73034,0.0,0.0,1.0,88.0,Bombardier-CL600,102.24719101123596,Non-Fatal,Bombardier
20110607X83931,0.0,0.0,0.0,44.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20110715X40120,0.0,0.0,0.0,291.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20110902X54326,0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20120207X34555,0.0,0.0,0.0,52.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20120719X94744,0.0,0.0,1.0,56.0,Bombardier-CL600,103.50877192982458,Non-Fatal,Bombardier
20130314X15433,0.0,0.0,0.0,53.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20130220X32821,0.0,1.0,0.0,39.0,Bombardier-CL600,127.49999999999999,Non-Fatal,Bombardier
20130312X23544,0.0,0.0,0.0,51.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
20130509X82017,0.0,0.0,0.0,55.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20130930X75500,0.0,2.0,1.0,58.0,Bombardier-DHC8-402,139.34426229508196,Non-Fatal,Bombardier
20140814X52213,0.0,0.0,0.0,80.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20150314X74553,0.0,0.0,0.0,41.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20150506X41316,0.0,0.0,0.0,79.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20150611X74851,0.0,4.0,1.0,75.0,Bombardier-CL600,157.5,Non-Fatal,Bombardier
20161208X21155,0.0,0.0,0.0,73.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170124X45041,0.0,0.0,0.0,51.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170222X80758,0.0,0.0,1.0,52.0,Bombardier-DHC8-311,103.77358490566037,Non-Fatal,Bombardier
20170216X44213,0.0,0.0,0.0,48.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170612X10422,0.0,0.0,0.0,64.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170712X12448,0.0,0.0,0.0,59.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170824X42626,0.0,9.0,2.0,63.0,Bombardier-CL600,239.18918918918922,Non-Fatal,Bombardier
20180116X12236,0.0,0.0,0.0,46.0,Bombardier-DHC8-402,100.0,Non-Fatal,Bombardier
20180503X92154,0.0,0.0,0.0,276.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20190311X35306,0.0,1.0,0.0,130.0,Bombardier-CL600,108.3969465648855,Non-Fatal,Bombardier
20200603X55158,0.0,0.0,0.0,114.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20200207X52205,0.0,22.0,1.0,51.0,Bombardier-CL600,429.72972972972974,Non-Fatal,Bombardier
20201119102304,0.0,0.0,1.0,60.0,Bombardier-CL600,103.27868852459017,Non-Fatal,Bombardier
20210317102773,0.0,0.0,1.0,65.0,Bombardier-CL600,103.03030303030303,Non-Fatal,Bombardier
20210921103922,0.0,0.0,0.0,51.0,Bombardier-CL600,100.0,Non-Fatal,Bombardier
20170710X52551,0.0,0.0,1.0,44.0,McdonnellDouglas:DC-9,104.44444444444446,Non-Fatal,
20020917X01909,2.0,4.0,24.0,182.0,McdonnellDouglas:DC-10,166.03773584905662,Fatal-2,
20020917X01910,0.0,1.0,0.0,154.0,McdonnellDouglas:DC-10,107.0967741935484,Non-Fatal,
20020917X02338,0.0,0.0,0.0,68.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20020917X02737,0.0,1.0,0.0,56.0,McdonnellDouglas:DC-9,119.29824561403508,Non-Fatal,
20020917X03653,0.0,0.0,25.0,113.0,McdonnellDouglas:DC-10,136.23188405797103,Non-Fatal,
20020917X03237,0.0,0.0,17.0,129.0,McdonnellDouglas:DC-8,123.28767123287672,Non-Fatal,
20020917X04018,0.0,1.0,1.0,109.0,McdonnellDouglas:DC-8,111.7117117117117,Non-Fatal,
20020917X04180,0.0,0.0,0.0,84.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20020917X03515,0.0,7.0,19.0,142.0,McdonnellDouglas:DC-10,168.45238095238096,Non-Fatal,
20020917X03729,0.0,0.0,0.0,393.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20020917X04495,0.0,0.0,0.0,65.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20020917X04534,0.0,0.0,0.0,136.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20020917X04437,0.0,0.0,0.0,51.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20020917X04671,0.0,0.0,14.0,203.0,McdonnellDouglas:DC-10,112.90322580645163,Non-Fatal,
20001214X44248,0.0,0.0,0.0,289.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20001213X33489,0.0,0.0,0.0,69.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20001208X06203,2.0,2.0,3.0,137.0,McdonnellDouglas:MD-80,152.77777777777777,Fatal-2,
20001208X07016,0.0,0.0,0.0,282.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
20001208X08313,0.0,0.0,0.0,75.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20001208X09165,0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20001211X09657,0.0,0.0,0.0,253.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20001211X10281,0.0,0.0,0.0,173.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20001212X19473,0.0,0.0,0.0,191.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
20001212X19469,0.0,0.0,200.0,117.0,McdonnellDouglas:MD-11,226.18296529968455,Non-Fatal,
20001212X20221,18.0,10.0,47.0,261.0,McdonnellDouglas:DC-10,289.2857142857143,Fatal-18,
20001212X20969,0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20001212X22138,0.0,2.0,5.0,197.0,McdonnellDouglas:DC-10,115.68627450980394,Non-Fatal,
20010226X00510,0.0,0.0,0.0,135.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20020125X00135,0.0,1.0,0.0,74.0,McdonnellDouglas:DC-9,114.66666666666667,Non-Fatal,
20020621X00955,0.0,0.0,0.0,123.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20030910X01507,0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20051213X01965,0.0,1.0,7.0,137.0,McdonnellDouglas:DC-9,117.24137931034481,Non-Fatal,
20060330X00368,0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081219X65333,0.0,0.0,0.0,253.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
20070510X00542,0.0,0.0,0.0,306.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20070601X00676,0.0,0.0,0.0,99.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20070705X00879,0.0,0.0,0.0,501.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20071005X01522,0.0,0.0,0.0,143.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20080107X00024,0.0,2.0,0.0,112.0,McdonnellDouglas:MD-80,119.29824561403508,Non-Fatal,
20080228X00243,0.0,0.0,0.0,148.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20080422X00526,3.0,0.0,40.0,51.0,McdonnellDouglas:DC-9,261.7021276595745,Fatal-3,
20080723X01111,0.0,4.0,1.0,157.0,McdonnellDouglas:DC-10,128.39506172839506,Non-Fatal,
20080808X01189,0.0,0.0,0.0,51.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081216X41655,0.0,0.0,0.0,57.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20081215X14936,0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081229X80551,0.0,0.0,0.0,129.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20090306X81752,0.0,0.0,0.0,162.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20090414X52749,0.0,0.0,0.0,71.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20090401X82602,0.0,0.0,1.0,136.0,McdonnellDouglas:MD-80,101.45985401459853,Non-Fatal,
20090604X25647,0.0,0.0,0.0,324.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20091102X82140,0.0,0.0,0.0,70.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20100423X02633,0.0,0.0,1.0,83.0,McdonnellDouglas:MD-80,102.38095238095238,Non-Fatal,
20100720X43639,0.0,0.0,0.0,111.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20110628X11855,0.0,0.0,1.0,126.0,McdonnellDouglas:MD-80,101.5748031496063,Non-Fatal,
20111018X03714,0.0,0.0,0.0,81.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20120831X52443,0.0,0.0,0.0,147.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20130614X14844,0.0,0.0,0.0,156.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20140203X35450,0.0,0.0,0.0,144.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20140515X92350,0.0,0.0,0.0,166.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20150305X42958,0.0,0.0,0.0,132.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20150608X90730,0.0,7.0,1.0,137.0,McdonnellDouglas:MD-80,154.48275862068965,Non-Fatal,
20160126X75122,0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20170308X73155,0.0,1.0,0.0,115.0,McdonnellDouglas:MD-80,109.48275862068965,Non-Fatal,
20170317X92137,0.0,0.0,1.0,106.0,McdonnellDouglas:MD-80,101.86915887850468,Non-Fatal,
20170320X74630,0.0,0.0,0.0,163.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20170911X34051,0.0,0.0,1.0,142.0,McdonnellDouglas:MD-90,101.3986013986014,Non-Fatal,
20171212X00211,0.0,0.0,0.0,61.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20180420X04304,0.0,0.0,0.0,101.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20180618X44832,0.0,0.0,0.0,177.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
