Event.Id,Accident.Number,Event.Date,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,City,Region,Latitude,Longitude,Make:Model,Severity_Score,New.Severity.Score,Fatality
20100720X43639,ENG10IA041,7/18/10,2.0,Turbo Fan,0,0,0,111,111,Atlanta,Georgia,33.7628,-84.422,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20100824X84240,DCA10WA086,7/22/10,2.0,,0,0,0,96,96,Taipei,Taiwan,25.032964,121.565427,Boeing737,100.0,100.0,Non-Fatal
20100803X33417,DCA10WA081,7/28/10,2.0,Turbo Fan,157,0,0,0,157,Islamabad,Pakistan,33.68442,73.047885,Airbus321,2500.0,400.0,Fatal-157
20100806X53016,DCA10IA082,8/4/10,2.0,Turbo Fan,0,6,0,184,190,Chicago,Illinois,41.8375,-87.6866,Boeing767,134.73684210526315,106.3157894736842,Non-Fatal
20100809X75512,DCA10LA083,8/9/10,,Turbo Jet,0,0,1,73,74,Summit,Mississippi,40.7154,-74.3647,Embraer-ERJ170,102.7027027027027,101.35135135135135,Non-Fatal
20100811X20501,WPR10LA395,8/10/10,2.0,Turbo Fan,0,0,0,50,50,Salt Lake City,Utah,40.7776,-111.9311,Embraer-EMB145,100.0,100.0,Non-Fatal
20100816X82039,DCA10RA085,8/16/10,2.0,Turbo Fan,1,67,17,42,127,San Andres Island,Colombia,12.576855,-81.705052,Boeing737,725.9842519685039,221.25984251968504,Fatal-1
20100901X01739,DCA10FA090,8/17/10,2.0,,0,0,1,193,194,Dulles,Virginia,38.963911,-77.449627,Boeing767,101.03092783505154,100.51546391752578,Non-Fatal
20100825X10814,DCA10WA087,8/24/10,,Turbo Fan,42,47,7,0,96,Yichun,China,27.81443,114.41612,Embraer-ERJ190,1703.125,336.45833333333337,Fatal-42
20100827X20401,WPR10IA430,8/26/10,2.0,Turbo Fan,0,7,0,84,91,Sacramento,California,38.5677,-121.4685,Airbus320,184.6153846153846,115.38461538461537,Non-Fatal
20100908X20427,OPS10IA538,9/4/10,2.0,Turbo Fan,0,0,0,133,133,Los Angeles,California,34.1141,-118.4068,Boeing737,100.0,100.0,Non-Fatal
20100916X50512,OPS10IA574,9/16/10,2.0,Turbo Fan,0,0,0,190,190,Minneapolis,Minnesota,44.9635,-93.2678,Airbus320,100.0,100.0,Non-Fatal
20111031X44724,ENG12RA005,9/24/10,,,0,35,0,95,130,Palermo,Italy,38.115692,13.361486,Airbus319,396.1538461538462,153.84615384615387,Non-Fatal
20101004X00504,DCA11WA001,10/2/10,,,0,0,0,173,173,Amsterdam,Netherlands,42.942,-74.1906,Boeing737,100.0,100.0,Non-Fatal
20101006X00507,ERA11CA010,10/4/10,2.0,Turbo Fan,0,0,1,52,53,New York,New York,40.6943,-73.9249,Bombardier-CL600,103.77358490566036,101.88679245283019,Non-Fatal
20101019X33258,WPR11IA019,10/18/10,2.0,Turbo Fan,0,0,0,53,53,Phoenix,Arizona,33.5722,-112.0892,Bombardier-CL600,100.0,100.0,Non-Fatal
20101027X04916,DCA11FA004,10/27/10,2.0,Turbo Fan,0,0,0,160,160,Miami,Florida,25.784,-80.2101,Boeing757,100.0,100.0,Non-Fatal
20101031X30917,ERA11LA044,10/29/10,2.0,Turbo Fan,0,0,0,142,142,Fort Lauderdale,Florida,26.1412,-80.1464,Boeing737,100.0,100.0,Non-Fatal
20101103X34855,ERA11CA046,11/2/10,2.0,Turbo Fan,0,0,0,41,41,Pittsburgh,Pennsylvania,40.4397,-79.9763,Bombardier-CL600,100.0,100.0,Non-Fatal
20101108X84714,WPR11LA042,11/8/10,2.0,Turbo Prop,0,0,0,77,77,Los Angeles,California,34.1141,-118.4068,Bombardier-DHC8-402,100.0,100.0,Non-Fatal
20101116X51712,CEN11LA072,11/15/10,2.0,Turbo Fan,0,0,0,80,80,Minneapolis,Minnesota,44.9635,-93.2678,Embraer-ERJ170,100.0,100.0,Non-Fatal
20101203X60119,CEN11LA092,11/23/10,2.0,Turbo Fan,0,0,1,48,49,Madison,Wisconsin,43.0822,-89.393,Embraer-EMB145,104.08163265306123,102.04081632653062,Non-Fatal
20101124X20432,WPR11LA058,11/24/10,2.0,Turbo Fan,0,0,0,69,69,Salt Lake City,Utah,40.7776,-111.9311,Bombardier-CL600,100.0,100.0,Non-Fatal
20101206X61618,DCA11WA010,12/1/10,2.0,Turbo Fan,0,0,0,111,111,Montreal,Canada,46.4312,-90.2382,Boeing737,100.0,100.0,Non-Fatal
20101203X90900,WPR11LA071,12/3/10,2.0,Turbo Fan,0,2,1,181,184,Pago Pago,American Samoa,-14.273273,-170.703058,Boeing767,113.04347826086956,102.71739130434783,Non-Fatal
20101208X01208,ENG11WA006,12/6/10,2.0,Turbo Fan,0,0,0,137,137,Lisbon,Portugal,44.0289,-70.1076,Boeing777,100.0,100.0,Non-Fatal
20110113X40141,DCA11WA017,12/8/10,,,0,0,0,125,125,Brasilia,Brazil,-15.797515,-47.891887,Boeing737,100.0,100.0,Non-Fatal
20101210X92343,OPS11IA173,12/9/10,2.0,Turbo Jet,0,0,0,92,92,Covington,Kentucky,39.0334,-84.5166,Boeing737,100.0,100.0,Non-Fatal
20110113X40638,DCA11WA018,12/13/10,2.0,,0,0,0,132,132,Rio De Janiero,Brazil,-22.906847,-43.172896,Boeing737,100.0,100.0,Non-Fatal
20101220X14621,DCA11CA014,12/18/10,2.0,Turbo Fan,0,0,0,222,222,Philadelphia,Pennsylvania,40.0077,-75.1339,Boeing737,100.0,100.0,Non-Fatal
20110105X33913,ENG11IA011,12/25/10,2.0,Turbo Fan,0,0,0,122,122,San Francisco,California,37.7558,-122.4449,Boeing737,100.0,100.0,Non-Fatal
20101229X22154,DCA11IA015,12/29/10,2.0,Turbo Fan,0,0,0,185,185,Jackson Hole,Wyoming,43.612255,-110.705429,Boeing757,100.0,100.0,Non-Fatal
20110502X93814,DCA11FA050,1/3/11,2.0,Turbo Fan,0,0,0,165,165,Los Angeles,California,34.1141,-118.4068,Boeing737,100.0,100.0,Non-Fatal
20110214X93523,DCA11WA026,1/14/11,2.0,,0,8,7,88,103,Atlantic Ocean,Canada,53.650422,-50.485854,Boeing767,199.02912621359224,122.33009708737863,Non-Fatal
20110218X13630,WPR11LA139,2/10/11,2.0,Turbo Jet,0,6,1,243,250,Ni'ihau,Hawaii,21.892143,-160.157488,Boeing767,127.2,105.2,Non-Fatal
20110222X14949,DCA11WA028,2/14/11,2.0,,0,0,0,216,216,Pekanbaru,Indonesia,0.507068,101.447779,Boeing737,100.0,100.0,Non-Fatal
20110222X15822,DCA11WA029,2/15/11,2.0,,0,0,0,226,226,Pekanbaru,Indonesia,0.507068,101.447779,Boeing737,100.0,100.0,Non-Fatal
20110317X95254,DCA11WA033,2/16/11,,,0,0,0,278,278,Madinah,Saudi Arabia,24.524654,39.569184,Boeing747,100.0,100.0,Non-Fatal
20110219X32035,ERA11CA152,2/19/11,2.0,Turbo Fan,0,1,1,117,119,North Fayston,Vermont,44.242002,-72.838173,Airbus320,110.92436974789916,102.52100840336134,Non-Fatal
20110222X20316,CEN11IA198,2/21/11,2.0,Turbo Fan,0,0,0,145,145,Southlake,Texas,32.9545,-97.1503,Boeing737,100.0,100.0,Non-Fatal
20110919X53553,ENG11WA049,2/21/11,2.0,,0,0,0,110,110,Casablanca,Morocco,33.589789,-7.519927,Boeing737,100.0,100.0,Non-Fatal
20110329X33129,DCA11CA036,2/25/11,2.0,Turbo Fan,0,0,1,92,93,New York,New York,40.6943,-73.9249,Embraer-ERJ190,102.1505376344086,101.0752688172043,Non-Fatal
20110228X54428,WPR11LA149,2/28/11,2.0,Turbo Fan,0,1,1,188,190,Naches,Washington,46.7258,-120.6909,Boeing757,106.84210526315788,101.57894736842105,Non-Fatal
20110324X53002,OPS11IA410,3/11/11,2.0,Turbo Fan,0,0,0,130,130,Atlanta,Georgia,33.7628,-84.422,Boeing757,100.0,100.0,Non-Fatal
20110317X14552,ENG11IA021,3/17/11,2.0,Turbo Prop,0,0,0,40,40,Pittsburgh,Pennsylvania,40.4397,-79.9763,Bombardier-DHC8-402,100.0,100.0,Non-Fatal
20110318X05118,CEN11IA234,3/18/11,2.0,Turbo Fan,0,0,0,46,46,Akron,Ohio,41.0798,-81.5219,Embraer-EMB145,100.0,100.0,Non-Fatal
20110328X80923,CEN11LA250,3/26/11,2.0,Turbo Fan,0,0,1,51,52,Kansas City,Missouri,39.1238,-94.5541,Embraer-EMB145,103.84615384615384,101.92307692307692,Non-Fatal
20110330X05145,OPS11IA428,3/27/11,2.0,Turbo Fan,0,0,0,145,145,Orlando,Florida,28.4773,-81.337,Boeing737,100.0,100.0,Non-Fatal
20110401X24330,DCA11MA039,4/1/11,2.0,Turbo Fan,0,2,0,120,122,Yuma,Arizona,32.5995,-114.5491,Boeing737,118.0327868852459,103.27868852459017,Non-Fatal
20110407X95823,DCA11FA072,4/2/11,2.0,Turbo Fan,0,0,0,49,49,Phoenix,Arizona,33.5722,-112.0892,Bombardier-CL600,100.0,100.0,Non-Fatal
20110406X54825,CEN11IA270,4/3/11,2.0,Turbo Jet,0,0,0,47,47,Dubuque,Iowa,42.5002,-90.707,Embraer-EMB135KL,100.0,100.0,Non-Fatal
20110404X21934,DCA11IA040,4/4/11,2.0,Turbo Fan,0,0,0,109,109,New Orleans,Louisiana,30.0687,-89.9288,Airbus320,100.0,100.0,Non-Fatal
20110407X41107,DCA11WA041,4/4/11,2.0,,0,0,0,83,83,Bucharest,Romania,44.426767,26.102538,Boeing737,100.0,100.0,Non-Fatal
20110408X50236,DCA11WA042,4/7/11,2.0,,0,0,0,86,86,Hamburg,Germany,40.5561,-75.9825,Boeing737,100.0,100.0,Non-Fatal
20110411X70103,DCA11WA043,4/10/11,,,0,0,0,361,361,Paris,France,33.6688,-95.546,Boeing777,100.0,100.0,Non-Fatal
20110418X12310,WPR11LA203,4/11/11,2.0,Turbo Fan,0,2,2,227,231,Pacific Ocean,,-8.783195,-124.508523,Boeing777,111.25541125541125,102.59740259740259,Non-Fatal
20110412X23201,DCA11LA045,4/12/11,4.0,Turbo Fan,0,0,0,576,576,Jamaica,New York,41.8454,-94.307,Airbus380,100.0,100.0,Non-Fatal
20110417X11718,ERA11CA247,4/17/11,2.0,Turbo Fan,0,0,1,185,186,Cheltenham,Maryland,38.734424,-76.827666,Boeing757,101.0752688172043,100.53763440860214,Non-Fatal
20110426X03427,ERA11LA266,4/25/11,2.0,Turbo Fan,0,0,1,275,276,New York,New York,40.6943,-73.9249,Airbus330,100.72463768115942,100.36231884057972,Non-Fatal
20110426X53639,DCA11IA047,4/26/11,2.0,Turbo Fan,0,0,0,139,139,Chicago,Illinois,41.8375,-87.6866,Boeing737,100.0,100.0,Non-Fatal
20110510X01046,DCA11FA053,5/9/11,2.0,Turbo Fan,0,0,1,124,125,Chillicothe,Missouri,39.3393,-82.9939,Airbus319,101.6,100.8,Non-Fatal
20110513X41407,ERA11CA296,5/12/11,2.0,Turbo Fan,0,0,0,298,298,Atlanta,Georgia,33.7628,-84.422,Boeing737,100.0,100.0,Non-Fatal
20110525X44500,DCA11WA061,5/12/11,2.0,,0,0,0,101,101,Tao-yuan,Taiwan,24.993628,121.30098,Boeing90,100.0,100.0,Non-Fatal
20110518X94643,OPS11IA552,5/16/11,2.0,Turbo Fan,0,0,0,63,63,Chicago,Illinois,41.8375,-87.6866,Bombardier-CL600,100.0,100.0,Non-Fatal
20110525X45514,DCA11WA062,5/20/11,2.0,,0,0,0,66,66,Dublin,Ireland,37.7161,-121.8963,Boeing737,100.0,100.0,Non-Fatal
20110525X42547,DCA11CA060,5/23/11,2.0,Turbo Fan,0,1,1,185,187,Boone,North Carolina,36.2111,-81.6669,Boeing757,106.951871657754,101.60427807486631,Non-Fatal
20110701X11957,WPR11LA300,5/31/11,2.0,Turbo Fan,0,0,0,190,190,Los Angeles,California,34.1141,-118.4068,Boeing757,100.0,100.0,Non-Fatal
20110603X52158,CEN11IA369,6/3/11,2.0,Turbo Jet,0,0,0,52,52,Chicago,Illinois,41.8375,-87.6866,Embraer-EMB145,100.0,100.0,Non-Fatal
20110607X73034,ERA11CA327,6/6/11,2.0,Turbo Fan,0,0,1,88,89,Florence,South Carolina,34.178,-79.7898,Bombardier-CL600,102.24719101123596,101.12359550561798,Non-Fatal
20110607X83931,CEN11IA379,6/7/11,2.0,Turbo Fan,0,0,0,44,44,Milwaukee,Wisconsin,43.0642,-87.9675,Bombardier-CL600,100.0,100.0,Non-Fatal
20110621X32040,DCA11CA073,6/12/11,2.0,Turbo Jet,0,0,0,190,190,San Fransico,California,37.77493,-122.419415,Boeing757,100.0,100.0,Non-Fatal
20110621X20741,ENG11IA035,6/21/11,2.0,Turbo Fan,0,3,0,175,178,Atlanta,Georgia,33.7628,-84.422,Boeing757,118.5393258426966,103.37078651685394,Non-Fatal
20110628X11855,ERA11CA367,6/22/11,2.0,Turbo Fan,0,0,1,126,127,Miami,Florida,25.784,-80.2101,McdonnellDouglas:MD-80,101.5748031496063,100.78740157480314,Non-Fatal
20110711X20245,DCA11RA080,7/8/11,3.0,,77,0,0,35,112,Kisangani,Congo,0.51853,25.200773,Boeing727,1750.0,306.25,Fatal-77
20110715X40120,DCA11CA084,7/14/11,2.0,Turbo Fan,0,0,0,291,291,Boston,Massachusetts,42.3188,-71.0852,Bombardier-CL600,100.0,100.0,Non-Fatal
20110719X64022,DCA11WA088,7/26/11,,,0,0,0,144,144,Pemir,Latvia,56.879635,24.603189,Boeing737,100.0,100.0,Non-Fatal
20110729X51123,DCA11WA090,7/29/11,2.0,,0,0,0,319,319,Cairo,Egypt,30.879,-84.205,Boeing777,100.0,100.0,Non-Fatal
20110730X60307,DCA11FA091,7/29/11,4.0,Turbo Fan,0,4,1,380,385,Tangshan,China,39.63045,118.18022,Boeing747,111.94805194805195,102.33766233766232,Non-Fatal
20110730X61108,DCA11RA092,7/30/11,2.0,,0,0,1,161,162,Georgetown,Guyana,30.666,-97.6966,Boeing737,101.23456790123456,100.61728395061729,Non-Fatal
20110809X50704,OPS11IA819,8/8/11,2.0,Turbo Jet,0,0,0,84,84,Chicago,Illinois,41.8375,-87.6866,Embraer-EMB135KL,100.0,100.0,Non-Fatal
20110830X63935,ENG11IA047,8/29/11,2.0,Turbo Fan,0,0,0,53,53,Moline,Illinois,41.4821,-90.492,Embraer-EMB145,100.0,100.0,Non-Fatal
20110902X54326,CEN11IA615,9/1/11,2.0,Turbo Fan,0,0,0,53,53,Baton Rouge,Louisiana,30.442,-91.1311,Bombardier-CL600,100.0,100.0,Non-Fatal
20110907X15938,CEN11WA628,9/4/11,2.0,Turbo Fan,0,0,0,47,47,Ottawa,Canada,41.3555,-88.8261,Embraer-EMB145,100.0,100.0,Non-Fatal
20120224X42146,DCA11CA116,9/6/11,2.0,Turbo Fan,0,0,1,141,142,Cape Coral,Florida,26.6443,-81.9957,Boeing737,101.40845070422534,100.70422535211267,Non-Fatal
20111013X11758,DCA11WA110,9/12/11,,,0,0,2,272,274,Montauk,New York,41.0466,-71.9465,Boeing777,101.45985401459852,100.72992700729928,Non-Fatal
20110917X35742,CEN11IA649,9/17/11,2.0,Turbo Fan,0,0,0,140,140,Chicago,Illinois,41.8375,-87.6866,Airbus320,100.0,100.0,Non-Fatal
20110919X65108,DCA11RA100,9/17/11,2.0,Turbo Fan,0,0,5,97,102,Quito,Ecuador,-0.180653,-78.467838,Embraer-ERJ190,109.80392156862746,104.90196078431373,Non-Fatal
20110927X91721,ENG11IA051,9/26/11,2.0,Turbo Fan,0,0,0,185,185,Denver,Colorado,39.762,-104.8758,Boeing757,100.0,100.0,Non-Fatal
20111001X72953,DCA11WA107,9/26/11,,Turbo Jet,0,0,0,130,130,Puerto Ordaz,Venezuela,8.275092,-62.767663,Boeing9,100.0,100.0,Non-Fatal
20110930X20857,ERA11CA511,9/29/11,2.0,Turbo Fan,0,0,1,165,166,Miami,Florida,25.784,-80.2101,Boeing737,101.20481927710844,100.60240963855422,Non-Fatal
20111018X03714,ERA12CA038,10/7/11,2.0,Turbo Fan,0,0,0,81,81,Atlanta,Georgia,33.7628,-84.422,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20111011X01145,ENG12IA001,10/10/11,2.0,Turbo Jet,0,0,0,182,182,Atlanta,Georgia,33.7628,-84.422,Boeing757,100.0,100.0,Non-Fatal
20111020X14740,ERA12CA044,10/20/11,2.0,Turbo Jet,0,0,1,215,216,New York,New York,40.6943,-73.9249,Boeing767,100.92592592592592,100.46296296296295,Non-Fatal
20111024X74546,ENG12IA003,10/23/11,4.0,Turbo Jet,0,0,0,394,394,Detroit,Michigan,42.3834,-83.1024,Boeing747,100.0,100.0,Non-Fatal
20111103X41530,DCA12WA009,11/1/11,,,0,0,0,231,231,Warsaw,Poland,41.2448,-85.8465,Boeing767,100.0,100.0,Non-Fatal
20111108X75705,DCA12WA011,11/3/11,2.0,,0,0,0,129,129,Munich,Germany,48.6729,11.581981,Boeing777,100.0,100.0,Non-Fatal
20120224X25922,DCA12CA043,11/10/11,2.0,Turbo Fan,0,0,0,150,150,Minneapolis,Minnesota,44.9635,-93.2678,Airbus320,100.0,100.0,Non-Fatal
20111201X31832,OPS12WA150,11/18/11,2.0,Turbo Fan,0,0,0,48,48,Toronto,Canada,40.4581,-80.6095,Embraer-EMB145,100.0,100.0,Non-Fatal
20111208X41332,WPR12LA057,12/1/11,2.0,Turbo Jet,0,0,1,151,152,Modesto,California,37.6375,-121.0028,Boeing757,101.3157894736842,100.6578947368421,Non-Fatal
20111209X35527,OPS12IA167,12/1/11,2.0,Turbo Fan,0,0,0,85,85,Chicago,Illinois,41.8375,-87.6866,Boeing737,100.0,100.0,Non-Fatal
20111206X05636,WPR12LA053,12/2/11,2.0,Turbo Fan,0,2,1,97,100,Oakland,California,37.7904,-122.2166,Boeing737,124.0,105.0,Non-Fatal
20111214X53854,DCA12CA021,12/9/11,2.0,Turbo Fan,0,0,0,279,279,Atlanta,Georgia,33.7628,-84.422,Boeing737,100.0,100.0,Non-Fatal
20111222X45448,DCA12WA022,12/20/11,2.0,Turbo Fan,0,0,0,133,133,Yogyakarta,Indonesia,-7.79558,110.36949,Boeing737,100.0,100.0,Non-Fatal
20120105X34138,CEN12IA123,12/22/11,2.0,Turbo Fan,0,0,0,133,133,Denver,Colorado,39.762,-104.8758,Boeing737,100.0,100.0,Non-Fatal
20120123X64443,DCA12WA027,1/14/12,,,0,0,0,191,191,Rio De Janeiro,Brazil,-22.906847,-43.172896,Boeing777,100.0,100.0,Non-Fatal
20120207X14951,OPS12IA303,1/25/12,2.0,Turbo Fan,0,0,0,53,53,Farmersville,Texas,36.305,-119.2083,Embraer-EMB145,100.0,100.0,Non-Fatal
20120207X34555,DCA12CA035,2/4/12,2.0,Turbo Fan,0,0,0,52,52,San Francisco,California,37.7558,-122.4449,Bombardier-CL600,100.0,100.0,Non-Fatal
20120208X70842,ENG12IA010,2/8/12,2.0,Turbo Fan,0,0,0,210,210,Jamaica,New York,41.8454,-94.307,Boeing767,100.0,100.0,Non-Fatal
20120221X32033,CEN12LA166,2/19/12,2.0,Turbo Fan,0,3,1,132,136,Detroit,Michigan,42.3834,-83.1024,Boeing737,125.73529411764706,105.14705882352942,Non-Fatal
20120229X70237,WPR12LA119,2/23/12,2.0,Turbo Fan,0,1,1,138,140,Pawnee,Nebraska,39.5937,-89.5846,Boeing737,109.28571428571428,102.14285714285714,Non-Fatal
20120302X22622,DCA12FA046,2/24/12,2.0,Turbo Fan,0,0,1,188,189,Millville,New Jersey,39.3903,-75.0561,Airbus321,101.05820105820106,100.52910052910053,Non-Fatal
20120302X00956,DCA12CA045,2/26/12,2.0,Turbo Fan,0,0,1,146,147,Angers,France,47.471162,-0.551826,Boeing767,101.36054421768708,100.68027210884354,Non-Fatal
20120322X25316,WPR12LA144,3/20/12,2.0,Turbo Fan,0,0,1,141,142,Laverne,Oklahoma,36.7053,-99.8968,Boeing737,101.40845070422534,100.70422535211267,Non-Fatal
20120417X44353,DCA12CA062,4/15/12,2.0,Turbo Jet,0,1,2,95,98,Buena Vista,Colorado,37.7319,-79.3568,Airbus319,115.3061224489796,104.08163265306123,Non-Fatal
20120427X01955,DCA12RA065,4/20/12,2.0,,127,0,0,0,127,Islamabad,Pakistan,33.68442,73.047885,Boeing737,2500.0,400.0,Fatal-127
20130110X10345,DCA12WA161,4/22/12,2.0,,0,0,0,171,171,Karachi,Pakistan,24.860734,67.001136,Boeing737,100.0,100.0,Non-Fatal
20120511X73555,DCA12FA069,5/10/12,2.0,Turbo Fan,0,0,1,142,143,Fort Lauderdale,Florida,26.1412,-80.1464,Airbus319,101.3986013986014,100.69930069930071,Non-Fatal
20130604X82231,ENG12WA038,5/27/12,2.0,Turbo Fan,0,0,0,91,91,Cam Ranh,Vietnam,11.966212,109.191558,Airbus321,100.0,100.0,Non-Fatal
20120615X74656,DCA12WA093,6/1/12,,,0,0,0,173,173,Pontianak,Indonesia,-0.02633,109.342504,Boeing737,100.0,100.0,Non-Fatal
20120608X43116,DCA12CA086,6/7/12,2.0,Turbo Fan,0,1,1,184,186,Philadelphia,Pennsylvania,40.0077,-75.1339,Boeing757,106.98924731182797,101.61290322580645,Non-Fatal
20120612X01249,DCA12CA088,6/11/12,2.0,Turbo Fan,0,0,1,149,150,Minneapolis,Minnesota,44.9635,-93.2678,Airbus320,101.33333333333334,100.66666666666666,Non-Fatal
20120613X32202,DCA12LA091,6/13/12,2.0,Turbo Fan,0,0,2,79,81,Winnie,Texas,29.8167,-94.3807,Boeing737,104.93827160493828,102.46913580246914,Non-Fatal
20120621X34639,DCA12IA096,6/17/12,2.0,Turbo Fan,0,0,0,154,154,Las Vegas,Nevada,36.2333,-115.2654,Airbus320,100.0,100.0,Non-Fatal
20120706X92817,DCA12WA104,7/5/12,,,0,0,1,85,86,Frankfurt,Germany,50.110922,8.682127,Boeing737,102.32558139534883,101.16279069767442,Non-Fatal
20120713X01334,DCA12WA109,7/5/12,2.0,Turbo Fan,0,3,1,252,256,Tokyo,Japan,35.676423,139.650027,Boeing777,113.671875,102.734375,Non-Fatal
20120808X23954,DCA12WA121,7/18/12,,,0,0,0,120,120,La Serena,Chile,-29.902669,-71.251937,Boeing737,100.0,100.0,Non-Fatal
20120719X94744,CEN12LA457,7/19/12,2.0,Turbo Fan,0,0,1,56,57,Peoria,Illinois,40.752,-89.6154,Bombardier-CL600,103.50877192982458,101.75438596491229,Non-Fatal
20120727X13551,DCA12IA113,7/27/12,2.0,Turbo Fan,0,0,0,76,76,El Paso,Texas,31.8476,-106.43,Boeing737,100.0,100.0,Non-Fatal
20120730X60929,DCA12WA117,7/28/12,,,0,0,0,273,273,Linz,Austria,48.30694,14.28583,Boeing757,100.0,100.0,Non-Fatal
20120802X03552,CEN12IA502,7/31/12,2.0,Turbo Fan,0,0,0,157,157,Denver,Colorado,39.762,-104.8758,Boeing737,100.0,100.0,Non-Fatal
20121101X94754,ENG12WA036,8/3/12,2.0,Turbo Fan,0,0,0,100,100,Rome,Italy,34.2662,-85.1863,Airbus319,100.0,100.0,Non-Fatal
20120807X32623,ERA12LA498,8/5/12,2.0,Turbo Fan,0,0,1,75,76,Hilton Head,South Carolina,32.216316,-80.752608,Embraer-ERJ170,102.63157894736842,101.3157894736842,Non-Fatal
20120811X13221,DCA12CA122,8/10/12,2.0,Turbo Fan,0,0,0,270,270,Dulles,Virginia,38.963911,-77.449627,Airbus330,100.0,100.0,Non-Fatal
20120831X52443,DCA12WA133,8/24/12,,,0,0,0,147,147,Santo Domingo,Venezuela,18.0719,-66.7459,McdonnellDouglas:DC-9,100.0,100.0,Non-Fatal
20120830X44613,DCA12WA131,8/27/12,,,0,0,0,151,151,London,United Kingdom,39.8935,-83.4375,Boeing767,100.0,100.0,Non-Fatal
20120915X93442,DCA12WA146,9/14/12,2.0,Turbo Fan,0,0,0,220,220,Sao Paulo,Brazil,-23.555771,-46.639557,Boeing767,100.0,100.0,Non-Fatal
20120924X32520,DCA12CA149,9/18/12,2.0,Turbo Fan,0,0,1,158,159,Sophia,North Carolina,37.7117,-81.2525,Airbus330,101.25786163522012,100.62893081761007,Non-Fatal
20121005X05550,CEN13LA004,10/5/12,2.0,Turbo Fan,0,0,0,108,108,Milwaukee,Wisconsin,43.0642,-87.9675,Boeing717,100.0,100.0,Non-Fatal
20121014X02447,DCA13RA001,10/14/12,,,0,1,2,195,198,Antalya,Turkey,36.896891,30.713323,Boeing737,107.57575757575756,102.020202020202,Non-Fatal
20121018X62210,WPR13CA016,10/17/12,2.0,Turbo Fan,0,0,1,85,86,Las Vegas,Nevada,36.2333,-115.2654,Boeing737,102.32558139534883,101.16279069767442,Non-Fatal
20121023X21517,DCA13WA007,10/19/12,,,0,0,0,160,160,Pontianak,Indonesia,-0.02633,109.342504,Boeing737,100.0,100.0,Non-Fatal
20121107X21801,ENG13IA005,11/7/12,2.0,Turbo Jet,0,0,0,147,147,Atlanta,Georgia,33.7628,-84.422,Boeing88,100.0,100.0,Non-Fatal
20121114X82049,DCA13WA020,11/13/12,,,0,0,0,137,137,Johannesburg,South Africa,35.3719,-117.6419,Boeing82,100.0,100.0,Non-Fatal
20130314X15433,DCA13CA066,12/5/12,2.0,Turbo Fan,0,0,0,53,53,New York,New York,40.6943,-73.9249,Bombardier-CL600,100.0,100.0,Non-Fatal
20121228X00153,ENG13RA009,12/20/12,2.0,,0,0,0,257,257,Phuket,Thailand,7.984311,98.330747,Airbus330,100.0,100.0,Non-Fatal
20121231X42414,CEN13CA117,12/29/12,2.0,Turbo Fan,0,0,1,49,50,Chicago,Illinois,41.8375,-87.6866,Embraer-EMB145,104.0,102.0,Non-Fatal
20130116X93016,DCA13RA038,1/15/13,2.0,,0,4,0,133,137,Takamatsu,Japan,34.342542,134.04654,Boeing787,132.1167883211679,105.83941605839415,Non-Fatal
20130118X53100,DCA13LA039,1/17/13,4.0,Turbo Fan,0,0,0,397,397,Miami,Florida,25.784,-80.2101,Airbus340,100.0,100.0,Non-Fatal
20130213X92000,DCA13WA054,2/3/13,2.0,,0,0,0,193,193,Seoul,South Korea,37.551891,126.991794,Boeing737,100.0,100.0,Non-Fatal
20130220X32821,DCA13IA058,2/7/13,2.0,Turbo Fan,0,1,0,39,40,Bowman,Georgia,46.1843,-103.4029,Bombardier-CL600,127.5,105.0,Non-Fatal
20130220X51849,WPR13LA131,2/19/13,4.0,Turbo Fan,0,0,1,220,221,Pacific Ocean,,-8.783195,-124.508523,Boeing747,100.9049773755656,100.4524886877828,Non-Fatal
20130220X85257,DCA13CA056,2/19/13,2.0,Turbo Fan,0,0,1,53,54,Cincinnati,Ohio,39.1413,-84.506,Embraer-EMB145,103.7037037037037,101.85185185185186,Non-Fatal
20130228X52911,DCA13WA060,2/26/13,,,0,0,0,171,171,Keflavik,Iceland,63.999755,-22.558272,Boeing757,100.0,100.0,Non-Fatal
20130312X23544,WPR13IA144,3/5/13,2.0,Turbo Prop,0,0,0,51,51,Danville,California,37.8121,-121.9698,Bombardier-DHC8-402,100.0,100.0,Non-Fatal
20130314X14422,DCA13CA065,3/8/13,2.0,Turbo Fan,0,0,0,148,148,Atlanta,Georgia,33.7628,-84.422,Boeing757,100.0,100.0,Non-Fatal
20130408X10949,DCA13FA071,4/5/13,2.0,Turbo Fan,0,0,0,192,192,Las Vegas,Nevada,36.2333,-115.2654,Airbus321,100.0,100.0,Non-Fatal
20130502X52359,DCA13FA082,5/1/13,2.0,Turbo Fan,0,0,0,290,290,Newark,New Jersey,40.7245,-74.1725,Airbus330,100.0,100.0,Non-Fatal
