Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region,Severity_Score,extracted_value
20150611X74851,DCA15CA131,2015-06-10,"McCook, NE",Non-Fatal,N246LR,2.0,Turbo Fan,0.0,4.0,1.0,75.0,80.0,Bombardier-CL600,Mccook,Nebraska,157.5,Bombardier
20160502X75955,DCA16CA139,2016-04-29,"San Francisco, CA",Non-Fatal,N961SW,2.0,Turbo Fan,0.0,0.0,0.0,30.0,30.0,Bombardier-CL600,San Francisco,California,100.0,Bombardier
20161208X21155,ENG17IA006,2016-11-29,"Kansas, IL",Non-Fatal,N367CA,2.0,Turbo Fan,0.0,0.0,0.0,73.0,73.0,Bombardier-CL600,Kansas,Illinois,100.0,Bombardier
20170124X45041,ENG17IA008,2017-01-23,"Baltimore, MD",Non-Fatal,N8986B,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,Bombardier-CL600,Baltimore,Maryland,100.0,Bombardier
20170222X80758,DCA17CA071,2017-02-13,"Dulles, VA",Non-Fatal,N838CA,1.0,Turbo Prop,0.0,0.0,1.0,52.0,53.0,Bombardier-DHC8-311,Dulles,Virginia,103.77358490566037,Bombardier
20170216X44213,DCA17CA064,2017-02-15,"Charlotte, NC",Non-Fatal,N709PS,2.0,Turbo Fan,0.0,0.0,0.0,48.0,48.0,Bombardier-CL600,Charlotte,North Carolina,100.0,Bombardier
20170612X10422,ENG17IA028,2017-06-10,"Chicago, IL",Non-Fatal,N715SK,2.0,Turbo Fan,0.0,0.0,0.0,64.0,64.0,Bombardier-CL600,Chicago,Illinois,100.0,Bombardier
20170712X12448,DCA17LA182,2017-07-02,"Denver, CO",Non-Fatal,N796SK,2.0,Turbo Fan,0.0,0.0,0.0,59.0,59.0,Bombardier-CL600,Denver,Colorado,100.0,Bombardier
20170824X42626,DCA17LA183,2017-08-22,"McKellar, TN",Non-Fatal,N745SK,2.0,Turbo Fan,0.0,9.0,2.0,63.0,74.0,Bombardier-CL600,Mckellar,Tennessee,239.18918918918922,Bombardier
20170920X64035,DCA17CA197,2017-09-13,"Charlotte, NC",Non-Fatal,N261PS,2.0,Turbo Fan,0.0,0.0,0.0,34.0,34.0,Bombardier-CL600,Charlotte,North Carolina,100.0,Bombardier
20180116X12236,DCA18IA081,2017-12-30,"Pullman, WA",Non-Fatal,N412QX,2.0,Turbo Prop,0.0,0.0,0.0,46.0,46.0,Bombardier-DHC8-402,Pullman,Washington,100.0,Bombardier
20180503X92154,DCA18CA165,2018-05-01,"Queens, NY",Non-Fatal,N606LR,2.0,Turbo Fan,0.0,0.0,0.0,276.0,276.0,Bombardier-CL600,Queens,New York,100.0,Bombardier
20190311X35306,DCA19CA102,2019-03-10,"Charlotte, NC",Non-Fatal,N530EA,,,0.0,1.0,0.0,130.0,131.0,Bombardier-CL600,Charlotte,North Carolina,108.3969465648855,Bombardier
20200603X55158,DCA19CA223,2019-09-11,"Chicago OHare, IL",Non-Fatal,N765SK,,,0.0,0.0,0.0,114.0,114.0,Bombardier-CL600,Chicago Ohare,Illinois,100.0,Bombardier
20200207X52205,DCA20CA071,2020-02-07,"Waynesville, NC",Non-Fatal,N610NN,,Turbo Fan,0.0,22.0,1.0,51.0,74.0,Bombardier-CL600,Waynesville,North Carolina,429.72972972972974,Bombardier
20201119102304,DCA21LA024,2020-11-14,"Phoenix, AZ",Non-Fatal,N778SK,2.0,,0.0,0.0,1.0,60.0,61.0,Bombardier-CL600,Phoenix,Arizona,103.27868852459017,Bombardier
20210317102773,DCA21LA096,2021-03-16,"Los Angeles, CA",Non-Fatal,N706SK,2.0,,0.0,0.0,1.0,65.0,66.0,Bombardier-CL600,Los Angeles,California,103.03030303030303,Bombardier
20210921103922,DCA21LA226,2021-09-17,"Asheville, NC",Non-Fatal,N444ZW,2.0,,0.0,0.0,0.0,51.0,51.0,Bombardier-CL600,Asheville,North Carolina,100.0,Bombardier
20170710X52551,NYC79AA106,1979-09-17,"BOSTON, MA",Non-Fatal,CF-TLU,2.0,Turbo Fan,0.0,0.0,1.0,44.0,45.0,McdonnellDouglas:DC-9,Boston,Massachusetts,104.44444444444446,Mcdonnell Douglas
20020917X01909,DCA82AA013,1982-01-23,"BOSTON, MA",Fatal(2),N113WA,3.0,Turbo Fan,2.0,4.0,24.0,182.0,212.0,McdonnellDouglas:DC-10,Boston,Massachusetts,166.03773584905662,Mcdonnell Douglas
20020917X01910,DCA82AA014,1982-02-03,"PHILADELPHIA, PA",Non-Fatal,N1814U,3.0,Turbo Fan,0.0,1.0,0.0,154.0,155.0,McdonnellDouglas:DC-10,Philadelphia,Pennsylvania,107.0967741935484,Mcdonnell Douglas
20020917X02338,LAX82IA103,1982-03-10,"LONG BEACH, CA",Incident,N778JA,2.0,Turbo Fan,0.0,0.0,0.0,68.0,68.0,McdonnellDouglas:MD-80,Long Beach,California,100.0,Mcdonnell Douglas
20020917X02737,ATL82DA142,1982-05-22,"MEMPHIS, TN",Non-Fatal,N9356,2.0,Turbo Jet,0.0,1.0,0.0,56.0,57.0,McdonnellDouglas:DC-9,Memphis,Tennessee,119.29824561403508,Mcdonnell Douglas
20020917X03653,LAX82FA195,1982-05-26,"SAN FRANCISCO, CA",Non-Fatal,N1833U,3.0,Turbo Fan,0.0,0.0,25.0,113.0,138.0,McdonnellDouglas:DC-10,San Francisco,California,136.23188405797103,Mcdonnell Douglas
20020917X03237,DEN82IA098,1982-05-27,"NEAR GOSHEN, IN",Incident,N8088U,4.0,Turbo Jet,0.0,0.0,17.0,129.0,146.0,McdonnellDouglas:DC-8,Near Goshen,Indiana,123.28767123287672,Mcdonnell Douglas
20020917X04018,NYC82FA110,1982-05-29,ATLANTIC OCEAN,Non-Fatal,N801EV,4.0,Turbo Fan,0.0,1.0,1.0,109.0,111.0,McdonnellDouglas:DC-8,Atlantic Ocean,Non-USA,111.7117117117117,Mcdonnell Douglas
20020917X04180,SEA82IA101,1982-07-05,"BOISE, ID",Incident,N919RW,2.0,Turbo Fan,0.0,0.0,0.0,84.0,84.0,McdonnellDouglas:DC-9,Boise,Idaho,100.0,Mcdonnell Douglas
20020917X03515,LAX82AA259,1982-07-16,"MORTON, WY",Non-Fatal,N1815U,3.0,Turbo Fan,0.0,7.0,19.0,142.0,168.0,McdonnellDouglas:DC-10,Morton,Wyoming,168.45238095238096,Mcdonnell Douglas
20020917X03729,LAX82IA309,1982-08-21,"HONOLULU, HI",Incident,N104WA,3.0,Turbo Fan,0.0,0.0,0.0,393.0,393.0,McdonnellDouglas:DC-10,Honolulu,Hawaii,100.0,Mcdonnell Douglas
20020917X04495,DCA83IA002,1982-10-18,"HOUSTON, TX",Incident,N536TX,2.0,Turbo Fan,0.0,0.0,0.0,65.0,65.0,McdonnellDouglas:DC-9,Houston,Texas,100.0,Mcdonnell Douglas
20020917X04534,DEN83FA021,1982-11-18,"DENVER, CO",Non-Fatal,N68056,3.0,Turbo Fan,0.0,0.0,0.0,136.0,136.0,McdonnellDouglas:DC-10,Denver,Colorado,100.0,Mcdonnell Douglas
20020917X04437,CHI83IA063,1982-12-18,"PELLSTON, MI",Incident,N9344,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,McdonnellDouglas:DC-9,Pellston,Michigan,100.0,Mcdonnell Douglas
20020917X04671,FTW83IA072,1982-12-30,"THERMAL, CA",Incident,N137AA,3.0,Turbo Fan,0.0,0.0,14.0,203.0,217.0,McdonnellDouglas:DC-10,Thermal,California,112.90322580645163,Mcdonnell Douglas
20001214X44248,MIA83IA210,1983-08-21,"NORFOLK, VA",Incident,N69NA,3.0,Turbo Fan,0.0,0.0,0.0,289.0,289.0,McdonnellDouglas:DC-10,Norfolk,Virginia,100.0,Mcdonnell Douglas
20001213X33489,BFO86IA031A,1986-05-30,"CALVERTON, NY",Incident,N1310T,2.0,Turbo Fan,0.0,0.0,0.0,69.0,69.0,McdonnellDouglas:DC-9,Calverton,New York,100.0,Mcdonnell Douglas
20001208X06203,DCA96MA068,1996-07-06,"PENSACOLA, FL",Fatal(2),N927DA,2.0,Turbo Jet,2.0,2.0,3.0,137.0,144.0,McdonnellDouglas:MD-80,Pensacola,Florida,152.77777777777777,Mcdonnell Douglas
20001208X07016,DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Incident,N271W,,Unknown,0.0,0.0,0.0,282.0,282.0,McdonnellDouglas:MD-11,Buenos Aires,Argentina,100.0,Mcdonnell Douglas
20001208X08313,CHI97IA212,1997-07-12,"MEMPHIS, TN",Incident,N9348,2.0,Turbo Jet,0.0,0.0,0.0,75.0,75.0,McdonnellDouglas:DC-9,Memphis,Tennessee,100.0,Mcdonnell Douglas
20001208X09165,DCA98WA039,1997-11-23,"PARIS, France",Incident,,,Unknown,0.0,0.0,0.0,138.0,138.0,McdonnellDouglas:MD-80,Paris,France,100.0,Mcdonnell Douglas
20001211X09657,DCA99WA029,1998-03-08,"MANCHESTER, United Kingdom",Incident,N68065,,Unknown,0.0,0.0,0.0,253.0,253.0,McdonnellDouglas:DC-10,Manchester,United Kingdom,100.0,Mcdonnell Douglas
20001211X10281,DCA98WA051,1998-06-06,"ANTALYA, France",Non-Fatal,,,Unknown,0.0,0.0,0.0,173.0,173.0,McdonnellDouglas:MD-80,Antalya,France,100.0,Mcdonnell Douglas
20001212X19473,DCA99WA072,1999-08-08,"SHANGHAI, CHINA",Non-Fatal,,,Unknown,0.0,0.0,0.0,191.0,191.0,McdonnellDouglas:MD-11,Shanghai,CHINA,100.0,Mcdonnell Douglas
20001212X19469,DCA99RA073,1999-08-23,"HONG KONG, China",Non-Fatal,,,Unknown,0.0,0.0,200.0,117.0,317.0,McdonnellDouglas:MD-11,Hong Kong,China,226.18296529968455,Mcdonnell Douglas
20001212X20221,DCA00WA016,1999-12-21,"GUATEMALA CITY, Guatemala",Fatal(18),,,Unknown,18.0,10.0,47.0,261.0,336.0,McdonnellDouglas:DC-10,Guatemala City,Guatemala,289.2857142857143,Mcdonnell Douglas
20001212X20969,DCA00WA054,2000-05-25,"PARIS, FRANCE",Non-Fatal,,,Unknown,0.0,0.0,0.0,153.0,153.0,McdonnellDouglas:MD-80,Paris,FRANCE,100.0,Mcdonnell Douglas
20001212X22138,CHI01WA014,2000-10-10,"PARIS, France",Non-Fatal,N234NW,,Turbo Fan,0.0,2.0,5.0,197.0,204.0,McdonnellDouglas:DC-10,Paris,France,115.68627450980394,Mcdonnell Douglas
20010226X00510,NYC01LA075B,2001-02-03,"Boston, MA",Non-Fatal,N802US,2.0,Turbo Fan,0.0,0.0,0.0,135.0,135.0,McdonnellDouglas:MD-80,Boston,Massachusetts,100.0,Mcdonnell Douglas
20020125X00135,CHI02LA069,2002-01-24,"Indianapolis, IN",Non-Fatal,N754NW,2.0,Turbo Jet,0.0,1.0,0.0,74.0,75.0,McdonnellDouglas:DC-9,Indianapolis,Indiana,114.66666666666667,Mcdonnell Douglas
20020621X00955,CHI02LA170,2002-06-16,"KANSAS CITY, MO",Non-Fatal,N140NJ,2.0,Turbo Fan,0.0,0.0,0.0,123.0,123.0,McdonnellDouglas:MD-80,Kansas City,Missouri,100.0,Mcdonnell Douglas
20030910X01507,NYC03FA186,2003-09-02,"JAMAICA, NY",Non-Fatal,N454AA,2.0,Turbo Jet,0.0,0.0,0.0,138.0,138.0,McdonnellDouglas:MD-80,Jamaica,New York,100.0,Mcdonnell Douglas
20051213X01965,CHI05MA111A,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,N763NC,2.0,Turbo Fan,0.0,1.0,7.0,137.0,145.0,McdonnellDouglas:DC-9,Minneapolis,Minnesota,117.24137931034481,Mcdonnell Douglas
20060330X00368,DEN06IA051,2006-03-21,"Denver, CO",Incident,N574AA,2.0,Turbo Fan,0.0,0.0,0.0,138.0,138.0,McdonnellDouglas:MD-80,Denver,Colorado,100.0,Mcdonnell Douglas
20081219X65333,ENG07WA028,2007-01-07,"JFK, NY",Incident,,3.0,Turbo Fan,0.0,0.0,0.0,253.0,253.0,McdonnellDouglas:MD-11,Jfk,New York,100.0,Mcdonnell Douglas
20070510X00542,MIA07IA088,2007-05-02,"Atlanta, GA",Incident,N270AX,3.0,Turbo Fan,0.0,0.0,0.0,306.0,306.0,McdonnellDouglas:DC-10,Atlanta,Georgia,100.0,Mcdonnell Douglas
20070601X00676,NYC07LA121,2007-05-18,"SYRACUSE, NY",Non-Fatal,N1799U,2.0,Turbo Jet,0.0,0.0,0.0,99.0,99.0,McdonnellDouglas:DC-9,Syracuse,New York,100.0,Mcdonnell Douglas
20070705X00879,CHI07FA184B,2007-06-27,"CHICAGO, IL",Non-Fatal,N9630A,2.0,Turbo Fan,0.0,0.0,0.0,501.0,501.0,McdonnellDouglas:MD-80,Chicago,Illinois,100.0,Mcdonnell Douglas
20071005X01522,DCA07MA310,2007-09-28,"ST. LOUIS, MO",Non-Fatal,N454AA,2.0,Turbo Fan,0.0,0.0,0.0,143.0,143.0,McdonnellDouglas:MD-80,St. Louis,Missouri,100.0,Mcdonnell Douglas
20080107X00024,SEA08LA050,2007-12-25,"Ontario, CA",Non-Fatal,N943AS,2.0,Turbo Fan,0.0,2.0,0.0,112.0,114.0,McdonnellDouglas:MD-80,Ontario,California,119.29824561403508,Mcdonnell Douglas
20080228X00243,DFW08IA073,2008-02-18,"Austin, TX",Non-Fatal,N935DL,2.0,Turbo Fan,0.0,0.0,0.0,148.0,148.0,McdonnellDouglas:MD-80,Austin,Texas,100.0,Mcdonnell Douglas
20080422X00526,DCA08RA050,2008-04-15,"Goma, Central Africa",Fatal,9Q-CHN,,,3.0,0.0,40.0,51.0,94.0,McdonnellDouglas:DC-9,Goma,Central Africa,261.7021276595745,Mcdonnell Douglas
20080723X01111,DCA08FA062,2008-05-19,"Pacific Ocean,",Non-Fatal,N720AX,3.0,,0.0,4.0,1.0,157.0,162.0,McdonnellDouglas:DC-10,Pacific Ocean,,128.39506172839506,Mcdonnell Douglas
20080808X01189,CHI08IA182,2008-07-07,"St. Louis, MO",Non-Fatal,N804ME,2.0,Turbo Fan,0.0,0.0,0.0,51.0,51.0,McdonnellDouglas:MD-80,St. Louis,Missouri,100.0,Mcdonnell Douglas
20081216X41655,CEN09LA093,2008-12-03,"Madison, WI",Non-Fatal,N782NC,2.0,Turbo Fan,0.0,0.0,0.0,57.0,57.0,McdonnellDouglas:DC-9,Madison,Wisconsin,100.0,Mcdonnell Douglas
20081215X14936,DCA09IA018,2008-12-11,"Greer, SC",Non-Fatal,N924DL,2.0,Turbo Jet,0.0,0.0,0.0,153.0,153.0,McdonnellDouglas:MD-80,Greer,South Carolina,100.0,Mcdonnell Douglas
20081229X80551,DCA09FA022,2008-12-26,"Los Angeles Intl Airport, CA",Non-Fatal,N9617R,2.0,Turbo Fan,0.0,0.0,0.0,129.0,129.0,McdonnellDouglas:MD-80,Los Angeles Intl Airport,California,100.0,Mcdonnell Douglas
20090306X81752,DCA09WA035,2009-02-23,"Batam, Indonesia",Non-Fatal,PK-LIO,2.0,,0.0,0.0,0.0,162.0,162.0,McdonnellDouglas:MD-90,Batam,Indonesia,100.0,Mcdonnell Douglas
20090414X52749,DCA09WA044,2009-03-25,"Trelew, Argentina",Non-Fatal,LV-VBZ,,,0.0,0.0,0.0,71.0,71.0,McdonnellDouglas:MD-80,Trelew,Argentina,100.0,Mcdonnell Douglas
20090401X82602,ERA09LA224,2009-03-28,"Atlanta, GA",Non-Fatal,N941DL,2.0,Turbo Jet,0.0,0.0,1.0,136.0,137.0,McdonnellDouglas:MD-80,Atlanta,Georgia,101.45985401459853,Mcdonnell Douglas
20090604X25647,OPS09IA006,2009-06-01,"Chicago, IL",Non-Fatal,,2.0,,0.0,0.0,0.0,324.0,324.0,McdonnellDouglas:MD-80,Chicago,Illinois,100.0,Mcdonnell Douglas
20091102X82140,WPR10LA044,2009-11-02,"Phoenix, AZ",Non-Fatal,N909DA,2.0,Turbo Jet,0.0,0.0,0.0,70.0,70.0,McdonnellDouglas:MD-90,Phoenix,Arizona,100.0,Mcdonnell Douglas
20100423X02633,CEN10LA220,2010-04-17,"Chicago, IL",Non-Fatal,N461AA,2.0,Turbo Fan,0.0,0.0,1.0,83.0,84.0,McdonnellDouglas:MD-80,Chicago,Illinois,102.38095238095238,Mcdonnell Douglas
20100720X43639,ENG10IA041,2010-07-18,"Atlanta, GA",Non-Fatal,N990DL,2.0,Turbo Fan,0.0,0.0,0.0,111.0,111.0,McdonnellDouglas:MD-80,Atlanta,Georgia,100.0,Mcdonnell Douglas
20110628X11855,ERA11CA367,2011-06-22,"Miami, FL",Non-Fatal,N884DA,2.0,Turbo Fan,0.0,0.0,1.0,126.0,127.0,McdonnellDouglas:MD-80,Miami,Florida,101.5748031496063,Mcdonnell Douglas
20110912X61152,ANC11CA101,2011-09-10,"Yakota, Japan",Non-Fatal,N71CX,4.0,Turbo Jet,0.0,0.0,1.0,36.0,37.0,McdonnellDouglas:DC-8,Yakota,Japan,105.40540540540539,Mcdonnell Douglas
20111018X03714,ERA12CA038,2011-10-07,"Atlanta, GA",Non-Fatal,N922DL,2.0,Turbo Fan,0.0,0.0,0.0,81.0,81.0,McdonnellDouglas:MD-80,Atlanta,Georgia,100.0,Mcdonnell Douglas
20120831X52443,DCA12WA133,2012-08-24,"Santo Domingo, Venezuela",Non-Fatal,YV493T,,,0.0,0.0,0.0,147.0,147.0,McdonnellDouglas:DC-9,Santo Domingo,Venezuela,100.0,Mcdonnell Douglas
20130614X14844,DCA13CA106,2013-06-13,"Nashville, TN",Non-Fatal,N995DL,2.0,Turbo Fan,0.0,0.0,0.0,156.0,156.0,McdonnellDouglas:MD-80,Nashville,Tennessee,100.0,Mcdonnell Douglas
20140203X35450,DCA14CA051,2014-01-31,"Atlanta, GA",Non-Fatal,N921DL,2.0,Turbo Fan,0.0,0.0,0.0,144.0,144.0,McdonnellDouglas:MD-80,Atlanta,Georgia,100.0,Mcdonnell Douglas
20140515X92350,DCA14CA093,2014-05-12,"Boston, MA",Non-Fatal,N933DN,2.0,Turbo Fan,0.0,0.0,0.0,166.0,166.0,McdonnellDouglas:MD-90,Boston,Massachusetts,100.0,Mcdonnell Douglas
20150305X42958,DCA15FA085,2015-03-05,"New York, NY",Non-Fatal,N909DL,,Turbo Fan,0.0,0.0,0.0,132.0,132.0,McdonnellDouglas:MD-80,New York,New York,100.0,Mcdonnell Douglas
20150608X90730,DCA15CA129,2015-06-08,"St Petersburg, FL",Non-Fatal,N869GA,2.0,Turbo Fan,0.0,7.0,1.0,137.0,145.0,McdonnellDouglas:MD-80,St Petersburg,Florida,154.48275862068965,Mcdonnell Douglas
20160126X75122,DCA16CA070,2016-01-24,"Newark, NJ",Non-Fatal,N908DE,2.0,Turbo Fan,0.0,0.0,0.0,153.0,153.0,McdonnellDouglas:MD-80,Newark,New Jersey,100.0,Mcdonnell Douglas
20170308X73155,DCA17FA076,2017-03-08,"Ypsilanti, MI",Non-Fatal,N786TW,2.0,Turbo Jet,0.0,1.0,0.0,115.0,116.0,McdonnellDouglas:MD-80,Ypsilanti,Michigan,109.48275862068965,Mcdonnell Douglas
20170317X92137,DCA17CA079,2017-03-10,"Dallas-Fort Worth (DFW), TX",Non-Fatal,N9615W,2.0,Turbo Fan,0.0,0.0,1.0,106.0,107.0,McdonnellDouglas:MD-80,Dallas-Fort Worth (Dfw),Texas,101.86915887850468,Mcdonnell Douglas
20170320X74630,ENG17IA017,2017-03-19,"Dayton, OH",Non-Fatal,N881GA,2.0,Turbo Fan,0.0,0.0,0.0,163.0,163.0,McdonnellDouglas:MD-80,Dayton,Ohio,100.0,Mcdonnell Douglas
20170911X34051,DCA17CA194,2017-09-04,"El Paso, TX",Non-Fatal,N938DN,,,0.0,0.0,1.0,142.0,143.0,McdonnellDouglas:MD-90,El Paso,Texas,101.3986013986014,Mcdonnell Douglas
20171212X00211,DCA18CA042,2017-12-12,"Detroit, MI",Non-Fatal,N924DL,2.0,Turbo Jet,0.0,0.0,0.0,61.0,61.0,McdonnellDouglas:MD-80,Detroit,Michigan,100.0,Mcdonnell Douglas
20180420X04304,DCA18FA144,2018-04-20,"Alexandria, LA",Non-Fatal,N807WA,2.0,Turbo Fan,0.0,0.0,0.0,101.0,101.0,McdonnellDouglas:MD-80,Alexandria,Louisiana,100.0,Mcdonnell Douglas
20180618X44832,DCA18WA223,2018-06-14,"Zhuliany, Ukraine",Non-Fatal,UR-CPR,,,0.0,0.0,0.0,177.0,177.0,McdonnellDouglas:MD-80,Zhuliany,Ukraine,100.0,Mcdonnell Douglas
20180719X64035,DCA18WA247,2018-07-11,"Chichen Itza, Mexico",Non-Fatal,N802WA,,,0.0,0.0,0.0,131.0,131.0,McdonnellDouglas:DC-9,Chichen Itza,Mexico,100.0,Mcdonnell Douglas
20180725X32722,DCA18CA251,2018-07-23,"Charlotte, NC",Non-Fatal,N918DE,,Turbo Fan,0.0,1.0,1.0,144.0,146.0,McdonnellDouglas:MD-80,Charlotte,North Carolina,108.90410958904108,Mcdonnell Douglas
20190830X60449,DCA19CA208,2019-08-27,"Chicago, IL",Non-Fatal,N911DL,2.0,Turbo Jet,0.0,0.0,1.0,151.0,152.0,McdonnellDouglas:MD-80,Chicago,Illinois,101.3157894736842,Mcdonnell Douglas
20220622105298,DCA22FA132,2022-06-21,"Miami, FL",Minor,HI-1064,,,0.0,4.0,0.0,136.0,140.0,McdonnellDouglas:MD-80,Miami,Florida,131.42857142857142,Mcdonnell Douglas
20020917X01897,CHI82IA026,1982-01-12,"CHICAGO, IL",Incident,N31031,3.0,Turbo Fan,0.0,0.0,0.0,149.0,149.0,Lockheed-L-1011,Chicago,Illinois,100.0,Lockheed
20020917X02421,MIA82IA102,1982-04-20,"MIAMI, FL",Incident,N333EA,3.0,Turbo Fan,0.0,0.0,0.0,152.0,152.0,Lockheed-L-1011,Miami,Florida,100.0,Lockheed
20001214X42478,LAX83IA149B,1983-03-18,"LOS ANGELES, CA",Incident,N323EA,3.0,Turbo Fan,0.0,0.0,0.0,588.0,588.0,Lockheed-L-1011,Los Angeles,California,100.0,Lockheed
20001214X39980,LAX84LA349,1984-06-11,"LOS ANGELES, CA",Non-Fatal,N501PA,3.0,Turbo Fan,0.0,0.0,0.0,157.0,157.0,Lockheed-L-1011,Los Angeles,California,100.0,Lockheed
20001211X14270,DCA92MA025,1992-03-22,"FLUSHING, NY",Fatal(27),N485US,2.0,Turbo Fan,27.0,9.0,12.0,3.0,51.0,Fokker-F28-4000,Flushing,New York,1611.764705882353,Fokker
20001211X15125,DCA92MA044,1992-07-30,"JAMAICA, NY",Non-Fatal,N11002,3.0,Turbo Fan,0.0,1.0,9.0,282.0,292.0,Lockheed-L-1011,Jamaica,New York,109.93150684931507,Lockheed
20001207X03162,MIA95LA086A,1995-03-12,SAN JUAN,Non-Fatal,N724DA,3.0,Turbo Fan,0.0,0.0,0.0,339.0,339.0,Lockheed-L-1011,San Juan,Non-USA,100.0,Lockheed
20001207X03162,MIA95LA086B,1995-03-12,SAN JUAN,Non-Fatal,N376MQ,2.0,Turbo Prop,0.0,0.0,0.0,339.0,339.0,Short Brothers: SD3-60,San Juan,Non-USA,100.0,Short Brothers
20001208X06865,DCA97WA004,1996-10-31,"SAO PAULO, Brazil",Fatal(97),,,Unknown,97.0,4.0,2.0,0.0,103.0,Fokker-F-100,Sao Paulo,Brazil,2406.7961165048546,Fokker
20001211X09650,DCA98WA027,1998-03-03,"MEXICO CITY, MEXICO",Non-Fatal,,,Unknown,0.0,0.0,0.0,51.0,51.0,Fokker-F-100,Mexico City,MEXICO,100.0,Fokker
20001211X11409,DCA99WA022,1998-11-11,"MELBOURNE, Australia",Incident,,,Unknown,0.0,0.0,1.0,30.0,31.0,Saab: 340,Melbourne,Australia,106.4516129032258,Saab
20021029X05398,NYC03LA004,2002-10-14,"ALBANY, NY",Non-Fatal,N847EX,2.0,Turbo Prop,0.0,0.0,0.0,33.0,33.0,Dehavilland: DHC-8-102,Albany,New York,100.0,Dehavilland
20081003X42132,MIA08WA200,2008-09-22,"Quito, Spain",Non-Fatal,HC-CDT,,,0.0,63.0,3.0,0.0,66.0,Fokker-F28-4000,Quito,Spain,1159.0909090909092,Fokker
20081116X33137,ERA09IA056,2008-11-16,"Philadelphia, PA",Non-Fatal,N326EN,2.0,Turbo Prop,0.0,0.0,0.0,38.0,38.0,Dehavilland: DHC-8-311,Philadelphia,Pennsylvania,100.0,Dehavilland
20090925X65328,CEN09IA606,2009-07-31,"Traverse City, MI",Non-Fatal,N452XJ,2.0,Turbo Prop,0.0,0.0,0.0,33.0,33.0,Saab: 340B,Traverse City,Michigan,100.0,Saab
20100225X04005,ENG10WA018,2009-10-04,"Wagga Wagga, New South Wales, Australia",Non-Fatal,VH-SBA,2.0,Turbo Prop,0.0,0.0,0.0,37.0,37.0,Saab: 340,Wagga Wagga,"New South Wales, Australia",100.0,Saab
20091228X15816,CEN10IA084,2009-12-26,"Dallas, TX",Non-Fatal,N494AE,2.0,Turbo Prop,0.0,0.0,0.0,45.0,45.0,Atr: ATR72,Dallas,Texas,100.0,Atr
20100114X11754,ENG10IA010,2010-01-12,"St. Croix,",Non-Fatal,N434AT,2.0,Turbo Prop,0.0,0.0,0.0,48.0,48.0,Atr: ATR72,St. Croix,,100.0,Atr
20100423X01145,CEN10LA218,2010-04-06,"Bradley, IL",Non-Fatal,N437XJ,2.0,Turbo Prop,0.0,0.0,1.0,30.0,31.0,Saab: SAAB 340B,Bradley,Illinois,106.4516129032258,Saab
20140106X40632,DCA14CA031,2013-11-25,"Philadelphia, PA",Non-Fatal,N808EX,2.0,Turbo Prop,0.0,0.0,0.0,40.0,40.0,Dehavilland-DHC8,Philadelphia,Pennsylvania,100.0,Dehavilland
20170208X03312,ERA17WA111,2017-02-07,"Freeport, Bahamas",Non-Fatal,C6-HBW,,,0.0,0.0,0.0,36.0,36.0,Saab: 340,Freeport,Bahamas,100.0,Saab
20190222X90048,DCA18WA314,2018-08-19,"Callao, Peru",Non-Fatal,N404AV,2.0,Turbo Prop,0.0,0.0,0.0,64.0,64.0,Dehavilland-DHC8,Callao,Peru,100.0,Dehavilland
20191119X25400,ENG19WA039,2019-06-15,"Manaus, Brazil",Non-Fatal,PR-MPN,,,0.0,1.0,0.0,37.0,38.0,Atr: ATR42,Manaus,Brazil,128.94736842105263,Atr
20191018X02019,DCA20MA002,2019-10-18,"Unalaska, AK",Fatal,N686PA,2.0,Turbo Prop,1.0,3.0,1.0,37.0,42.0,Saab: 2000,Unalaska,Alaska,240.47619047619045,Saab
20200911X91036,ENG20WA042,2020-07-03,"Ambon, Indonesia",Non-Fatal,PK-WHY,,,0.0,0.0,0.0,49.0,49.0,Atr: ATR72,Ambon,Indonesia,100.0,Atr
20210803103617,DCA21WA191,2021-07-30,"Santa Cruz de la Sierra, Saint Barthelemy",Non-Fatal,CP-2889,4.0,,0.0,0.0,0.0,97.0,97.0,Bae: RJ85,Santa Cruz De La Sierra,Saint Barthelemy,100.0,Bae
20001213X27315,MIA89WA071,1988-11-14,"PANAMA CITY, Panama",Non-Fatal,N205PA,0.0,Unknown,0.0,1.0,4.0,222.0,227.0,Airbus300,Panama City,Panama,108.37004405286343,Airbus
20001212X20343,DCA00WA022,2000-01-30,"ABIDJAN, Cote D'ivoire",Fatal(169),,,Unknown,169.0,0.0,10.0,0.0,179.0,Airbus310,Abidjan,Cote D'ivoire,2377.094972067039,Airbus
20051213X01965,CHI05MA111B,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,N368NB,2.0,Turbo Fan,0.0,1.0,7.0,137.0,145.0,Airbus319,Minneapolis,Minnesota,117.24137931034481,Airbus
