Event.Id,Accident.Number,Event.Date,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,People.Count,City,Region,Latitude,Longitude
20080307X00283,DFW08IA074,3/1/08,Non-Fatal,N652SW,2.0,Turbo Fan,0,0,0,244,Boeing: 737-3H4,244,Dallas,Texas,32.7935,-96.7667
20080506X00616,ENG08WA024,3/3/08,Non-Fatal,OB-1843-P,,,0,0,0,54,Boeing: 737-217,54,Cusco,Peru,34.641339,135.562902
20080509X00640,DCA08IA048,3/22/08,Non-Fatal,N921UW,,,0,0,0,180,Boeing: 757-200,180,Richmond,Virginia,37.5295,-77.4756
20080404X00426,DFW08IA087,3/27/08,Non-Fatal,N23661,2.0,Turbo Fan,0,0,0,118,Boeing: 737-524,118,Houston,Texas,29.786,-95.3885
20080722X01094,NYC08CA156,4/7/08,Non-Fatal,N947AN,2.0,Turbo Fan,0,1,1,146,Boeing: 737-823,148,Miami,Florida,25.784,-80.2101
20080422X00526,DCA08RA050,4/15/08,Fatal,9Q-CHN,,,3,0,40,51,Mcdonnell Douglas: DC-9-51,94,Goma,Congo,-1.658501,29.220455
20080506X00598,CHI08IA119,4/24/08,Non-Fatal,N918XJ,2.0,Turbo Fan,0,0,0,80,Bombardier: CL600-2D24,80,Minneapolis,Minnesota,44.9635,-93.2678
20080723X01111,DCA08FA062,5/19/08,Non-Fatal,N720AX,3.0,,0,4,1,157,Mcdonnell Douglas: DC10,162,Pacific Ocean,,-8.783195,-124.508523
20080604X00782,DCA08RA068,5/30/08,Fatal,EI-TAF,,,3,5,0,126,Airbus: A320-233,134,Tegucgalpa,Honduras,14.065049,-87.1715
20081003X16302,DCA08WA072,6/10/08,Fatal,ST-ATN,,,30,0,0,184,Airbus: A310-324,214,Khartoum,Sudan,15.500654,32.559899
20080720X01081,NYC08LA234,6/28/08,Non-Fatal,N725PS,2.0,Turbo Fan,0,0,0,112,Bombardier: CL-600-2C10,112,Charlotte,North Carolina,35.2083,-80.8303
20080709X00995,OPS08IA007,7/3/08,Non-Fatal,N339AT,2.0,,0,0,0,314,Boeing: 737-700,314,Seattle,Washington,47.6211,-122.3244
20080709X00994,OPS08IA008,7/6/08,Non-Fatal,VP-CKW,,,0,0,0,285,Boeing: 737-300,285,New York,New York,40.6943,-73.9249
20080808X01189,CHI08IA182,7/7/08,Non-Fatal,N804ME,2.0,Turbo Fan,0,0,0,51,Mcdonnell Douglas: MD-81,51,St. Louis,Missouri,38.6359,-90.2451
20080813X01238,DCA08WA080,7/14/08,Non-Fatal,5N-BIG,,,0,1,0,46,Boeing: 737-282,47,Port Harcourt,Nigeria,38.627003,-90.199404
20080729X01123,DEN08IA123,7/24/08,Non-Fatal,C-FYJP,2.0,Turbo Fan,0,0,0,99,Airbus: A319-114,99,Denver,Colorado,39.762,-104.8758
20080805X01157,DCA08RA084,7/25/08,Non-Fatal,VH-OJK,,,0,0,0,365,Boeing: 747-400,365,Manila,Philippines,35.8847,-90.1652
20081003X16340,ENG08IA038,8/6/08,Non-Fatal,N666DN,2.0,Turbo Fan,0,0,0,170,Boeing: 757,170,Las Vegas,Nevada,36.2333,-115.2654
20080822X01296,SEA08LA182,8/16/08,Non-Fatal,B-16710,2.0,Turbo Fan,0,0,0,311,Boeing: 777-300,311,San Francisco,California,37.7558,-122.4449
20080825X01307,DCA08RA090,8/20/08,Fatal,EC-HFP,,,154,0,18,0,Boeing: MD-82,172,Madrid,Spain,41.8757,-3.70379
20081003X16307,DCA08WA092,8/24/08,Fatal,Ex-009,,,65,25,0,0,Boeing: 737,90,Bishkek,Kyrgyzstan,42.874621,74.569762
20080829X01354,OPS08IA014,8/28/08,Non-Fatal,UKNOWN,,,0,0,0,159,Boeing: B744,159,Atlantic Ocean,,-14.599413,-28.673146
20080920X01508,DCA08RA097,9/14/08,Fatal,VP-BKO,,,88,0,0,0,Boeing: 737-500,88,Perm,Russia,58.009168,56.226967
20080922X01509,OPS08IA015,9/19/08,Non-Fatal,N506MJ,2.0,,0,0,0,63,Bombardier: CL-600-2C1,63,Allentown,Pennsylvania,40.5961,-75.4756
20081003X42132,MIA08WA200,9/22/08,Non-Fatal,HC-CDT,,,0,63,3,0,Fokker: F28-4000,66,Quito,Ecuador,-0.180653,-78.467838
20081007X03940,CHI08IA292,9/22/08,Non-Fatal,N197AN,2.0,Turbo Fan,0,0,0,192,Boeing: 757-223,192,Chicago,Illinois,41.8375,-87.6866
20081219X65313,ENG08IA042,10/1/08,Non-Fatal,N551WN,2.0,Turbo Fan,0,0,0,133,Boeing: 737,133,Chicago,Illinois,41.8375,-87.6866
20081020X72910,DCA09WA003,10/2/08,Non-Fatal,B-18202,4.0,,0,13,1,151,Boeing: 747,165,Bangkok,Thailand,58.009168,56.226967
20081031X50731,DCA09WA005,10/7/08,Non-Fatal,VH-QPA,2.0,,0,0,22,293,Airbus: A330,315,Learmonth Aerodome,Australia,-22.239906,114.09411
20081105X55127,DCA09WA008,10/16/08,Non-Fatal,YV162T,2.0,,0,0,0,55,Boeing: 737,55,Maiquetia,Venezuela,10.597139,-66.97821
20100304X92243,ENG08WA050,10/18/08,Non-Fatal,D-AXLF,2.0,,0,0,0,189,Boeing: 737,189,Belgrade,Serbia,44.812545,20.46123
20081027X75039,DCA09FA004,10/20/08,Non-Fatal,N448UA,2.0,Turbo Fan,0,0,0,162,Airbus: 320,162,Phoenix,Arizona,33.5722,-112.0892
20081110X15316,WPR09IA033,11/7/08,Non-Fatal,N254WN,2.0,Turbo Fan,0,0,0,51,Boeing: 737-700,51,Salt Lake City,Utah,40.7776,-111.9311
20081201X44308,DCA09IA014,11/26/08,Non-Fatal,N862DA,2.0,Turbo Fan,0,0,0,263,Boeing: 777,263,Bozeman,Montana,45.6833,-111.0558
20081216X41655,CEN09LA093,12/3/08,Non-Fatal,N782NC,2.0,Turbo Fan,0,0,0,57,Mcdonnell Douglas: DC-9-50,57,Madison,Wisconsin,43.0822,-89.393
20081215X14936,DCA09IA018,12/11/08,Non-Fatal,N924DL,2.0,Turbo Jet,0,0,0,153,Mcdonnell Douglas: MD88,153,Greer,South Carolina,34.933,-82.2313
20081223X70710,ANC09IA015,12/20/08,Non-Fatal,N771AS,2.0,Turbo Fan,0,88,0,0,Boeing: 737-4Q8,88,Sitka,Alaska,57.2401,-135.3152
20081221X14648,DCA09MA021,12/21/08,Non-Fatal,N18611,2.0,,0,41,6,68,Boeing: 737-524,115,Denver,Colorado,39.762,-104.8758
20081224X25658,WPR09IA065,12/24/08,Non-Fatal,N516AS,2.0,Turbo Jet,0,0,0,141,Boeing: 737-890,141,Seattle,Washington,47.6211,-122.3244
20081229X80551,DCA09FA022,12/26/08,Non-Fatal,N9617R,2.0,Turbo Fan,0,0,0,129,Mcdonnell Douglas: DC-9-83,129,Los Angeles Intl Airport,California,33.94379,-118.409104
20081229X40417,CEN09LA106,12/27/08,Non-Fatal,N871RW,2.0,Turbo Fan,0,0,1,76,Embraer: ERJ 170-10,77,Kansas City,Missouri,39.1238,-94.5541
20081228X25156,WPR09FA068,12/28/08,Non-Fatal,N585NW,2.0,Turbo Fan,0,0,0,352,Boeing: 757-351,352,Seattle,Washington,47.6211,-122.3244
20090114X61852,DCA09FA025,12/31/08,Non-Fatal,N844MJ,2.0,Turbo Fan,0,0,0,53,Embraer: EMB145,53,New York,New York,40.6943,-73.9249
20090105X01036,ENG09IA002,1/2/09,Non-Fatal,N864DA,2.0,Turbo Fan,0,0,0,257,Boeing: 777,257,Atlanta,Georgia,33.7628,-84.422
20090113X70049,ENG09RA003,1/6/09,Non-Fatal,VN-A143,,,0,0,0,332,Boeing: 777,332,Ho Chi Minh City,Vietnam,10.823099,106.629664
20090115X73226,DCA09MA026,1/15/09,Non-Fatal,N106US,2.0,Turbo Fan,0,0,5,150,Airbus: A320,155,Weehawken,New Jersey,40.766371,-74.025371
20090213X13613,DCA09MA027,2/13/09,Fatal,N200WQ,2.0,Turbo Prop,49,0,0,0,Bombardier: DHC-8-402,49,Clarence Center,New York,43.0085,-78.6309
20090220X30535,DCA09WA029,2/20/09,Non-Fatal,N676NW,,,0,34,4,384,Boeing: 747,422,Tokyo,Japan,35.676423,139.650027
20090306X81752,DCA09WA035,2/23/09,Non-Fatal,PK-LIO,2.0,,0,0,0,162,Mcdonnell Douglas: MD90,162,Batam,Indonesia,1.130078,104.052921
20090225X82204,DCA09RA030,2/25/09,Fatal,TC-JGE,2.0,,9,53,27,45,Boeing: B737-800,134,Amsterdam,Netherlands,52.367573,4.904139
20090306X84920,DCA09WA036,2/27/09,Non-Fatal,PK-YTX,2.0,,0,0,0,131,Boeing: 737,131,,United States,37.09024,-95.712891
20090305X25029,DCA09WA034,3/4/09,Non-Fatal,FGSPD,2.0,,0,0,2,275,Boeing: 777,277,Niigata,Japan,37.517839,138.926979
20090414X52749,DCA09WA044,3/25/09,Non-Fatal,LV-VBZ,,,0,0,0,71,Mcdonnell Douglas: MD88,71,Trelew,Argentina,-43.249302,-65.307635
20090401X82602,ERA09LA224,3/28/09,Non-Fatal,N941DL,2.0,Turbo Jet,0,0,1,136,Mcdonnell Douglas: MD88,137,Atlanta,Georgia,33.7628,-84.422
20090421X81417,CEN09LA256,4/18/09,Non-Fatal,N27722,2.0,Turbo Jet,0,3,1,105,Boeing: 737-724,109,Mcallen,Texas,26.2252,-98.2467
20090424X50554,DCA09FA045,4/20/09,Non-Fatal,CN-RNT,2.0,Turbo Fan,0,0,0,220,Boeing: 767,220,New York,New York,40.6943,-73.9249
20090505X04553,DCA09FA047,5/4/09,Non-Fatal,N311US,2.0,Turbo Fan,0,4,0,150,Airbus: A320,154,Denver,Colorado,39.762,-104.8758
20090507X00926,DCA09FA048,5/6/09,Non-Fatal,N139WA,3.0,Turbo Fan,0,11,1,168,Boeing: DC-10,180,Baltimore,Maryland,39.3051,-76.6144
20090513X31333,CEN09IA294,5/13/09,Non-Fatal,N371SW,2.0,Turbo Fan,0,2,0,51,Boeing: 737,53,Houston,Texas,29.786,-95.3885
20090724X12005,ERA09LA418,5/16/09,Non-Fatal,N657DL,2.0,Turbo Fan,0,4,1,184,Boeing: 757,189,Cuba,Cuba,38.0671,-91.4057
20090527X25328,DCA09CA051,5/20/09,Non-Fatal,N129DL,2.0,Turbo Fan,0,4,1,263,Boeing: 767 332,268,San Juan,Puerto Rico,18.3985,-66.061
20090522X80352,WPR09LA255,5/21/09,Non-Fatal,N843AE,2.0,,0,0,0,47,Embraer: EMB-135,47,Los Angeles,California,34.1141,-118.4068
20090624X02042,DCA09IA055,5/22/09,Non-Fatal,PT-MVB,2.0,Turbo Fan,0,0,0,176,Airbus: A330,176,Los Cayes,Haiti,18.204285,-73.753669
20090601X72555,DCA09RA052,6/1/09,Fatal,F-GZCP,2.0,,228,0,0,0,Airbus: A330,228,Atlantic,France,41.3958,-95.0136
20090604X25647,OPS09IA006,6/1/09,Non-Fatal,,2.0,,0,0,0,324,Mcdonnell Douglas: MD80,324,Chicago,Illinois,41.8375,-87.6866
20090612X13814,OPS09IA007,6/3/09,Non-Fatal,N16963,2.0,Turbo Fan,0,0,0,163,Embraer: EMB-145LR,163,Cleveland,Ohio,41.4764,-81.6805
20090626X74656,DCA09WA058,6/5/09,Non-Fatal,JA-613J,2.0,,0,0,0,210,Boeing: 767,210,Taipei,Taiwan,25.032964,121.565427
20090610X65600,ENG09IA007,6/10/09,Non-Fatal,N570UA,2.0,Turbo Jet,0,0,0,192,Boeing: 757-222,192,Denver,Colorado,39.762,-104.8758
20090629X84637,DCA09WA062,6/19/09,Non-Fatal,SP-LPA,2.0,,0,0,0,216,Boeing: 767,216,North Bay,Canada,42.7644,-87.7812
20090706X72654,DCA09IA064,6/23/09,Non-Fatal,N805NW,2.0,Turbo Fan,0,0,0,217,Airbus: A330-323,217,Kagoshima,Japan,31.596854,130.557139
20090806X31035,OPS09IA009,6/26/09,Non-Fatal,N375PH,2.0,Turbo Prop,0,0,0,66,Bombardier: DHC-8-202,66,Cleveland,Ohio,41.4764,-81.6805
20090628X32005,DCA09WA063,6/29/09,Fatal,7O-ADJ,2.0,,152,0,1,0,Airbus: A310,153,Moroni,China,39.527,-111.583
20090712X94532,ERA09LA396,7/10/09,Non-Fatal,N606JB,2.0,Turbo Fan,0,2,2,149,Airbus: A320-232,153,Fort Myers,Florida,26.6194,-81.8302
20090724X34459,CEN09LA461,7/11/09,Non-Fatal,N120HQ,2.0,Turbo Fan,0,0,1,83,Embraer: ERJ 170-20,84,Indianapolis,Indiana,39.7771,-86.1458
20090714X83900,DCA09FA065,7/13/09,Non-Fatal,N387SW,2.0,,0,0,0,131,Boeing: 737,131,Charleston,West Virginia,32.8168,-79.9687
20090728X71721,DCA09FA068,7/27/09,Non-Fatal,N135HQ,2.0,Turbo Fan,0,1,1,85,Embraer: EMB170,87,Norfolk,Virginia,36.8945,-76.259
20090810X21314,DCA09IA071,8/3/09,Non-Fatal,N76156,2.0,Turbo Jet,0,33,0,146,Boeing: 767-224,179,Bavaro,Dominican Republic,18.685339,-68.450145
20090811X50316,DCA09WA072,8/10/09,Non-Fatal,JA56AN,2.0,Turbo Fan,0,0,0,153,Boeing: 737,153,Tokyo,Japan,35.676423,139.650027
20090828X61756,ERA09LA488,8/27/09,Non-Fatal,N994AT,2.0,Turbo Jet,0,0,1,85,Boeing: 717-200,86,Inverness,Florida,42.1153,-88.1019
20090909X82446,ENG09IA014,9/8/09,Non-Fatal,N670SW,2.0,Turbo Fan,0,0,0,142,Boeing: 737,142,Los Angeles,California,34.1141,-118.4068
20090921X73211,ENG09IA018,9/18/09,Non-Fatal,N66051,2.0,,0,0,0,235,Boeing: 767,235,Newark,New Jersey,40.7245,-74.1725
20091028X00540,ENG10WA002,9/29/09,Non-Fatal,EI-DWD,2.0,,0,0,0,171,Boeing: 737,171,Trapani,Italy,37.889122,12.473165
20091020X14635,ERA10CA022,10/5/09,Non-Fatal,N156DL,2.0,Turbo Fan,0,0,1,231,Boeing: 767-3P6,232,Unknown,Argentina,-38.416097,-63.616672
20091020X05636,OPS10IA001,10/19/09,Non-Fatal,N185DN,2.0,Turbo Fan,0,0,0,194,Boeing: 767,194,Atlanta,Georgia,33.63615,-84.429376
20091028X64340,DCA10WA003,10/19/09,Non-Fatal,G-CELI,,,0,0,0,102,Boeing: 737,102,Manchester,United Kingdom,53.480759,-2.24263
20091022X00120,DCA10IA001,10/21/09,Non-Fatal,N374NW,2.0,Turbo Fan,0,0,0,152,Airbus: A320,152,Minneapolis,Minnesota,44.9635,-93.2678
20091030X64143,ERA10LA041,10/26/09,Non-Fatal,N935AT,2.0,Turbo Fan,0,1,1,120,Boeing: 717-200,122,Pleasant Grove,North Carolina,40.3716,-111.7412
20091102X82140,WPR10LA044,11/2/09,Non-Fatal,N909DA,2.0,Turbo Jet,0,0,0,70,Mcdonnell Douglas: MD-90-30,70,Phoenix,Arizona,33.5722,-112.0892
20091117X55556,CEN10IA053,11/15/09,Non-Fatal,N924FR,2.0,Turbo Fan,0,0,0,130,Airbus: A319-111,130,Kansas City,Missouri,39.1238,-94.5541
20091124X94107,DCA10FA012,11/19/09,Non-Fatal,N209UA,2.0,Turbo Fan,0,1,1,198,Boeing: 777-200,200,New Market,West Virginia,38.6459,-78.6709
20091214X41802,DCA10IA015,12/14/09,Non-Fatal,N483A,2.0,,0,0,0,115,Boeing: MD,115,Charlotte,North Carolina,35.2083,-80.8303
20091228X15816,CEN10IA084,12/26/09,Non-Fatal,N494AE,2.0,Turbo Prop,0,0,0,45,Atr: ATR72,45,Dallas,Texas,32.7935,-96.7667
20100107X40353,DCA10WA019,1/4/10,Non-Fatal,EI-DAK,2.0,,0,5,0,148,Boeing: 737,153,Hahn,Germany,49.942903,7.262953
20100112X10853,DCA10IA021,1/10/10,Non-Fatal,N816UA,2.0,Turbo Jet,0,3,0,50,Airbus: A319-131,53,Newark,New Jersey,40.7245,-74.1725
20100114X11754,ENG10IA010,1/12/10,Non-Fatal,N434AT,2.0,Turbo Prop,0,0,0,48,Atr: ATR72,48,St. Croix,US Virgin Islands,17.724597,-64.834799
20100129X00036,DCA10WA026,1/19/10,Non-Fatal,PK-LFM,2.0,,0,0,0,209,Boeing: 737,209,Padang,Indonesia,-0.947083,100.417181
20100126X35439,DCA10RA023,1/25/10,Fatal,ET-ANB,2.0,,90,0,0,0,Boeing: 737,90,Beirut,Lebanon,33.893791,35.501777
20100216X20235,WPR10LA134,2/13/10,Non-Fatal,N221WN,2.0,Turbo Fan,0,1,1,83,Boeing: 737-7H4,85,Santa Clarita,California,34.4175,-118.4964
20100305X52436,DCA10WA035,2/13/10,Non-Fatal,PK-YTR,2.0,,0,0,0,125,Boeing: 737,125,Surabaya,Indonesia,-7.257472,112.752088
20100222X84927,DCA10CA032,2/19/10,Non-Fatal,N173UA,4.0,Turbo Fan,0,25,1,236,Boeing: 747,262,Anchorage,Alaska,61.1508,-149.1091
20111122X95137,DCA12WA015,3/1/10,Non-Fatal,EIDYI,,,0,0,0,146,Boeing: 737,146,Brussels,Belgium,38.9483,-90.5887
20100312X84023,ERA10CA174,3/11/10,Non-Fatal,N319NB,2.0,Turbo Fan,0,2,1,114,Airbus: A319-100,117,Titusville,Florida,28.5727,-80.8193
20100315X12046,CEN10IA157,3/13/10,Non-Fatal,N16561,2.0,Turbo Fan,0,0,0,45,Embraer: EMB-145LR,45,Chicago,Illinois,41.8375,-87.6866
20100330X00627,OPS10IA020,3/27/10,Non-Fatal,N216UA,2.0,Turbo Fan,0,0,0,268,Boeing: 777-222,268,San Francisco,California,37.7558,-122.4449
20100503X82523,ENG10IA026,4/5/10,Non-Fatal,N535JB,2.0,Turbo Fan,0,0,0,140,Airbus: A320,140,Newark,New Jersey,40.7245,-74.1725
20100412X21857,DCA10WA049,4/8/10,Non-Fatal,B-HOV,4.0,,0,0,0,326,Boeing: 747,326,Paris,France,33.6688,-95.546
20100410X34740,WPR10FA199,4/10/10,Non-Fatal,N624SW,2.0,Turbo Fan,0,0,0,109,Boeing: 737-3H4,109,Los Angeles,California,34.1141,-118.4068
20100414X04022,DCA10WA052,4/13/10,Non-Fatal,N380AN,2.0,Turbo Fan,0,5,0,140,Boeing: 767-323,145,Keflavik,Iceland,63.999755,-22.558272
20100423X02633,CEN10LA220,4/17/10,Non-Fatal,N461AA,2.0,Turbo Fan,0,0,1,83,Mcdonnell Douglas: DC-9-82(MD-82),84,Chicago,Illinois,41.8375,-87.6866
20100423X01836,CEN10IA219,4/18/10,Non-Fatal,N160GJ,2.0,Turbo Fan,0,0,0,70,Bombardier: CL-600-2C10,70,Kansas City,Missouri,39.1238,-94.5541
20100503X92217,OPS10IA132,4/28/10,Non-Fatal,N242WN,2.0,Turbo Fan,0,0,0,140,Boeing: 737-7H4,140,Houston,Texas,29.786,-95.3885
20100507X94749,CEN10LA240,4/30/10,Non-Fatal,N320AA,2.0,Turbo Fan,0,5,1,172,Boeing: 767,178,Fort Dodge,Iowa,42.5098,-94.1751
20100511X03836,DCA10WA057,5/5/10,Non-Fatal,HK4536,2.0,,0,0,0,41,Embraer: EMB145,41,Mitu,Colombia,1.252174,-70.233618
20100507X70356,DCA10WA056,5/7/10,Non-Fatal,N128UA,4.0,Turbo Fan,0,0,0,246,Boeing: 747-422,246,Sydney,Australia,-33.86882,151.209296
20100512X53621,DCA10RA059,5/12/10,Fatal,5A-ONG,,Turbo Fan,103,0,1,0,Airbus: A330,104,Tripoli,Libya,42.8083,-92.2578
20100517X92932,ENG10IA029,5/17/10,Non-Fatal,N510UA,2.0,Turbo Fan,0,0,0,112,Boeing: 757,112,Chantilly,Virginia,38.8868,-77.4453
20100525X02508,OPS10IA196,5/21/10,Non-Fatal,N810AW,2.0,Turbo Jet,0,0,0,140,Airbus: A319-132,140,Anchorage,Alaska,61.1508,-149.1091
20100522X50538,DCA10RA063,5/22/10,Fatal,VT-AXV,2.0,,158,0,7,1,Boeing: 737,166,Manglaore,India,12.914142,74.855957
20100525X31845,DCA10FA064,5/25/10,Non-Fatal,N794UA,2.0,,0,0,2,209,Boeing: 777,211,Kujalleq,Greenland,61.385067,-44.431903
20100606X02721,ERA10LA299,6/5/10,Non-Fatal,N277AY,2.0,Turbo Fan,0,0,0,454,Airbus: A330-323,454,Charlotte,North Carolina,35.2083,-80.8303
20100628X25535,DCA10WA071,6/6/10,Non-Fatal,CN-RMF,2.0,,0,0,0,162,Boeing: 737,162,Amsterdam,Netherlands,52.313025,4.772478
20100714X03542,DCA10WA074,6/7/10,Non-Fatal,EI-DAX,,,0,0,1,167,Boeing: 737,168,Girona,Spain,41.979401,2.821426
20100617X93422,ENG10WA035,6/15/10,Non-Fatal,G-YMMP,,,0,0,0,214,Boeing: 777,214,Amsterdam,Netherlands,42.942,-74.1906
20100701X93344,CEN10LA363,6/28/10,Non-Fatal,N601DW,2.0,Turbo Fan,0,3,2,40,Embraer: EMB-145LR,45,Pioneer,Louisiana,38.4337,-120.586
20100719X80209,DCA10FA076,7/15/10,Non-Fatal,N184DN,2.0,,0,0,1,201,Boeing: 767,202,Pacific Ocean,,-8.783195,-124.508523
20100720X43639,ENG10IA041,7/18/10,Non-Fatal,N990DL,2.0,Turbo Fan,0,0,0,111,Mcdonnell Douglas: MD-88,111,Atlanta,Georgia,33.7628,-84.422
20100824X84240,DCA10WA086,7/22/10,Non-Fatal,B-18612,2.0,,0,0,0,96,Boeing: 737,96,Taipei,Taiwan,25.032964,121.565427
20100803X33417,DCA10WA081,7/28/10,Fatal,AP-BCB,2.0,Turbo Fan,157,0,0,0,Airbus: A321,157,Islamabad,Pakistan,33.68442,73.047885
20100806X53016,DCA10IA082,8/4/10,Non-Fatal,N644UA,2.0,Turbo Fan,0,6,0,184,Boeing: 767-322,190,Chicago,Illinois,41.8375,-87.6866
20100809X75512,DCA10LA083,8/9/10,Non-Fatal,N856RW,,Turbo Jet,0,0,1,73,Embraer: ERJ 170 100 SE,74,Summit,Mississippi,40.7154,-74.3647
20100811X20501,WPR10LA395,8/10/10,Non-Fatal,N14105,2.0,Turbo Fan,0,0,0,50,Embraer: EMB-145XR,50,Salt Lake City,Utah,40.7776,-111.9311
20100816X82039,DCA10RA085,8/16/10,Fatal,HK-4682,2.0,Turbo Fan,1,67,17,42,Boeing: 737,127,San Andres Island,Colombia,12.576855,-81.705052
20100901X01739,DCA10FA090,8/17/10,Non-Fatal,G-BNWU,2.0,,0,0,1,193,Boeing: 767,194,Dulles,Virginia,38.963911,-77.449627
20100825X10814,DCA10WA087,8/24/10,Fatal,B-3130,,Turbo Fan,42,47,7,0,Embraer: ERJ190,96,Yichun,China,27.81443,114.41612
20100827X20401,WPR10IA430,8/26/10,Non-Fatal,N590JB,2.0,Turbo Fan,0,7,0,84,Airbus: A320-232,91,Sacramento,California,38.5677,-121.4685
20100908X20427,OPS10IA538,9/4/10,Non-Fatal,N907WN,2.0,Turbo Fan,0,0,0,133,Boeing: 737-7H4,133,Los Angeles,California,34.1141,-118.4068
20100916X50512,OPS10IA574,9/16/10,Non-Fatal,N122US,2.0,Turbo Fan,0,0,0,190,Airbus: A320-214,190,Minneapolis,Minnesota,44.9635,-93.2678
20111031X44724,ENG12RA005,9/24/10,Non-Fatal,EI-EDM,,,0,35,0,95,Airbus: A319 - 132,130,Palermo,Italy,38.115692,13.361486
20101004X00504,DCA11WA001,10/2/10,Non-Fatal,TC-TJF,,,0,0,0,173,Boeing: 737,173,Amsterdam,Netherlands,42.942,-74.1906
20101006X00507,ERA11CA010,10/4/10,Non-Fatal,N414ZW,2.0,Turbo Fan,0,0,1,52,Bombardier: CL-600-2B19,53,New York,New York,40.6943,-73.9249
20101019X33258,WPR11IA019,10/18/10,Non-Fatal,N938SW,2.0,Turbo Fan,0,0,0,53,Bombardier: CL-600-2B19,53,Phoenix,Arizona,33.5722,-112.0892
20101027X04916,DCA11FA004,10/27/10,Non-Fatal,N626AA,2.0,Turbo Fan,0,0,0,160,Boeing: 757-223,160,Miami,Florida,25.784,-80.2101
20101031X30917,ERA11LA044,10/29/10,Non-Fatal,C-FWAQ,2.0,Turbo Fan,0,0,0,142,Boeing: 737,142,Fort Lauderdale,Florida,26.1412,-80.1464
20101103X34855,ERA11CA046,11/2/10,Non-Fatal,N454SW,2.0,Turbo Fan,0,0,0,41,Bombardier: CL-600-2B19,41,Pittsburgh,Pennsylvania,40.4397,-79.9763
20101108X84714,WPR11LA042,11/8/10,Non-Fatal,N422QX,2.0,Turbo Prop,0,0,0,77,Bombardier: DHC-8-402,77,Los Angeles,California,34.1141,-118.4068
20101116X51712,CEN11LA072,11/15/10,Non-Fatal,N604CZ,2.0,Turbo Fan,0,0,0,80,Embraer: ERJ 170-200 LR,80,Minneapolis,Minnesota,44.9635,-93.2678
20101203X60119,CEN11LA092,11/23/10,Non-Fatal,N678AE,2.0,Turbo Fan,0,0,1,48,Embraer: EMB-145LR,49,Madison,Wisconsin,43.0822,-89.393
20101124X20432,WPR11LA058,11/24/10,Non-Fatal,N614SK,2.0,Turbo Fan,0,0,0,69,Bombardier: CL-600-2C10,69,Salt Lake City,Utah,40.7776,-111.9311
20101206X61618,DCA11WA010,12/1/10,Non-Fatal,N901AN,2.0,Turbo Fan,0,0,0,111,Boeing: 737-823,111,Montreal,Canada,46.4312,-90.2382
20101203X90900,WPR11LA071,12/3/10,Non-Fatal,N584HA,2.0,Turbo Fan,0,2,1,181,Boeing: 767,184,Pago Pago,American Samoa,-14.273273,-170.703058
20101208X01208,ENG11WA006,12/6/10,Non-Fatal,D2-TEF,2.0,Turbo Fan,0,0,0,137,Boeing: 777,137,Lisbon,Portugal,44.0289,-70.1076
20110113X40141,DCA11WA017,12/8/10,Non-Fatal,PR-WJU,,,0,0,0,125,Boeing: B737,125,Brasilia,Brazil,-15.797515,-47.891887
20101210X92343,OPS11IA173,12/9/10,Non-Fatal,N3731T,2.0,Turbo Jet,0,0,0,92,Boeing: 737-832,92,Covington,Kentucky,39.0334,-84.5166
20110113X40638,DCA11WA018,12/13/10,Non-Fatal,PR-WJO,2.0,,0,0,0,132,Boeing: 737,132,Rio De Janiero,Brazil,-22.906847,-43.172896
20101220X14621,DCA11CA014,12/18/10,Non-Fatal,N913WN,2.0,Turbo Fan,0,0,0,222,Boeing: 737-7H4,222,Philadelphia,Pennsylvania,40.0077,-75.1339
20110105X33913,ENG11IA011,12/25/10,Non-Fatal,N248WN,2.0,Turbo Fan,0,0,0,122,Boeing: 737,122,San Francisco,California,37.7558,-122.4449
20101229X22154,DCA11IA015,12/29/10,Non-Fatal,N668AA,2.0,Turbo Fan,0,0,0,185,Boeing: 757-223,185,Jackson Hole,Wyoming,43.612255,-110.705429
20110502X93814,DCA11FA050,1/3/11,Non-Fatal,N831NN,2.0,Turbo Fan,0,0,0,165,Boeing: 737-823,165,Los Angeles,California,34.1141,-118.4068
20110214X93523,DCA11WA026,1/14/11,Non-Fatal,C-GHLQ,2.0,,0,8,7,88,Boeing: 767,103,Atlantic Ocean,Canada,53.650422,-50.485854
20110218X13630,WPR11LA139,2/10/11,Non-Fatal,JA603J,2.0,Turbo Jet,0,6,1,243,Boeing: 767-300,250,Ni'ihau,Hawaii,21.892143,-160.157488
20110222X14949,DCA11WA028,2/14/11,Non-Fatal,PK-LFI,2.0,,0,0,0,216,Boeing: 737,216,Pekanbaru,Indonesia,0.507068,101.447779
20110222X15822,DCA11WA029,2/15/11,Non-Fatal,PK-LHH,2.0,,0,0,0,226,Boeing: 737,226,Pekanbaru,Indonesia,0.507068,101.447779
20110317X95254,DCA11WA033,2/16/11,Non-Fatal,HZ-AIS,,,0,0,0,278,Boeing: 747,278,Madinah,Saudi Arabia,24.524654,39.569184
