Event.Id,Accident.Number,Event.Date,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,People.Count,City,Region,Latitude,Longitude
20170710X52551,NYC79AA106,9/17/79,Non-Fatal,CF-TLU,2.0,Turbo Fan,0,0,1,44,Mcdonnell Douglas: DC9,45,Boston,Massachusetts,42.3188,-71.0852
20020917X01897,CHI82IA026,1/12/82,Incident,N31031,3.0,Turbo Fan,0,0,0,149,Lockheed: L-1011,149,Chicago,Illinois,41.8375,-87.6866
20020917X01909,DCA82AA013,1/23/82,Fatal(2),N113WA,3.0,Turbo Fan,2,4,24,182,Mcdonnell Douglas: DC-10-30,212,Boston,Massachusetts,42.3188,-71.0852
20020917X01910,DCA82AA014,2/3/82,Non-Fatal,N1814U,3.0,Turbo Fan,0,1,0,154,Mcdonnell Douglas: DC-10-10,155,Philadelphia,Pennsylvania,40.0077,-75.1339
20020917X02336,LAX82IA075,2/15/82,Incident,N73717,2.0,Turbo Jet,0,0,0,119,Boeing: B737-2H4,119,Ontario,California,34.0393,-117.6064
20020917X02151,FTW82IA062,2/19/82,Incident,XAMEJ,3.0,Turbo Jet,0,0,0,83,Boeing: B-727-200,83,Harlingen,Texas,26.1916,-97.6977
20020917X02338,LAX82IA103,3/10/82,Incident,N778JA,2.0,Turbo Fan,0,0,0,68,Mcdonnell Douglas: DC-9-82,68,Long Beach,California,33.7977,-118.167
20020917X01904,CHI82IA117,4/9/82,Incident,N7627U,3.0,Turbo Fan,0,0,0,108,Boeing: 727-200,108,Youngstown,Ohio,41.0993,-80.6463
20020917X02079,FTW82DA139,4/18/82,Non-Fatal,N32717,3.0,Turbo Fan,0,0,0,68,Boeing: 727-200,68,Austin,Texas,30.3005,-97.7522
20020917X02421,MIA82IA102,4/20/82,Incident,N333EA,3.0,Turbo Fan,0,0,0,152,Lockheed: L-1011,152,Miami,Florida,25.784,-80.2101
20020917X02737,ATL82DA142,5/22/82,Non-Fatal,N9356,2.0,Turbo Jet,0,1,0,56,Mcdonnell Douglas: DC-9-15F,57,Memphis,Tennessee,35.1087,-89.9663
20020917X03653,LAX82FA195,5/26/82,Non-Fatal,N1833U,3.0,Turbo Fan,0,0,25,113,Mcdonnell Douglas: DC10-10,138,San Francisco,California,37.7558,-122.4449
20020917X03237,DEN82IA098,5/27/82,Incident,N8088U,4.0,Turbo Jet,0,0,17,129,Mcdonnell Douglas: DC-8-61,146,Goshen,Indiana,41.5743,-85.8309
20020917X04018,NYC82FA110,5/29/82,Non-Fatal,N801EV,4.0,Turbo Fan,0,1,1,109,Mcdonnell Douglas: DC8-52,111,Atlantic Ocean,,-14.599413,-28.673146
20020917X04180,SEA82IA101,7/5/82,Incident,N919RW,2.0,Turbo Fan,0,0,0,84,Mcdonnell Douglas: DC-9-31,84,Boise,Idaho,43.6005,-116.2308
20020917X04065,NYC82IA137,7/5/82,Incident,CGAAA,3.0,Turbo Fan,0,0,0,74,Boeing: 727-233,74,Flushing,New York,43.0637,-83.8403
20020917X03515,LAX82AA259,7/16/82,Non-Fatal,N1815U,3.0,Turbo Fan,0,7,19,142,Mcdonnell Douglas: DC-10-10,168,Morton,Wyoming,40.6135,-89.4669
20020917X04067,NYC82IA170,7/28/82,Incident,N64323,3.0,Turbo Fan,0,0,0,129,Boeing: 727-231,129,Flushing,New York,43.0637,-83.8403
20020917X03240,DEN82IA154,8/5/82,Incident,N7356F,2.0,Turbo Fan,0,0,0,102,Boeing: 737-291,102,Denver,Colorado,39.762,-104.8758
20020917X03729,LAX82IA309,8/21/82,Incident,N104WA,3.0,Turbo Fan,0,0,0,393,Mcdonnell Douglas: DC-10-30F,393,Honolulu,Hawaii,21.3294,-157.846
20020917X04491,DCA82IA031,9/2/82,Incident,N288WA,3.0,Turbo Fan,0,1,1,128,Boeing: 727,130,"Washington, D.C.",,38.9047,-77.0163
20020917X04495,DCA83IA002,10/18/82,Incident,N536TX,2.0,Turbo Fan,0,0,0,65,Mcdonnell Douglas: DC-9-30,65,Houston,Texas,29.786,-95.3885
20020917X04699,FTW83LA033,11/2/82,Non-Fatal,N55SW,2.0,Turbo Fan,0,1,0,67,Boeing: 737-200,68,Austin,Texas,30.3005,-97.7522
20020917X04534,DEN83FA021,11/18/82,Non-Fatal,N68056,3.0,Turbo Fan,0,0,0,136,Mcdonnell Douglas: DC-10,136,Denver,Colorado,39.762,-104.8758
20020917X04910,MIA83FA036,11/27/82,Non-Fatal,HK284,4.0,Turbo Fan,0,0,0,116,Boeing: 707-323C,116,Miami,Florida,25.784,-80.2101
20020917X04570,DEN83LA026,12/9/82,Non-Fatal,N7346F,2.0,Turbo Fan,0,0,0,57,Boeing: 737-291,57,Denver,Colorado,39.762,-104.8758
20020917X04437,CHI83IA063,12/18/82,Incident,N9344,2.0,Turbo Fan,0,0,0,51,Mcdonnell Douglas: DC9-30,51,Pellston,Michigan,45.5519,-84.783
20020917X04672,FTW83IA086,12/26/82,Incident,N6810,3.0,Turbo Fan,0,0,0,58,Boeing: 727-223,58,Memphis,Tennessee,35.1087,-89.9663
20020917X04343,ATL83IA085,12/28/82,Incident,N752N,2.0,Turbo Jet,0,0,0,73,Boeing: 737-222,73,"Washington, D.C.",,38.9047,-77.0163
20020917X04671,FTW83IA072,12/30/82,Incident,N137AA,3.0,Turbo Fan,0,0,14,203,Mcdonnell Douglas: DC-10-30,217,Thermal,California,33.6262,-116.1309
20001214X42478,LAX83IA149B,3/18/83,Incident,N323EA,3.0,Turbo Fan,0,0,0,588,Lockheed: L-1011,588,Los Angeles,California,34.1141,-118.4068
20001214X42478,LAX83IA149A,3/18/83,Incident,9VSQQ,4.0,Turbo Fan,0,0,0,588,Boeing: 747,588,Los Angeles,California,34.1141,-118.4068
20001214X44248,MIA83IA210,8/21/83,Incident,N69NA,3.0,Turbo Fan,0,0,0,289,Mcdonnell Douglas: DC-10-10,289,Norfolk,Virginia,36.8945,-76.259
20001214X45013,CHI84IA041,11/8/83,Incident,N898AA,3.0,Turbo Fan,0,0,0,100,Boeing: 727-200,100,Chicago,Illinois,41.8375,-87.6866
20001214X39980,LAX84LA349,6/11/84,Non-Fatal,N501PA,3.0,Turbo Fan,0,0,0,157,Lockheed: L-1011-385-3,157,Los Angeles,California,34.1141,-118.4068
20001213X33489,BFO86IA031A,5/30/86,Incident,N1310T,2.0,Turbo Fan,0,0,0,69,Mcdonnell Douglas: DC-9-31,69,Calverton,New York,39.0578,-76.9488
20001213X30244,FTW87RA066,2/14/87,Fatal(1),N712PC,4.0,Turbo Jet,1,0,3,131,Boeing: 707-323B,135,Durango,Mexico,24.02772,-104.653176
20001213X25535,MIA88WA161,4/16/88,Non-Fatal,N510EA,2.0,Unknown,0,1,0,192,Boeing: 757-225,193,San Jose,Costa Rica,37.3012,-121.848
20001213X25661,DCA88IA056,5/2/88,Incident,N157UA,4.0,Turbo Fan,0,0,0,258,Boeing: 747-123,258,Nr Tokyo,Japan,35.676423,139.650027
20001213X27315,MIA89WA071,11/14/88,Non-Fatal,N205PA,0.0,Unknown,0,1,4,222,Airbus: A-300B4-203,227,Panama City,Panama,30.1995,-85.6003
20001213X27446,LAX89LA068,12/23/88,Non-Fatal,N146UA,4.0,Turbo Fan,0,1,1,220,Boeing: 747SP-21,222,Midway Islands,Pacific Ocean,28.207217,-177.373493
20001212X17360,NYC91IA137,6/6/91,Incident,N750UA,3.0,Turbo Fan,0,0,0,156,Boeing: 727-214,156,Boston,Massachusetts,42.3188,-71.0852
20001211X14270,DCA92MA025,3/22/92,Fatal(27),N485US,2.0,Turbo Fan,27,9,12,3,Fokker: 28-4000,51,Flushing,New York,43.0637,-83.8403
20001211X15125,DCA92MA044,7/30/92,Non-Fatal,N11002,3.0,Turbo Fan,0,1,9,282,Lockheed: L-1011-385-1,292,Jamaica,New York,41.8454,-94.307
20001207X03162,MIA95LA086A,3/12/95,Non-Fatal,N724DA,3.0,Turbo Fan,0,0,0,339,Lockheed: L-1011-385,339,San Juan,Puerto Rico,18.3985,-66.061
20001207X03162,MIA95LA086B,3/12/95,Non-Fatal,N376MQ,2.0,Turbo Prop,0,0,0,339,Short Brothers: SD3-60,339,San Juan,Puerto Rico,18.3985,-66.061
20001207X03526,NYC95IA114B,5/19/95,Incident,N13624,2.0,Turbo Fan,0,0,0,288,Boeing: 737-500,288,Newark,New Jersey,40.7245,-74.1725
20001207X03526,NYC95IA114A,5/19/95,Incident,LNRCK,2.0,Turbo Fan,0,0,0,288,Boeing: 767-383ER,288,Newark,New Jersey,40.7245,-74.1725
20001207X04990,DCA96RA020,12/20/95,Fatal(160),N651AA,,Unknown,160,4,0,0,Boeing: B757,164,Buga,Colombia,3.894605,-76.305577
20001208X06203,DCA96MA068,7/6/96,Fatal(2),N927DA,2.0,Turbo Jet,2,2,3,137,Mcdonnell Douglas: MD-88,144,Pensacola,Florida,30.4413,-87.1911
20001208X06865,DCA97WA004,10/31/96,Fatal(97),,,Unknown,97,4,2,0,Fokker: 100,103,Sao Paulo,Brazil,23.555771,-46.639557
20001208X07016,DCA97WA005,11/6/96,Incident,N271W,,Unknown,0,0,0,282,Mcdonnell Douglas: MD-11,282,Buenos Aires,Argentina,-34.603684,-58.381559
20001208X07017,DCA97WA011,11/23/96,Fatal(125),,,Unknown,125,44,2,4,Boeing: 767,175,Comorso Islands,,-12.172532,44.246439
20010711X01386,DCA97WA029,2/15/97,Incident,,,,0,0,0,63,Boeing: 737,63,Panama City,Panama,30.1995,-85.6003
20001208X07906,FTW97LA177,5/4/97,Non-Fatal,N217US,2.0,Turbo Jet,0,1,0,96,Boeing: 737-201,97,Denver,Colorado,39.762,-104.8758
20001208X07896,DCA97WA047A,5/14/97,Non-Fatal,,4.0,Turbo Fan,0,0,0,573,Boeing: 747-400,573,London,United Kingdom,39.8935,-83.4375
20001208X07896,DCA97WA047B,5/14/97,Non-Fatal,N770UA,2.0,Turbo Fan,0,0,0,573,Boeing: B777,573,London,United Kingdom,39.8935,-83.4375
20001208X08067,ATL97WA079,6/3/97,Non-Fatal,N651UA,,Unknown,0,1,0,122,Boeing: 767-300,123,Asuncion,Paraguay,-25.26374,-57.575926
20001208X08313,CHI97IA212,7/12/97,Incident,N9348,2.0,Turbo Jet,0,0,0,75,Mcdonnell Douglas: DC-9-15,75,Memphis,Tennessee,35.1087,-89.9663
20001208X08714,MIA97WA226,8/2/97,Fatal(1),N12114,,Unknown,1,0,0,149,Boeing: 757-200,150,Lima,Peru,-12.046373,-77.042754
20001208X08606,DCA97MA058,8/6/97,Fatal(228),H7468,4.0,Turbo Fan,228,26,0,0,Boeing: 747-300,254,Nimitz Hill,Guam,13.4625,144.730556
20001208X09165,DCA98WA039,11/23/97,Incident,,,Unknown,0,0,0,138,Mcdonnell Douglas: MD-83,138,Paris,France,33.6688,-95.546
20001211X09413,DCA98RA016,1/9/98,Non-Fatal,N653UA,,Turbo Fan,0,1,4,87,Boeing: 767-322ER,92,London,United Kingdom,39.8935,-83.4375
20001211X09650,DCA98WA027,3/3/98,Non-Fatal,,,Unknown,0,0,0,51,Fokker: F-100,51,Mexico City,Mexico,19.24647,-99.10135
20001211X09657,DCA99WA029,3/8/98,Incident,N68065,,Unknown,0,0,0,253,Mcdonnell Douglas: DC-10-30,253,Manchester,United Kingdom,42.9848,-71.4447
20001211X10281,DCA98WA051,6/6/98,Non-Fatal,,,Unknown,0,0,0,173,Mcdonnell Douglas: MD-83,173,Antalya,Turkey,36.896891,30.713323
20001211X11042,DCA99WA003,9/12/98,Incident,,,Unknown,0,0,0,200,Boeing: 767,200,,Vietnam,14.058324,108.277199
20001211X11485,MIA99WA029,11/11/98,Non-Fatal,N784UA,,Turbo Fan,0,1,0,227,Boeing: 777-222B,228,Concepcion,Bolivia,27.3951,-98.3556
20001211X11543,DCA99WA027,12/28/98,Incident,,,Unknown,0,0,0,40,Embraer: EMB-145,40,Curitba,Brazil,-25.437238,-49.269973
20001204X00044,DCA99WA031,1/15/99,Non-Fatal,N373AA,,Turbo Fan,0,0,0,91,Boeing: 767-300,91,London,United Kingdom,39.8935,-83.4375
20001205X00298,DCA99WA049,3/10/99,Incident,N8873Z,,Unknown,0,0,0,96,Boeing: 727-200,96,Calgary,Canada,51.044733,-114.071883
20001212X18964,DCA99WA061,6/9/99,Non-Fatal,,,Unknown,0,0,4,71,Boeing: 737-300,75,Zhanjiang,China,30.26555,120.1536
20001212X18965,DCA99WA062,6/9/99,Incident,N697AN,,Unknown,0,0,0,94,Boeing: 757,94,Tegucigalpa,Honduras,14.065049,-87.1715
20001212X19473,DCA99WA072,8/8/99,Non-Fatal,,,Unknown,0,0,0,191,Mcdonnell Douglas: MD-11,191,Shanghai,China,31.230416,121.473701
20001212X19469,DCA99RA073,8/23/99,Non-Fatal,,,Unknown,0,0,200,117,Mcdonnell Douglas: MD-11,317,Hong Kong,China,22.319304,114.169361
20001212X19475,DCA99WA080,8/24/99,Incident,,,Unknown,0,0,0,191,Boeing: 767,191,Copenhagen,Denmark,43.8934,-75.6726
20001212X20085,DCA00WA007,11/5/99,Non-Fatal,N784UA,,Turbo Fan,0,0,0,274,Boeing: 777-200,274,London,United Kingdom,39.8935,-83.4375
20001212X20217,CHI00WA045,12/13/99,Non-Fatal,N786UA,,Turbo Fan,0,1,5,185,Boeing: 777-222,191,London,United Kingdom,39.8935,-83.4375
20001212X20221,DCA00WA016,12/21/99,Fatal(18),,,Unknown,18,10,47,261,Mcdonnell Douglas: DC-10-30,336,Guatemala City,Guatemala,14.634915,-90.506882
20001212X20342,DCA00WA018,1/2/00,Incident,,,Unknown,0,0,0,143,Boeing: 737-3K2,143,Amsterdam,Netherlands,52.367573,4.904139
20001212X20343,DCA00WA022,1/30/00,Fatal(169),,,Unknown,169,0,10,0,Airbus: A 310,179,Abidjan,Cote D'Ivoire,5.359952,-4.008256
20001212X20476,DCA00WA029,2/27/00,Non-Fatal,,,Unknown,0,0,0,123,Boeing: B737-400,123,Porto Alegre,Brazil,-30.036818,-51.208989
20001212X20606,DCA00MA030,3/5/00,Non-Fatal,N668SW,2.0,Turbo Fan,0,2,42,98,Boeing: 737-300,142,Burbank,California,34.1879,-118.3235
20001212X20792,DCA00WA040,4/19/00,Fatal(131),,,Unknown,131,0,0,0,Boeing: 737-200,131,Samal Island,Philippines,7.103312,125.718846
20001212X21079,MIA00LA169,5/20/00,Non-Fatal,N522SW,,Turbo Fan,0,1,0,123,Boeing: 737-500,124,Nashville,Tennessee,36.1715,-86.7842
20001212X20969,DCA00WA054,5/25/00,Non-Fatal,,,Unknown,0,0,0,153,Mcdonnell Douglas: MD-80,153,Paris,France,33.6688,-95.546
20001212X21426,DCA00WA074,7/23/00,Incident,,,Unknown,0,0,380,0,Boeing: 747-2B6B,380,Montreal,Canada,46.4312,-90.2382
20001212X22138,CHI01WA014,10/10/00,Non-Fatal,N234NW,,Turbo Fan,0,2,5,197,Mcdonnell Douglas: DC-10-30,204,Paris,France,33.6688,-95.546
20001212X22275,DCA01WA004,11/15/00,Incident,,,Unknown,0,0,0,97,Boeing: 757-200,97,Copenhagen,Denmark,43.8934,-75.6726
20010216X00462,NYC01LA076,12/27/00,Non-Fatal,N155DL,2.0,Turbo Fan,0,1,0,79,Boeing: 767-300ER,80,Boston,Massachusetts,42.3188,-71.0852
20010130X00371,DCA01WA013,1/9/01,Non-Fatal,,,,0,0,0,144,Boeing: 727-200,144,Buenos Aires,Argentina,-34.603684,-58.381559
20010226X00510,NYC01LA075A,2/3/01,Non-Fatal,N3735D,2.0,Turbo Fan,0,0,0,135,Boeing: B-737-832,135,Boston,Massachusetts,42.3188,-71.0852
20010226X00510,NYC01LA075B,2/3/01,Non-Fatal,N802US,2.0,Turbo Fan,0,0,0,135,Mcdonnell Douglas: MD-81,135,Boston,Massachusetts,42.3188,-71.0852
20010919X01964,ATL01WA106,9/7/01,Non-Fatal,N194DN,,,0,1,0,89,Boeing: B767-332,90,Buenos Aires,Argentina,-34.603684,-58.381559
20020123X00104,DCA01MA063,9/11/01,Fatal(65),N612UA,2.0,Turbo Fan,65,0,0,0,Boeing: 767-200ER,65,New York City,New York,40.712775,-74.005973
20020125X00135,CHI02LA069,1/24/02,Non-Fatal,N754NW,2.0,Turbo Jet,0,1,0,74,Mcdonnell Douglas: DC-9-41,75,Indianapolis,Indiana,39.7771,-86.1458
20020621X00955,CHI02LA170,6/16/02,Non-Fatal,N140NJ,2.0,Turbo Fan,0,0,0,123,Mcdonnell Douglas: DC-9-82,123,Kansas City,Missouri,39.1238,-94.5541
20030305X00289,SEA03WA033,2/1/03,Non-Fatal,N764AS,,,0,0,0,101,Boeing: 737-400,101,Vancouver,Canada,49.282729,-123.120737
20030902X01433,NYC03CA169,7/22/03,Non-Fatal,N504US,2.0,Turbo Fan,0,1,2,110,Boeing: 757-251,113,Wadsworth,Ohio,41.0279,-81.7323
20030910X01507,NYC03FA186,9/2/03,Non-Fatal,N454AA,2.0,Turbo Jet,0,0,0,138,Mcdonnell Douglas: DC-9-82,138,Jamaica,New York,41.8454,-94.307
20031105X01861,NYC04CA003,10/4/03,Non-Fatal,N972AN,2.0,Turbo Fan,0,0,0,76,Boeing: 737,76,Boston,Massachusetts,42.3188,-71.0852
20060111X00048,DCA04MA061,7/25/04,Non-Fatal,N797AN,2.0,Turbo Fan,0,1,0,216,Boeing: 777,217,Miami,Florida,25.784,-80.2101
20050323X00356,NYC05FA054,3/2/05,Non-Fatal,N78008,2.0,Turbo Fan,0,0,0,214,Boeing: 777-200,214,Newark,New Jersey,40.7245,-74.1725
20050318X00330,DCA05WA042,3/11/05,Non-Fatal,N790AN,,,0,0,8,201,Boeing: B777,209,Buenos Aires,Argentina,-34.603684,-58.381559
20050502X00534,DEN05IA071,4/25/05,Incident,N789TM,2.0,Turbo Jet,0,0,0,98,Boeing: 737-282,98,Denver,Colorado,39.762,-104.8758
20051213X01965,CHI05MA111B,5/10/05,Non-Fatal,N368NB,2.0,Turbo Fan,0,1,7,137,Airbus: A-319-114,145,Minneapolis,Minnesota,44.9635,-93.2678
20051213X01965,CHI05MA111A,5/10/05,Non-Fatal,N763NC,2.0,Turbo Fan,0,1,7,137,Mcdonnell Douglas: DC-9-51,145,Minneapolis,Minnesota,44.9635,-93.2678
20050523X00653,NYC05MA083,5/12/05,Incident,N910ME,2.0,Turbo Fan,0,0,0,80,Boeing: 717-200,80,Union Star,Missouri,39.9794,-94.5987
20081003X62950,DCA05WA067,5/20/05,Non-Fatal,N864DA,,,0,0,0,309,Boeing: B-777-232,309,London,United Kingdom,39.8935,-83.4375
20051028X01749,DCA05MA083,7/11/05,Non-Fatal,N113DA,2.0,Turbo Fan,0,1,0,186,Boeing: 767-232,187,Raleigh-durham,North Carolina,35.899168,-78.86364
20050817X01269,DFW05IA200B,8/3/05,Incident,N472UA,2.0,Turbo Fan,0,0,0,324,Airbus: A320-232,324,Denver,Colorado,39.762,-104.8758
20050817X01269,DFW05IA200A,8/3/05,Incident,N496UA,2.0,Turbo Fan,0,0,0,324,Airbus: A320-232,324,Denver,Colorado,39.762,-104.8758
20050825X01313,IAD05LA118B,8/8/05,Non-Fatal,N10575,2.0,Turbo Jet,0,0,0,205,Embraer: EMB-145LR,205,Newark,New Jersey,40.7245,-74.1725
20050825X01313,IAD05LA118A,8/8/05,Non-Fatal,N73270,2.0,Turbo Jet,0,0,0,205,Boeing: 737-824,205,Newark,New Jersey,40.7245,-74.1725
20050921X01501,DCA05MA095,8/19/05,Non-Fatal,N627US,4.0,Turbo Fan,0,0,2,338,Boeing: 747-200,340,Agana,Guam,13.476928,144.754285
20050927X01540,LAX05IA312,9/21/05,Incident,N536JB,2.0,Turbo Jet,0,0,0,146,Airbus: A320,146,Los Angeles,California,34.1141,-118.4068
20051101X01767,DCA06WA001,10/30/05,Incident,N317AS,,,0,0,0,119,Boeing: 737-900,119,Calgary,Canada,51.044733,-114.071883
20051206X01938,DCA06WA008A,11/6/05,Non-Fatal,N781AN,,,0,0,0,243,Boeing: B-777,243,Heathrow Iap,United Kingdom,51.467991,-0.455051
20060330X00368,DEN06IA051,3/21/06,Incident,N574AA,2.0,Turbo Fan,0,0,0,138,Mcdonnell Douglas: DC-9-82,138,Denver,Colorado,39.762,-104.8758
20060425X00482,DCA06WA035,4/19/06,Non-Fatal,N216UA,,,0,1,4,232,Boeing: 777,237,Shanghai,China,31.230416,121.473701
20061015X01521,NYC06LA222B,9/8/06,Non-Fatal,N864RW,2.0,Turbo Fan,0,0,0,179,Embraer: EMB-170,179,New York,New York,40.6943,-73.9249
20061015X01521,NYC06LA222A,9/8/06,Non-Fatal,C-GJTA,2.0,Turbo Fan,0,0,0,179,Airbus: A319-112,179,New York,New York,40.6943,-73.9249
20070426X00458,CHI07FA020B,11/7/06,Non-Fatal,N328UA,,,0,0,0,216,Boeing: 737-300,216,Chicago,Illinois,41.8375,-87.6866
20070426X00458,CHI07FA020A,11/7/06,Non-Fatal,N428UA,2.0,Turbo Fan,0,0,0,216,Airbus: A-320-200,216,Chicago,Illinois,41.8375,-87.6866
20070111X00042,LAX07LA064B,12/26/06,Non-Fatal,N673AA,2.0,Turbo Fan,0,0,0,208,Boeing: 737-3A4,208,San Diego,California,32.8313,-117.1222
20061227X01849,MIA07IA031,12/26/06,Incident,G-BNLM,4.0,Turbo Fan,0,0,0,368,Boeing: 747-436,368,Miami,Florida,25.784,-80.2101
20070111X00042,LAX07LA064A,12/26/06,Non-Fatal,N207WN,2.0,Turbo Fan,0,0,0,208,Boeing: 737-7H4,208,San Diego,California,32.8313,-117.1222
20081219X65333,ENG07WA028,1/7/07,Incident,,3.0,Turbo Fan,0,0,0,253,Mcdonnell Douglas: MD11,253,John F. Kennedy Airport,New York,40.644625,-73.779703
20080513X00660,ENG07RA014,2/26/07,Non-Fatal,N786UA,,,0,0,0,205,Boeing: 777-200B,205,London,United Kingdom,39.8935,-83.4375
20070501X00494,DCA07FA037,4/12/07,Non-Fatal,N8905F,2.0,Turbo Fan,0,0,0,52,Bombardier: CL-600-2B19,52,Traverse City,Michigan,44.7546,-85.6038
20070520X00598,NYC07LA105,4/25/07,Non-Fatal,N648SW,2.0,Turbo Fan,0,1,0,102,Boeing: 737-300,103,La Plata,Maryland,38.5352,-76.97
20070510X00542,MIA07IA088,5/2/07,Incident,N270AX,3.0,Turbo Fan,0,0,0,306,Mcdonnell Douglas: DC-10-30,306,Atlanta,Georgia,33.7628,-84.422
20070601X00676,NYC07LA121,5/18/07,Non-Fatal,N1799U,2.0,Turbo Jet,0,0,0,99,Mcdonnell Douglas: DC-9-31,99,Syracuse,New York,43.0407,-76.1437
20070627X00819,LAX07IA191,6/13/07,Incident,N7264V,2.0,Turbo Fan,0,0,0,53,Bombardier: CL-600-2B19,53,Phoenix,Arizona,33.5722,-112.0892
20070705X00879,CHI07FA184B,6/27/07,Non-Fatal,N9630A,2.0,Turbo Fan,0,0,0,501,Mcdonnell Douglas: MD 83,501,Chicago,Illinois,41.8375,-87.6866
20070705X00879,CHI07FA184A,6/27/07,Non-Fatal,N213UA,2.0,Turbo Fan,0,0,0,501,Boeing: 777-222,501,Chicago,Illinois,41.8375,-87.6866
20070911X01360,MIA07CA119,7/12/07,Non-Fatal,N865DA,2.0,Turbo Fan,0,1,0,250,Boeing: 777-232,251,Atlanta,Georgia,33.7628,-84.422
20071005X01522,DCA07MA310,9/28/07,Non-Fatal,N454AA,2.0,Turbo Fan,0,0,0,143,Mcdonnell Douglas: DC-9-82 (MD-82),143,St. Louis,Missouri,38.6359,-90.2451
20071023X01635,CHI08IA026,10/9/07,Incident,N431UA,2.0,Turbo Fan,0,0,2,125,Airbus: A320-232,127,Chicago,Illinois,41.8375,-87.6866
20071023X01634,CHI08IA022,10/20/07,Incident,N331NW,2.0,Turbo Jet,0,0,0,138,Airbus: A320-211,138,Fargo,North Dakota,46.8651,-96.8292
20071231X02010,ENG08IA002,11/17/07,Incident,N676SW,2.0,Turbo Fan,0,0,0,138,Boeing: 737-300,138,Greenville,Texas,34.8354,-82.3646
20071231X02013,CHI08FA050,12/14/07,Non-Fatal,N220UA,2.0,Turbo Fan,0,1,0,263,Boeing: 777-222,264,Chicago,Illinois,41.8375,-87.6866
20081003X62958,DCA08IA019,12/17/07,Incident,N272SK,2.0,,0,0,0,53,Embraer: 145,53,Jamaica,New York,41.8454,-94.307
20080107X00025,SEA08LA051,12/25/07,Non-Fatal,N819NW,2.0,Turbo Fan,0,1,3,291,Airbus: A330-323,295,Honolulu,Hawaii,21.3294,-157.846
20080107X00024,SEA08LA050,12/25/07,Non-Fatal,N943AS,2.0,Turbo Fan,0,2,0,112,Mcdonnell Douglas: DC-9-83,114,Ontario,California,34.0393,-117.6064
20080111X00039,DCA08WA025,1/7/08,Non-Fatal,OJM,,,0,0,0,334,Boeing: 747-400,334,Bangkok,Thailand,13.756331,100.501765
20080125X00103,CHI08LA071,1/9/08,Non-Fatal,N349NB,2.0,Turbo Fan,0,0,0,73,Airbus: A319-114,73,Detroit,Michigan,42.3834,-83.1024
20080122X00081,DCA08WA026,1/10/08,Non-Fatal,C-GBHZ,,,0,11,0,77,Airbus: 319,88,Penicton,Canada,49.499138,-119.593708
20080118X00073,SEA08LA061,1/14/08,Non-Fatal,N705SK,2.0,Turbo Fan,0,0,0,61,Bombardier: CL-600-2C10,61,San Francisco,California,37.7558,-122.4449
20080117X00065,DCA08RA028,1/17/08,Non-Fatal,G-YMMM,,,0,2,0,191,Boeing: 777-236ER,193,London,United Kingdom,39.8935,-83.4375
20080514X00667,DCA08IA033,1/25/08,Non-Fatal,N462UA,2.0,Turbo Fan,0,0,0,107,Airbus: A320,107,Newark,New Jersey,40.7245,-74.1725
20080212X00178,ENG08IA011,1/31/08,Non-Fatal,N624AA,,Turbo Fan,0,6,0,140,Boeing: B757-200,146,West Palm Beach,Florida,26.7469,-80.132
20080506X00615,ENG08WA013,2/10/08,Non-Fatal,OB-1843-P,,,0,0,0,55,Boeing: 737-217,55,Cusco,Peru,-13.53195,-71.967463
20080723X01110,DCA08WA069,2/10/08,Non-Fatal,B2096,,,0,0,1,72,Boeing: B737-300,73,Kansai,Japan,34.641339,135.562902
20080222X00229,SEA08IA080,2/13/08,Non-Fatal,N651BR,2.0,Turbo Fan,0,0,0,43,Bombardier: CL-600,43,Hilo,Hawaii,19.6883,-155.0863
20080304X00260,MIA08CA065,2/15/08,Non-Fatal,N569RP,2.0,Turbo Jet,0,0,1,52,Embraer: EMB-145LR,53,Covington,Kentucky,39.0334,-84.5166
20081124X34243,DCA08CA041,2/17/08,Non-Fatal,N828MD,2.0,Turbo Fan,0,0,0,132,Embraer: ERJ170,132,"Washington, D.C.",,38.9047,-77.0163
20080228X00243,DFW08IA073,2/18/08,Non-Fatal,N935DL,2.0,Turbo Fan,0,0,0,148,Mcdonnell Douglas: MD-88,148,Austin,Texas,30.3005,-97.7522
20080413X00464,NYC08CA115,2/23/08,Non-Fatal,N551WN,2.0,Turbo Fan,0,0,1,102,Boeing: 737-700,103,Valdosta,Georgia,30.8502,-83.2788
20080305X00267,LAX08IA065,2/24/08,Non-Fatal,N648SW,2.0,Turbo Fan,0,6,0,136,Boeing: 737-300,142,Las Vegas,Nevada,36.2333,-115.2654
20080404X00432,DFW08WA090,2/25/08,Non-Fatal,N774AM,2.0,Turbo Fan,0,0,0,403,Boeing: 777-2Q8,403,Mexico City,Mexico,19.24647,-99.10135
20080312X00305,DCA08IA044,2/26/08,Non-Fatal,N442UA,,Turbo Fan,0,1,0,124,Airbus: A320,125,Jackson,Wyoming,32.3157,-90.2125
