Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region
20190503X04736,ENG19WA023,2019-04-28,"Johannesburg, South Africa",Non-Fatal,Z-WPF,2.0,Turbo Fan,0.0,0.0,0.0,104.0,104.0,Boeing: 767,Johannesburg,South Africa
20200519X93321,DCA19WA222,2019-05-02,"Narita, Japan",Non-Fatal,HL8021,,,0.0,0.0,1.0,185.0,186.0,Boeing: 737,Narita,Japan
20190504X04947,DCA19MA143,2019-05-04,"Jacksonville, FL",Non-Fatal,N732MA,2.0,Turbo Fan,0.0,1.0,0.0,142.0,143.0,Boeing: 737,Jacksonville,Florida
20190521X92202,DCA19WA150,2019-05-13,"Derby, Australia",Non-Fatal,unknown,,Turbo Fan,0.0,0.0,0.0,244.0,244.0,Airbus: A330,Derby,Australia
20190624X73537,DCA19WA172,2019-05-13,"Seoul, South Korea",Non-Fatal,HL7726,,,0.0,0.0,1.0,82.0,83.0,Boeing: 737,Seoul,South Korea
20190528X32306,DCA19CA151,2019-05-25,"Waycross, GA",Non-Fatal,N8697C,2.0,Turbo Fan,0.0,1.0,1.0,126.0,128.0,Boeing: 737-8H4,Waycross,Georgia
20190605X85919,DCA19WA156,2019-06-01,"Unknown, Japan",Non-Fatal,JA828A,,,0.0,0.0,0.0,163.0,163.0,Boeing: 787,Unknown,Japan
20190627X10605,DCA19WA175,2019-06-15,"Lagos, Nigeria",Non-Fatal,5N-BUK,,,0.0,0.0,0.0,113.0,113.0,Boeing: 737,Lagos,Nigeria
20191119X25400,ENG19WA039,2019-06-15,"Manaus, Brazil",Non-Fatal,PR-MPN,,,0.0,1.0,0.0,37.0,38.0,Atr: ATR42,Manaus,Brazil
20190625X53513,DCA19WA173,2019-06-20,"Bandung, Indonesia",Non-Fatal,9M-LCK,,,0.0,0.0,0.0,122.0,122.0,Boeing: 737,Bandung,Indonesia
20190806X82223,DCA19WA190,2019-07-03,"London, United Kingdom",Non-Fatal,G-YMMU,,,0.0,0.0,0.0,272.0,272.0,Boeing: 777,London,United Kingdom
20190718X15108,DCA19WA184,2019-07-11,"San Jose, Philippines",Non-Fatal,N86534,2.0,,0.0,0.0,0.0,156.0,156.0,Boeing: 737,San Jose,Philippines
20190805X55405,DCA19CA189,2019-07-22,"San Juan, PR",Non-Fatal,N663UA,2.0,,0.0,1.0,1.0,216.0,218.0,Boeing: 767,San Juan,PR
20190801X04456,ENG19IA029,2019-07-25,"Perrigny-sur-Armancon, France",Non-Fatal,HB-JCM,2.0,Geared Turbofan,0.0,0.0,0.0,121.0,121.0,Airbus: A220,Perrigny-Sur-Armancon,France
20190813X51350,DCA19WA195,2019-08-03,"El Alto, Saint Barthelemy",Non-Fatal,CP-3077,,,0.0,0.0,0.0,99.0,99.0,Boeing: 737,El Alto,Saint Barthelemy
20190808X62316,DCA19LA193,2019-08-08,"Orlando, FL",Non-Fatal,N717FR,2.0,,0.0,0.0,0.0,232.0,232.0,Airbus: A321,Orlando,Florida
20190816X35649,DCA19CA198,2019-08-08,"Charlottesville, VA",Non-Fatal,N505JB,2.0,,0.0,0.0,1.0,154.0,155.0,Airbus: A320,Charlottesville,Virginia
20190814X63051,DCA19WA197,2019-08-10,"Rome, Italy",Non-Fatal,LN-LND,,,0.0,0.0,0.0,298.0,298.0,Boeing: 787,Rome,Italy
20190819X55827,DCA19WA202,2019-08-15,"Shannon, Ireland",Non-Fatal,N378AX,2.0,Turbo Fan,0.0,1.0,0.0,158.0,159.0,Boeing: 767,Shannon,Ireland
20190822X91454,DCA19WA203,2019-08-15,"Beijing, China",Non-Fatal,JA808A,,,0.0,1.0,1.0,223.0,225.0,Boeing: 787,Beijing,China
20190819X52614,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Non-Fatal,N543US,2.0,Turbo Fan,0.0,0.0,0.0,159.0,159.0,Boeing: 757,Ponta Delgada,Portugal
20190830X60449,DCA19CA208,2019-08-27,"Chicago, IL",Non-Fatal,N911DL,2.0,Turbo Jet,0.0,0.0,1.0,151.0,152.0,Mcdonnell Douglas: MD88,Chicago,Illinois
20190913X83845,DCA19WA211,2019-08-27,"Beijing, China",Non-Fatal,B-5958,,,0.0,0.0,0.0,162.0,162.0,Airbus: A330,Beijing,China
20190917X82433,DCA19WA215,2019-08-31,"Cape Town, South Africa",Non-Fatal,ZS-ZWU,,,0.0,0.0,0.0,133.0,133.0,Boeing: 737,Cape Town,South Africa
20190916X91526,DCA19CA213,2019-09-06,"Fort Myers, FL",Non-Fatal,N515NK,2.0,Turbo Fan,0.0,0.0,1.0,107.0,108.0,Airbus: A319,Fort Myers,Florida
20190917X42103,DCA19WA216,2019-09-11,"Nassau, Bahamas",Non-Fatal,N958JB,2.0,Turbo Fan,0.0,0.0,0.0,180.0,180.0,Airbus: A321,Nassau,Bahamas
20200603X55158,DCA19CA223,2019-09-11,"Chicago OHare, IL",Non-Fatal,N765SK,,,0.0,0.0,0.0,114.0,114.0,Bombardier: CL 600 2C10,Chicago Ohare,Illinois
20190917X92718,ENG19IA034,2019-09-16,"Cote-d'Or, France",Non-Fatal,HB-JCA,2.0,Turbo Fan,0.0,0.0,0.0,77.0,77.0,Airbus: A220,Cote-D'Or,France
20191010X33637,DCA20WA001,2019-10-08,"Bamako, Mali",Non-Fatal,ET-AMG,,,0.0,0.0,0.0,102.0,102.0,Boeing: 767,Bamako,Mali
20191018X02019,DCA20MA002,2019-10-18,"Unalaska, AK",Fatal,N686PA,2.0,Turbo Prop,1.0,3.0,1.0,37.0,42.0,Saab: 2000,Unalaska,Alaska
20191111X02542,DCA20LA013,2019-11-11,"Chicago, IL",Non-Fatal,N619AE,2.0,Turbo Fan,0.0,0.0,0.0,41.0,41.0,Embraer: EMB145,Chicago,Illinois
20191125X34226,DCA20WA018,2019-11-23,"Bogota, Colombia",Non-Fatal,YV3012,,,0.0,0.0,0.0,93.0,93.0,Boeing: 737,Bogota,Colombia
20191218X82112,DCA20CA040,2019-12-15,"Philadelphia, PA",Non-Fatal,N648AE,2.0,,0.0,0.0,1.0,40.0,41.0,Embraer: EMB145,Philadelphia,Pennsylvania
20191217X93140,DCA20CA038,2019-12-16,"Alexandria, LA",Non-Fatal,N805AE,2.0,,0.0,0.0,1.0,38.0,39.0,Embraer: EMB 135KL,Alexandria,Louisiana
20191220X85302,DCA20CA043,2019-12-18,"Disputanta, VA",Non-Fatal,N959UW,2.0,Turbo Fan,0.0,0.0,1.0,47.0,48.0,Embraer: ERJ190,Disputanta,Virginia
20191227X84547,DCA20CA046,2019-12-19,"Chicago, IL",Non-Fatal,N68802,2.0,,0.0,0.0,1.0,184.0,185.0,Boeing: 737,Chicago,Illinois
20200107X35017,DCA20LA047,2019-12-23,"Denver, CO",Non-Fatal,N87513,2.0,,0.0,0.0,0.0,178.0,178.0,Boeing: 737-824,Denver,Colorado
20200121X51136,DCA20WA054,2020-01-05,"Halifax, Canada",Non-Fatal,C-FUJR,,,0.0,0.0,0.0,178.0,178.0,Boeing: 737,Halifax,Canada
20200108X01007,DCA20RA048,2020-01-08,"Tehran, Iran (Islamic Republic of)",Fatal,UR-PSR,,,176.0,0.0,0.0,0.0,176.0,Boeing: 737,Tehran,Iran (Islamic Republic of)
20200109X21704,DCA20CA049,2020-01-08,"New York, NY",Non-Fatal,N929NN,2.0,Turbo Fan,0.0,0.0,0.0,121.0,121.0,Boeing: 737,New York,New York
20200125X54545,DCA20CA058,2020-01-10,"New Orleans, LA",Non-Fatal,N1902U,2.0,Turbo Fan,0.0,0.0,1.0,158.0,159.0,Airbus: A320,New Orleans,Louisiana
20200114X40358,DCA20WA051,2020-01-12,"Fukuoka, Japan",Non-Fatal,HL8243,,,0.0,0.0,1.0,173.0,174.0,Boeing: 737,Fukuoka,Japan
20200129X53303,DCA20WA061,2020-01-23,"Panama City, Panama",Non-Fatal,N703AV,2.0,Turbo Fan,0.0,0.0,0.0,112.0,112.0,Airbus: A319,Panama City,Panama
20200205X32547,DCA20RA069,2020-02-05,"Istanbul, Turkey",Fatal,TC-IZK,,,3.0,161.0,19.0,0.0,183.0,Boeing: 737,Istanbul,Turkey
20200207X52205,DCA20CA071,2020-02-07,"Waynesville, NC",Non-Fatal,N610NN,,Turbo Fan,0.0,22.0,1.0,51.0,74.0,Bombardier: CL-600-2D24,Waynesville,North Carolina
20200210X02215,DCA20WA074,2020-02-09,"San Jose, Philippines",Non-Fatal,N200UU,2.0,,0.0,0.0,0.0,194.0,194.0,Boeing: 757,San Jose,Philippines
20200210X83657,DCA20WA072,2020-02-09,"Komi, Russia",Non-Fatal,VQ-BPS,2.0,,0.0,0.0,0.0,100.0,100.0,Boeing: 737,Komi,Russia
20200212X95117,ENG20LA015,2020-02-12,"Bordeaux, France",Non-Fatal,YL-AAU,2.0,,0.0,0.0,0.0,154.0,154.0,Airbus: A220,Bordeaux,France
20200225X23418,DCA20WA086,2020-02-15,"Incheon, Kenya",Non-Fatal,HL8342,,,0.0,2.0,1.0,84.0,87.0,Boeing: 737,Incheon,Kenya
20200519X44148,DCA20WA106,2020-02-17,"Rosario, Argentina",Non-Fatal,LV-CHQ,,,0.0,0.0,0.0,102.0,102.0,Embraer: ERJ190,Rosario,Argentina
20200324X75727,DCA20WA096,2020-03-05,"Apodaca, Mexico",Non-Fatal,N250NN,,,0.0,0.0,0.0,52.0,52.0,Embraer: ERJ170-200LR,Apodaca,Mexico
20200312X91006,DCA20WA093,2020-03-08,"Shannon, Ireland",Non-Fatal,N477AX,2.0,Turbo Fan,0.0,0.0,0.0,181.0,181.0,Boeing: 767,Shannon,Ireland
20200321X14202,DCA20CA095,2020-03-21,"Las Vegas, NV",Non-Fatal,N193AN,2.0,,0.0,0.0,0.0,127.0,127.0,Boeing: 757,Las Vegas,Nevada
20200521X63755,DCA20LA107,2020-05-19,"Victorville, CA",Non-Fatal,N820TJ,,,0.0,0.0,0.0,95.0,95.0,Boeing: 737,Victorville,California
20200522X82856,DCA20WA108,2020-05-22,"Karachi, Pakistan",Fatal,AP-BLD,,,97.0,0.0,2.0,0.0,99.0,Airbus: A320,Karachi,Pakistan
20200707X51545,DCA20WA119,2020-06-11,"Banjarmasin, Indonesia",Non-Fatal,PK-GML,,,0.0,0.0,0.0,37.0,37.0,Boeing: 737,Banjarmasin,Indonesia
20200911X91036,ENG20WA042,2020-07-03,"Ambon, Indonesia",Non-Fatal,PK-WHY,,,0.0,0.0,0.0,49.0,49.0,Atr: ATR72,Ambon,Indonesia
20200728X34409,DCA20WA131,2020-07-14,"Durban, South Africa",Non-Fatal,ZS-SJB,,,0.0,0.0,1.0,116.0,117.0,Boeing: 737,Durban,South Africa
20200828X12131,DCA20WA140,2020-08-28,"Bucharest, Romania",Non-Fatal,N423AX,2.0,Turbo Fan,0.0,0.0,0.0,66.0,66.0,Boeing: 767,Bucharest,Romania
20200831X31013,DCA20WA142,2020-08-29,"Tokyo, Japan",Non-Fatal,JA73NM,,,0.0,0.0,0.0,76.0,76.0,Boeing: 737,Tokyo,Japan
20201109102250,DCA21LA018,2020-09-30,"Anchorage, AK",Non-Fatal,N860DA,,,0.0,0.0,1.0,251.0,252.0,Boeing: 777,Anchorage,Alaska
20201119102304,DCA21LA024,2020-11-14,"Phoenix, AZ",Non-Fatal,N778SK,2.0,,0.0,0.0,1.0,60.0,61.0,Bombardier: CL600 2C10,Phoenix,Arizona
20201214102413,DCA21WA049,2020-12-02,"Garowe, Somalia",Non-Fatal,EY-560,,,0.0,0.0,0.0,39.0,39.0,Boeing: 737,Garowe,Somalia
20201229102469,DCA21LA058,2020-12-23,"Houston, TX",Non-Fatal,N463UA,2.0,,0.0,0.0,1.0,139.0,140.0,Airbus: A320-232,Houston,Texas
20201231102479,DCA21WA061,2020-12-30,"San Jose, OF",Non-Fatal,N73275,2.0,Turbo Fan,0.0,0.0,0.0,129.0,129.0,Boeing: 737-824,San Jose,OF
20210203102591,DCA21WA081,2021-01-06,"Mexico City, Mexico",Non-Fatal,HP-1526CMP,,,0.0,0.0,0.0,160.0,160.0,Boeing: 737,Mexico City,Mexico
20210109102507,DCA21WA066,2021-01-09,"Jakarta, Indonesia",Fatal,PK-CLC,,,62.0,0.0,0.0,0.0,62.0,Boeing: 737,Jakarta,Indonesia
20210125102548,DCA21WA070,2021-01-17,"Dubai, Turks And Caicos",Non-Fatal,A6-HER,,,0.0,0.0,1.0,63.0,64.0,Boeing: 777,Dubai,Turks And Caicos
20210210102620,DCA21LA082,2021-02-08,"Fort Lauderdale, FL",Non-Fatal,N918NK,,,0.0,0.0,1.0,95.0,96.0,Airbus: A320,Fort Lauderdale,Florida
20210220102652,DCA21FA085,2021-02-20,"Broomfield, CO",Non-Fatal,N772UA,2.0,,0.0,0.0,0.0,239.0,239.0,Boeing: 777-222,Broomfield,Colorado
20210222102654,DCA21WA086,2021-02-20,"Vijayawada, OF",Non-Fatal,VT-GHE,,,0.0,0.0,0.0,137.0,137.0,Boeing: 737,Vijayawada,OF
20210316102768,DCA21LA095,2021-03-15,"Dallas, TX",Non-Fatal,N789AN,2.0,,0.0,0.0,1.0,261.0,262.0,Boeing: 777-223,Dallas,Texas
20210317102773,DCA21LA096,2021-03-16,"Los Angeles, CA",Non-Fatal,N706SK,2.0,,0.0,0.0,1.0,65.0,66.0,Bombardier: CL-600-2C10,Los Angeles,California
20210330102837,DCA21WA111,2021-03-27,"Lima, Peru",Non-Fatal,CC-AZE,,,0.0,0.0,0.0,116.0,116.0,Airbus: A320,Lima,Peru
20210601103174,DCA21WA139,2021-04-24,"Rotterdam, Netherlands (the)",Non-Fatal,PH-XRX,,,0.0,0.0,0.0,65.0,65.0,Boeing: 737,Rotterdam,Netherlands (the)
20210507103049,OPS21LA002,2021-04-29,"St Petersburg-Clearwater, FL",Non-Fatal,N306NV,2.0,,0.0,0.0,0.0,130.0,130.0,Airbus: A319-112,St Petersburg-Clearwater,Florida
20210528103161,DCA21WA136,2021-05-11,"Cayo Coco, Cuba",Non-Fatal,VQ-BJA,,,0.0,0.0,0.0,455.0,455.0,Boeing: 777,Cayo Coco,Cuba
20210524103134,DCA21LA133,2021-05-21,"Chicago, IL",Non-Fatal,N289CT,2.0,,0.0,0.0,0.0,214.0,214.0,Boeing: 737,Chicago,Illinois
20210529103164,DCA21LA137,2021-05-28,"Dallas, TX",Non-Fatal,N834NN,2.0,,0.0,0.0,0.0,166.0,166.0,Boeing: 737-823,Dallas,Texas
20210603103206,DCA21WA143,2021-05-28,"Yesan, South Korea",Non-Fatal,HL7528,,,0.0,0.0,1.0,237.0,238.0,Boeing: 767,Yesan,South Korea
20210614103256,DCA21WA152,2021-06-07,"Kolkata, India",Non-Fatal,VT-TGE,,,0.0,1.0,2.0,111.0,114.0,Boeing: 737,Kolkata,India
20210616103275,OPS21LA003,2021-06-11,"San Diego, CA",Non-Fatal,N8674B,2.0,,0.0,0.0,0.0,77.0,77.0,Boeing: 737-8H4,San Diego,California
20210628103350,DCA21LA164,2021-06-25,"New Orleans, LA",Non-Fatal,N926UW,2.0,,0.0,8.0,1.0,185.0,194.0,Airbus: A321-231,New Orleans,Louisiana
20210706103420,DCA21LA176,2021-07-04,"Miami, FL",Non-Fatal,N156AN,2.0,,0.0,0.0,1.0,180.0,181.0,Airbus: A321-231,Miami,Florida
20210726103537,DCA21LA184,2021-07-22,"Detroit, MI",Non-Fatal,N376DN,2.0,,0.0,0.0,1.0,193.0,194.0,Airbus: A321-211,Detroit,Michigan
20210730103590,DCA21WA187,2021-07-25,"Nice, OF",Non-Fatal,SE-RPE,,,0.0,1.0,1.0,184.0,186.0,Boeing: 737,Nice,OF
20210803103617,DCA21WA191,2021-07-30,"Santa Cruz de la Sierra, Saint Barthelemy",Non-Fatal,CP-2889,4.0,,0.0,0.0,0.0,97.0,97.0,Bae: RJ85,Santa Cruz De La Sierra,Saint Barthelemy
20210826103756,DCA21LA209,2021-08-21,"Chicago, IL",Non-Fatal,N806AW,,,0.0,0.0,1.0,119.0,120.0,Airbus: 319-132,Chicago,Illinois
20210825103753,DCA21LA208,2021-08-24,"SeaTac, WA",Non-Fatal,N479AS,2.0,,0.0,3.0,1.0,130.0,134.0,Boeing: 737-990ER,Seatac,Washington
20210927103969,DCA21LA229,2021-09-01,"Seattle, WA",Non-Fatal,N196DN,2.0,,0.0,1.0,1.0,37.0,39.0,Boeing: 767-332,Seattle,Washington
20210921103922,DCA21LA226,2021-09-17,"Asheville, NC",Non-Fatal,N444ZW,2.0,,0.0,0.0,0.0,51.0,51.0,Bombardier: CL-600-2B19,Asheville,North Carolina
20211005104043,DCA22LA004,2021-09-23,"Honolulu, HI",Non-Fatal,N208HA,2.0,,0.0,0.0,0.0,134.0,134.0,Airbus: A321-271N,Honolulu,Hawaii
20211001104015,DCA22LA002,2021-09-27,"Newark, NJ",Non-Fatal,N12125,2.0,,0.0,0.0,0.0,172.0,172.0,Boeing: 757-224,Newark,New Jersey
20211004104029,ENG22LA002,2021-10-02,"Atlantic City, NJ",Non-Fatal,N922NK,2.0,,0.0,4.0,0.0,108.0,112.0,Airbus: A320-271N,Atlantic City,New Jersey
20211007104064,DCA22LA005,2021-10-02,"Chicago, IL",Non-Fatal,N142SY,2.0,,0.0,0.0,0.0,53.0,53.0,Embraer: ERJ 170-200 LR,Chicago,Illinois
20211025104153,DCA22LA012,2021-10-09,"Lexington, VA",Non-Fatal,N8642E,2.0,,0.0,0.0,1.0,111.0,112.0,Boeing: 737-8H4,Lexington,Virginia
20211025104161,DCA22LA015,2021-10-23,"Miami, FL",Non-Fatal,N252NN,2.0,,0.0,0.0,1.0,62.0,63.0,Embraer: ERJ 170-200 LR,Miami,Florida
20211109104223,DCA22WA021,2021-10-31,"Vogo, India",Non-Fatal,4X-EDA,,,0.0,0.0,0.0,276.0,276.0,Boeing: 787-9,Vogo,India
20211108104217,DCA22WA020,2021-11-03,"Baradero, Argentina",Non-Fatal,N36962,2.0,,0.0,0.0,0.0,159.0,159.0,Boeing: 787-9,Baradero,Argentina
20211129104327,DCA22WA035,2021-11-25,"Bogata, Colombia",Non-Fatal,N1604R,2.0,,0.0,0.0,0.0,206.0,206.0,Boeing: 767-332,Bogata,Colombia
20220113104525,DCA22WA067,2022-01-02,"Warsaw, ",Non-Fatal,SP-LRA,,,0.0,0.0,0.0,199.0,199.0,Boeing: 787,Warsaw,
20220127104561,DCA22WA071,2022-01-15,"Barcelona, ",Non-Fatal,YV2794,,,0.0,0.0,0.0,51.0,51.0,Boeing: 737,Barcelona,
20220207104606,DCA22WA074,2022-01-16,"Okayama City, ",Serious,JA24MC,,,0.0,0.0,1.0,55.0,56.0,Airbus: A320,Okayama City,
20220124104551,DCA22LA069,2022-01-22,"Hayden, CO",Non-Fatal,N760JB,2.0,,0.0,0.0,0.0,108.0,108.0,Airbus: A320-232,Hayden,Colorado
20220204104596,ENG22FA009,2022-02-04,"Las Vegas, NV",Non-Fatal,N817SY,2.0,,0.0,0.0,0.0,56.0,56.0,Boeing: 737-8K2,Las Vegas,Nevada
20220217104662,ENG22WA013,2022-02-10,"Lanseria, OF",Non-Fatal,ZS-ZWD,2.0,,0.0,0.0,0.0,163.0,163.0,Boeing: 737,Lanseria,OF
20220309104748,DCA22WA090,2022-03-02,"Karachi, OF",Non-Fatal,AP-BNB,,,0.0,0.0,0.0,115.0,115.0,Boeing: 737,Karachi,OF
20220314104779,ENG22WA015,2022-03-07,"Lanseria, OF",Non-Fatal,ZS-ZWB,,,0.0,0.0,0.0,141.0,141.0,Boeing: 737,Lanseria,OF
20220310104758,DCA22WA095,2022-03-09,"Manchester, OF",Non-Fatal,G-TAWY,2.0,,0.0,0.0,0.0,177.0,177.0,Boeing: 737,Manchester,OF
20220321104807,DCA22WA102,2022-03-21,"Wuzhou, ",Fatal,B-1791,,,132.0,0.0,0.0,0.0,132.0,Boeing: 737,Wuzhou,
20220408104914,ENG22WA018,2022-04-08,"Shannon, Irelan, ",Non-Fatal,N670UA,2.0,,0.0,0.0,0.0,126.0,126.0,Boeing: 767-322,Shannon,"Irelan,"
20220516105082,ENG22WA026,2022-04-08,"Tambon Nong Prue, OF",Non-Fatal,HS-VKC,2.0,,0.0,0.0,0.0,132.0,132.0,Airbus: A320,Tambon Nong Prue,OF
20220419104964,DCA22WA115,2022-04-16,"Tehran, ",Non-Fatal,EP-MDG,,,0.0,0.0,0.0,39.0,39.0,Boeing: MD82,Tehran,
20220511105061,DCA22WA122,2022-05-06,"Naples, ",Non-Fatal,YR-BMM,,,0.0,0.0,0.0,154.0,154.0,Boeing: 737,Naples,
20220515105077,DCA22WA123,2022-05-06,"Kathmandu, ",Non-Fatal,9V-MGL,,,0.0,0.0,0.0,173.0,173.0,Boeing: 737,Kathmandu,
20220623105307,DCA22LA134,2022-05-22,"Tacoma, WA",Minor,N256WN,2.0,Turbo Fan,0.0,1.0,0.0,66.0,67.0,Boeing: 737-700,Tacoma,Washington
20220601105167,DCA22LA125,2022-05-25,"Springfield, MO",Serious,N483UA,2.0,,0.0,0.0,1.0,151.0,152.0,Airbus: A320-232,Springfield,Missouri
20220830105828,DCA22WA190,2022-05-27,"Lahore, ",Serious,A6-BLF,,,0.0,6.0,1.0,121.0,128.0,Boeing: 787-900,Lahore,
20220623105316,ENG22WA032,2022-06-14,"Karachi, ",Non-Fatal,A7-BEA,,,0.0,0.0,0.0,183.0,183.0,Boeing: 777,Karachi,
20220622105298,DCA22FA132,2022-06-21,"Miami, FL",Minor,HI-1064,,,0.0,4.0,0.0,136.0,140.0,Mcdonnell Douglas: MD80,Miami,Florida
20220622105303,DCA22LA133,2022-06-21,"Pittsburgh, PA",Non-Fatal,N37513,2.0,,0.0,0.0,0.0,174.0,174.0,Boeing: 737-9,Pittsburgh,Pennsylvania
20220627105355,DCA22WA136,2022-06-25,"Dubrovnik, ",Non-Fatal,G-JZBC,,,0.0,0.0,0.0,195.0,195.0,Boeing: 800,Dubrovnik,
20220627105356,DCA22WA137,2022-06-25,"Cairo, ",Non-Fatal,SU-GCZ,,,0.0,0.0,0.0,134.0,134.0,Boeing: 800,Cairo,
20220718105497,DCA22LA151,2022-07-02,"Santa Ana, CA",Serious,N480WN,2.0,Turbo Fan,0.0,0.0,1.0,141.0,142.0,Boeing: 737-700,Santa Ana,California
20220719105521,DCA22WA152,2022-07-16,"Naha, ",Serious,JA807X,,,0.0,0.0,1.0,132.0,133.0,Boeing: 737,Naha,
20220726105575,ENG22WA035,2022-07-25,"Bogota, OF",Non-Fatal,N562AV,2.0,,0.0,0.0,0.0,178.0,178.0,Airbus: A320-214,Bogota,OF
20220731105625,DCA22WA164,2022-07-30,"Chiang Rai, ",Non-Fatal,HS-DBR,,,0.0,0.0,0.0,175.0,175.0,Boeing: 737-800,Chiang Rai,
20220825105801,DCA22LA188,2022-08-19,"Pharisburg, OH",Serious,N73270,2.0,,0.0,0.0,1.0,169.0,170.0,Boeing: 737-824,Pharisburg,Ohio
20220901105843,DCA22LA191,2022-08-29,"Detroit, MI",Serious,N946AT,2.0,,0.0,0.0,1.0,101.0,102.0,Boeing: 717-200,Detroit,Michigan
20220927106004,DCA22LA212,2022-09-22,"Los Angeles, CA",Non-Fatal,N393HA,2.0,,0.0,0.0,0.0,290.0,290.0,Airbus: A330-243,Los Angeles,California
20221003106034,DCA23WA002,2022-10-01,"Manila, ",Non-Fatal,HZ-AK28,,,0.0,0.0,0.0,368.0,368.0,Boeing: 777,Manila,
20221011106104,DCA23WA012,2022-10-03,"Komatsu, Ishikawa, OF",Minor,JA07RK,2.0,,0.0,1.0,0.0,105.0,106.0,Boeing: 737,Komatsu,"Ishikawa, OF"
20221114106279,DCA23LA050,2022-11-10,"Miami, FL",Serious,N316SE,2.0,,0.0,0.0,1.0,147.0,148.0,Boeing: 737-8,Miami,Florida
